congress,id,state_abbrev,cd,state,party_code,name,dim.a,dim.b,log.likelihood,num.votes,num.errors,mean.prop
47,1299,5,0,RHODE I,200,BURNSIDE  A,0.028,-0.154,-6.92551,159,3,0.957
47,71,5,0,RHODE I,200,ALDRICH  N.,0.099,-0.775,-88.1068,530,38,0.847
47,4020,48,0,SOUTH C,100,HAMPTON  W.,-0.65,-0.298,-146.46172,719,69,0.816
47,1344,48,0,SOUTH C,100,BUTLER  M.C,-0.585,-0.251,-125.9426,455,66,0.758
47,4852,54,0,TENNESS,100,JACKSON  H.,-0.584,-0.029,-202.73692,766,101,0.767
47,4104,54,0,TENNESS,100,HARRIS  I.G,-0.645,0.254,-175.07019,768,87,0.796
47,1915,49,0,TEXAS,100,COKE  R.,-0.767,0.391,-190.34778,924,103,0.814
47,6093,49,0,TEXAS,100,MAXEY  S.B.,-0.62,0.25,-227.30951,816,126,0.757
47,6696,6,0,VERMONT,200,MORRILL  J.,0.069,-0.998,-165.81329,832,81,0.819
47,2855,6,0,VERMONT,200,EDMUNDS  G.,0.107,-0.99,-115.54423,424,54,0.761
47,5005,40,0,VIRGINI,100,JOHNSTON  J,-0.585,-0.218,-84.75166,446,36,0.827
47,5926,40,0,VIRGINI,114,MAHONE  W.,0.356,0.488,-108.07458,527,45,0.815
47,1432,56,0,WEST VI,100,CAMDEN  J.N,-0.632,-0.741,-127.97413,497,61,0.773
47,2384,56,0,WEST VI,100,DAVIS  H.G.,-0.574,-0.766,-185.26643,660,74,0.755
47,8239,25,0,WISCONS,200,SAWYER  P.,0.318,0.041,-116.97896,756,50,0.857
47,1434,25,0,WISCONS,200,CAMERON  A.,0.113,0.133,-233.08221,866,122,0.764
48,6682,41,0,ALABAMA,100,MORGAN J.T.,-0.725,-0.688,-139.78781,369,65,0.685
48,7644,41,0,ALABAMA,100,PUGH  J.L.,-0.533,-0.039,-134.55841,376,67,0.699
48,3475,42,0,ARKANSA,100,GARLAND A.H,-0.491,-0.013,-115.77312,328,58,0.703
48,9745,42,0,ARKANSA,100,WALKER J.D.,-0.679,0.151,-56.61522,212,27,0.766
48,3061,71,0,CALIFOR,100,FARLEY J.T.,-0.714,-0.007,-43.88436,142,17,0.734
48,6493,71,0,CALIFOR,200,MILLER J.F.,0.164,0.23,-84.32666,293,40,0.75
48,900,62,0,COLORAD,200,BOWEN T.M.,0.15,0.291,-49.77492,212,18,0.791
48,4420,62,0,COLORAD,200,HILL N.P.,0.146,0.434,-49.36582,214,15,0.794
48,7482,1,0,CONNECT,200,PLATT O.H.,0.198,-0.98,-100.42186,352,58,0.752
48,4220,1,0,CONNECT,200,HAWLEY J.R.,0.13,-0.808,-137.9599,366,67,0.686
48,528,11,0,DELAWAR,100,BAYARD T.F.,-0.644,-0.728,-107.6909,351,55,0.736
48,8222,11,0,DELAWAR,100,SAULSBURY E,-0.853,-0.316,-76.93197,232,35,0.718
48,5026,43,0,FLORIDA,100,JONES C.W.,-0.572,-0.507,-73.10355,207,45,0.702
48,1425,43,0,FLORIDA,100,CALL W.,-0.585,0.155,-160.85144,366,74,0.644
48,1953,44,0,GEORGIA,100,COLQUITT A.,-0.568,-0.216,-78.2465,273,39,0.751
48,1126,44,0,GEORGIA,100,BROWN J.E.,-0.582,-0.813,-145.42537,303,81,0.619
48,2239,21,0,ILLINOI,200,CULLOM S.M.,0.107,-0.036,-67.87476,315,22,0.806
48,5746,21,0,ILLINOI,200,LOGAN J.A.,0.104,0.061,-42.21494,175,19,0.786
48,9685,22,0,INDIANA,100,VOORHEES D.,-0.318,0.298,-92.69968,216,51,0.651
48,4124,22,0,INDIANA,200,HARRISON B.,0.09,-0.156,-102.12177,352,51,0.748
48,10234,31,0,IOWA,200,WILSON J.F.,0.156,0.136,-131.0256,368,52,0.7
48,141,31,0,IOWA,200,ALLISON W.B,0.096,-0.187,-94.89898,315,50,0.74
48,7489,32,0,KANSAS,200,PLUMB P.B.,0.202,0.979,-87.63861,266,44,0.719
48,4801,32,0,KANSAS,200,INGALLS J.J,0.072,0.336,-105.74872,301,54,0.704
48,10166,51,0,KENTUCK,100,WILLIAMS J.,-0.592,0.247,-99.25039,242,57,0.664
48,560,51,0,KENTUCK,100,BECK J.B.,-0.671,-0.05,-89.49187,299,41,0.741
48,5017,45,0,LOUISIA,100,JONAS B.F.,-0.637,-0.115,-91.19749,302,46,0.739
48,3565,45,0,LOUISIA,100,GIBSON R.L.,-0.564,-0.247,-56.58928,177,28,0.726
48,3385,2,0,MAINE,200,FRYE W.P.,0.154,-0.314,-70.76478,303,36,0.792
48,3917,2,0,MAINE,200,HALE E.,0.111,-0.319,-73.5327,201,31,0.694
48,3850,52,0,MARYLAN,100,GROOME J.B.,-0.637,-0.633,-83.33068,260,39,0.726
48,3709,52,0,MARYLAN,100,GORMAN A.P.,-0.472,-0.459,-67.64497,219,28,0.734
48,2423,3,0,MASSACH,200,DAWES H.L.,0.149,-0.489,-70.13911,316,33,0.801
48,4462,3,0,MASSACH,200,HOAR G.F.,0.068,-0.586,-73.90646,278,40,0.767
48,7181,23,0,MICHIGA,200,PALMER T.W.,0.217,0.003,-70.11576,279,37,0.778
48,1981,23,0,MICHIGA,200,CONGER O.D.,0.279,0.05,-128.49251,396,62,0.723
48,6355,33,0,MINNESO,200,MCMILLAN S.,0.188,-0.464,-87.56134,328,42,0.766
48,8165,33,0,MINNESO,200,SABIN D.M.,0.041,-0.079,-52.7787,156,25,0.713
48,5416,46,0,MISSISS,100,LAMAR L.Q.C,-0.614,-0.223,-55.81591,191,30,0.747
48,3532,46,0,MISSISS,100,GEORGE J.Z.,-0.606,0.453,-129.72546,314,71,0.662
48,1892,34,0,MISSOUR,100,COCKRELL F.,-0.752,0.653,-59.16831,267,22,0.801
48,9665,34,0,MISSOUR,100,VEST G.G.,-0.744,0.668,-100.15064,339,40,0.744
48,5951,35,0,NEBRASK,200,MANDERSON C,0.093,-0.042,-99.99708,336,47,0.743
48,9643,35,0,NEBRASK,200,VAN WYCK C.,0.043,0.999,-112.83607,296,53,0.683
48,3045,65,0,NEVADA,100,FAIR J.G.,-0.56,-0.293,-63.60275,187,29,0.712
48,5046,65,0,NEVADA,200,JONES J.P.,0.088,0.231,-72.65424,228,33,0.727
48,765,4,0,NEW HAM,200,BLAIR H.W.,0.074,-0.324,-115.84021,343,53,0.713
48,7447,4,0,NEW HAM,200,PIKE A.F.,-0.001,-0.663,-88.64744,333,43,0.766
48,6375,12,0,NEW JER,100,MCPHERSON J,-0.605,-0.596,-73.37423,188,35,0.677
48,8379,12,0,NEW JER,200,SEWELL W.J.,0.023,-0.434,-82.67706,252,50,0.72
48,5473,13,0,NEW YOR,200,LAPHAM E.G.,0.396,-0.268,-71.01045,278,32,0.775
48,6514,13,0,NEW YOR,200,MILLER W.,0.187,-0.099,-74.73432,273,38,0.761
48,7737,47,0,NORTH C,100,RANSOM M.W.,-0.642,-0.176,-69.13329,244,31,0.753
48,9601,47,0,NORTH C,100,VANCE Z.B.,-0.865,0.241,-80.91598,290,39,0.757
48,8454,24,0,OHIO,200,SHERMAN J.,0.038,-0.221,-114.38604,284,64,0.668
48,7319,24,0,OHIO,100,PENDLETON G,-0.755,-0.452,-91.59698,272,41,0.714
48,8567,72,0,OREGON,100,SLATER J.H.,-0.723,0.186,-78.18365,247,31,0.729
48,2649,72,0,OREGON,200,DOLPH J.N.,0.111,-0.12,-136.99802,349,62,0.675
48,6566,14,0,PENNSYL,200,MITCHELL J.,0.216,-0.514,-103.58395,321,44,0.724
48,1435,14,0,PENNSYL,200,CAMERON J.D,0.001,-0.172,-35.85678,91,15,0.674
48,71,5,0,RHODE I,200,ALDRICH N.W,0.141,-0.727,-51.38,236,15,0.804
48,212,5,0,RHODE I,200,ANTHONY H.B,0.387,-0.922,-5.95536,30,4,0.82
48,8429,5,0,RHODE I,200,SHEFFIELD W,0.271,-0.962,-6.36548,28,4,0.797
48,1613,5,0,RHODE I,200,CHACE J.,0.189,-0.551,-28.15746,100,14,0.755
48,4020,48,0,SOUTH C,100,HAMPTON W.,-0.668,-0.314,-77.31925,325,31,0.788
48,1344,48,0,SOUTH C,100,BUTLER M.C.,-0.696,-0.604,-92.26333,264,44,0.705
48,4104,54,0,TENNESS,100,HARRIS I.G.,-0.755,-0.048,-123.57307,358,56,0.708
48,4852,54,0,TENNESS,100,JACKSON H.E,-0.509,-0.189,-106.2618,347,43,0.736
48,1915,49,0,TEXAS,100,COKE R.,-0.836,0.469,-96.20096,390,48,0.781
48,6093,49,0,TEXAS,100,MAXEY S.B.,-0.707,0.282,-131.27356,358,64,0.693
48,2855,6,0,VERMONT,200,EDMUNDS G.F,0.114,-0.993,-101.2887,288,52,0.703
48,6696,6,0,VERMONT,200,MORRILL J.S,0.149,-0.854,-86.73848,364,38,0.788
48,7894,40,0,VIRGINI,114,RIDDLEBERGE,-0.099,0.108,-88.74476,197,41,0.637
48,5926,40,0,VIRGINI,114,MAHONE W.,0.303,0.223,-64.82998,195,35,0.717
48,5173,56,0,WEST VI,100,KENNA J.E.,-0.64,0.044,-52.76614,182,27,0.748
48,1432,56,0,WEST VI,100,CAMDEN J.N.,-0.622,-0.218,-54.69943,199,22,0.76
48,8239,25,0,WISCONS,200,SAWYER P.,0.242,0.143,-83.42617,358,41,0.792
48,1434,25,0,WISCONS,200,CAMERON A.,0.138,0.106,-120.44678,367,55,0.72
49,6682,41,0,ALABAMA,100,MORGAN  J.,-0.635,-0.561,-95.22345,234,51,0.666
49,7644,41,0,ALABAMA,100,PUGH  J.L.,-0.558,-0.284,-131.65593,383,64,0.709
49,5042,42,0,ARKANSA,100,JONES  J.K.,-0.717,0.303,-128.46498,352,48,0.694
49,674,42,0,ARKANSA,100,BERRY  J.H.,-0.818,0.47,-112.90722,424,43,0.766
49,8836,71,0,CALIFOR,200,STANFORD,0.038,-0.128,-74.36897,213,36,0.705
49,4266,71,0,CALIFOR,100,HEARST  G.,-0.581,0.22,-45.66864,110,18,0.66
49,10131,71,0,CALIFOR,200,WILLIAMS,0.287,0.245,-31.71605,130,13,0.784
49,900,62,0,COLORAD,200,BOWEN  T.M.,0.176,0.3,-60.20134,196,31,0.736
49,9246,62,0,COLORAD,200,TELLER  H.,0.22,0.566,-136.36899,403,57,0.713
49,7482,1,0,CONNECT,200,PLATT  O.H.,0.183,-0.983,-104.42771,341,63,0.736
49,4220,1,0,CONNECT,200,HAWLEY  J.,0.046,-0.871,-127.93276,378,65,0.713
49,8222,11,0,DELAWAR,100,SAULSBURY,-0.782,-0.152,-115.70461,285,53,0.666
49,3765,11,0,DELAWAR,100,GRAY  G.,-0.747,-0.615,-99.29429,327,56,0.738
49,1425,43,0,FLORIDA,100,CALL  W.,-0.52,-0.141,-177.39302,418,92,0.654
49,1953,44,0,GEORGIA,100,COLQUITT,-0.677,-0.133,-87.35896,252,27,0.707
49,1126,44,0,GEORGIA,100,BROWN  J.E.,-0.459,-0.584,-132.06166,335,71,0.674
49,2239,21,0,ILLINOI,200,CULLOM  S.,0.143,0.105,-119.10655,392,61,0.738
49,5746,21,0,ILLINOI,200,LOGAN  J.A.,0.194,0.332,-50.502,187,24,0.763
49,3075,21,0,ILLINOI,200,FARWELL  C.,0.116,-0.131,-19.47292,98,6,0.82
49,9685,22,0,INDIANA,100,VOORHEES,-0.454,0.405,-78.78007,230,30,0.71
49,4124,22,0,INDIANA,200,HARRISON,0.176,-0.345,-62.85536,285,27,0.802
49,10234,31,0,IOWA,200,WILSON  J.,0.256,0.278,-143.45222,424,77,0.713
49,141,31,0,IOWA,200,ALLISON  W.,0.171,-0.12,-101.79025,352,48,0.749
49,4801,32,0,KANSAS,200,INGALLS  J.,0.104,0.496,-153.78381,338,78,0.634
49,7489,32,0,KANSAS,200,PLUMB  P.B.,0.168,0.986,-106.70284,295,48,0.696
49,751,51,0,KENTUCK,100,BLACKBURN,-0.69,0.214,-142.52927,321,57,0.641
49,560,51,0,KENTUCK,100,BECK  J.B.,-0.645,0.214,-86.44205,350,33,0.781
49,3565,45,0,LOUISIA,100,GIBSON  R.,-0.557,-0.285,-81.67825,261,35,0.731
49,3000,45,0,LOUISIA,100,EUSTIS  J.,-0.587,0.094,-105.54041,355,53,0.743
49,3917,2,0,MAINE,200,HALE  E.,0.196,-0.249,-85.64404,262,48,0.721
49,3385,2,0,MAINE,200,FRYE  W.P.,0.15,-0.461,-106.69578,376,47,0.753
49,10217,52,0,MARYLAN,100,WILSON  E.,-0.645,-0.107,-90.74994,313,46,0.748
49,3709,52,0,MARYLAN,100,GORMAN  A.,-0.488,-0.546,-96.21499,298,42,0.724
49,4462,3,0,MASSACH,200,HOAR  G.F.,0.089,-0.548,-101.55456,371,44,0.761
49,2423,3,0,MASSACH,200,DAWES  H.L.,0.171,-0.537,-85.12749,332,42,0.774
49,7181,23,0,MICHIGA,200,PALMER  T.,0.156,-0.044,-87.1348,326,33,0.765
49,1981,23,0,MICHIGA,200,CONGER  O.,0.123,0.028,-124.29726,390,59,0.727
49,6355,33,0,MINNESO,200,MCMILLAN,0.264,-0.168,-99.5333,383,52,0.771
49,8165,33,0,MINNESO,200,SABIN  D.M.,0.023,-0.217,-52.55238,212,22,0.78
49,3532,46,0,MISSISS,100,GEORGE  J.,-0.636,0.244,-151.62976,360,67,0.656
49,9793,46,0,MISSISS,100,WALTHALL,-0.576,-0.037,-121.67255,427,55,0.752
49,9665,34,0,MISSOUR,100,VEST  G.G.,-0.815,0.56,-145.79111,353,62,0.662
49,1892,34,0,MISSOUR,100,COCKRELL,-0.722,0.691,-94.28181,340,45,0.758
49,9643,35,0,NEBRASK,200,VANWYCK,0.052,0.999,-79.57917,253,35,0.73
49,5951,35,0,NEBRASK,200,MANDERSON,0.163,0.154,-91.37332,330,44,0.758
49,5046,65,0,NEVADA,200,JONES  J.P.,0.039,0.225,-70.20225,205,32,0.71
49,3045,65,0,NEVADA,100,FAIR  J.G.,-0.436,0.09,-38.06889,115,14,0.718
49,765,4,0,NEW HAM,200,BLAIR  H.W.,0.197,-0.438,-99.35193,384,40,0.772
49,7447,4,0,NEW HAM,200,PIKE  A.F.,-0.022,-0.838,-11.31573,58,5,0.823
49,1683,4,0,NEW HAM,200,CHENEY  P.,0.091,-0.466,-29.99317,117,10,0.774
49,8379,12,0,NEW JER,200,SEWELL  W.,0.054,-0.259,-86.19095,229,44,0.686
49,6375,12,0,NEW JER,100,MCPHERSON,-0.561,-0.629,-82.01356,197,33,0.659
49,6514,13,0,NEW YOR,200,MILLER  W.,0.094,-0.293,-77.69264,324,34,0.787
49,3024,13,0,NEW YOR,200,EVARTS  W.,0.102,-0.364,-95.15926,354,47,0.764
49,7737,47,0,NORTH C,100,RANSOM  M.,-0.602,-0.359,-101.45641,290,54,0.705
49,9601,47,0,NORTH C,100,VANCE  Z.B.,-0.933,0.36,-83.15642,337,35,0.781
49,7272,24,0,OHIO,100,PAYNE  H.B.,-0.383,-0.332,-126.49044,347,57,0.695
49,8454,24,0,OHIO,200,SHERMAN  J.,0.112,-0.276,-147.06731,377,68,0.677
49,2649,72,0,OREGON,200,DOLPH  J.N.,0.151,-0.252,-126.00226,352,60,0.699
49,6565,72,0,OREGON,200,MITCHELL,0.103,0.337,-167.6138,393,88,0.653
49,1435,14,0,PENNSYL,200,CAMERON  J.,0.022,-0.089,-100.56988,279,52,0.697
49,6566,14,0,PENNSYL,200,MITCHELL,0.141,-0.629,-23.93503,89,10,0.764
49,1613,5,0,RHODE I,200,CHACE  J.,0.134,-0.336,-92.80296,231,48,0.669
49,71,5,0,RHODE I,200,ALDRICH  N.,0.165,-0.851,-68.91685,218,38,0.729
49,4020,48,0,SOUTH C,100,HAMPTON  W.,-0.682,-0.578,-90.15683,282,37,0.726
49,1344,48,0,SOUTH C,100,BUTLER  M.,-0.675,-0.668,-112.89555,310,67,0.695
49,4104,54,0,TENNESS,100,HARRIS  I.,-0.768,0.272,-121.91825,407,58,0.741
49,4852,54,0,TENNESS,100,JACKSON  H.,-0.514,-0.397,-18.78226,79,8,0.788
49,10076,54,0,TENNESS,100,WHITTHORNE,-0.728,-0.064,-111.72966,317,51,0.703
49,6093,49,0,TEXAS,100,MAXEY  S.B.,-0.744,0.308,-123.4184,363,55,0.712
49,1915,49,0,TEXAS,100,COKE  R.,-0.856,0.516,-113.58408,415,51,0.761
49,6696,6,0,VERMONT,200,MORRILL  J.,0.209,-0.978,-74.13904,292,38,0.776
49,2855,6,0,VERMONT,200,EDMUNDS  G.,0.192,-0.981,-130.16289,353,61,0.692
49,7894,40,0,VIRGINI,200,RIDDLEBERGE,-0.145,0.203,-121.05453,241,59,0.605
49,5926,40,0,VIRGINI,200,MAHONE  W.,0.2,0.165,-63.81846,254,27,0.778
49,1432,56,0,WEST VI,100,CAMDEN  J.,-0.637,-0.288,-35.20617,144,12,0.783
49,5173,56,0,WEST VI,100,KENNA  J.E.,-0.588,-0.268,-97.59769,268,47,0.695
49,8800,25,0,WISCONS,200,SPOONER  J.,0.138,-0.096,-88.9696,385,38,0.794
49,8239,25,0,WISCONS,200,SAWYER  P.,0.123,-0.171,-100.90832,376,44,0.765
50,7644,41,0,ALABAMA,100,PUGH  J.L.,-0.569,0.064,-61.34786,277,25,0.801
50,6682,41,0,ALABAMA,100,MORGAN  J.,-0.612,-0.383,-59.98462,243,30,0.781
50,674,42,0,ARKANSA,100,BERRY  J.H.,-0.837,0.547,-42.54042,330,20,0.879
50,5042,42,0,ARKANSA,100,JONES  J.K.,-0.698,0.243,-60.71252,282,33,0.806
50,8836,71,0,CALIFOR,200,STANFORD,0.001,-0.069,-16.32096,71,8,0.795
50,4266,71,0,CALIFOR,100,HEARST  G.,-0.447,-0.128,-28.95721,92,15,0.73
50,9246,62,0,COLORAD,200,TELLER  H.,0.208,0.615,-46.82485,328,21,0.867
50,900,62,0,COLORAD,200,BOWEN  T.M.,0.208,0.461,-14.78094,134,4,0.896
50,7482,1,0,CONNECT,200,PLATT  O.H.,0.451,-0.757,-40.37973,287,21,0.869
50,4220,1,0,CONNECT,200,HAWLEY  J.,0.13,-0.98,-45.37771,315,20,0.866
50,3765,11,0,DELAWAR,100,GRAY  G.,-0.689,-0.566,-49.02279,272,26,0.835
50,8222,11,0,DELAWAR,100,SAULSBURY,-0.78,-0.267,-40.99192,244,26,0.845
50,1425,43,0,FLORIDA,100,CALL  W.,-0.552,-0.021,-77.56661,273,37,0.753
50,7227,43,0,FLORIDA,100,PASCO  S.,-0.746,-0.058,-36.32803,235,20,0.857
50,1953,44,0,GEORGIA,100,COLQUITT,-0.696,-0.476,-43.86343,211,20,0.812
50,1126,44,0,GEORGIA,100,BROWN  J.E.,-0.371,-0.592,-78.16756,234,40,0.716
50,2239,21,0,ILLINOI,200,CULLOM  S.,0.144,-0.337,-44.46963,333,21,0.875
50,3075,21,0,ILLINOI,200,FARWELL  C.,0.137,-0.278,-27.04293,181,14,0.861
50,9526,22,0,INDIANA,100,TURPIE  D.,-0.5,0.454,-46.97848,274,16,0.842
50,9685,22,0,INDIANA,100,VOORHEES,-0.556,0.42,-42.1021,181,21,0.792
50,141,31,0,IOWA,200,ALLISON  W.,0.163,-0.377,-52.52251,329,23,0.852
50,10234,31,0,IOWA,200,WILSON  J.,0.204,-0.291,-67.75464,323,30,0.811
50,7489,32,0,KANSAS,200,PLUMB  P.B.,0.169,0.986,-34.34996,185,17,0.831
50,4801,32,0,KANSAS,200,INGALLS  J.,0.116,-0.131,-48.25669,278,26,0.841
50,751,51,0,KENTUCK,100,BLACKBURN,-0.739,-0.136,-36.08986,219,19,0.848
50,560,51,0,KENTUCK,100,BECK  J.B.,-0.661,-0.405,-27.90671,124,11,0.798
50,3000,45,0,LOUISIA,100,EUSTIS  J.,-0.545,-0.072,-43.16018,167,21,0.772
50,3565,45,0,LOUISIA,100,GIBSON  R.,-0.607,-0.459,-37.02202,169,23,0.803
50,3385,2,0,MAINE,200,FRYE  W.P.,0.159,-0.358,-68.64348,299,26,0.795
50,3917,2,0,MAINE,200,HALE  E.,0.093,-0.547,-33.7374,177,17,0.826
50,10217,52,0,MARYLAN,100,WILSON  E.,-0.687,-0.407,-57.70501,239,22,0.785
50,3709,52,0,MARYLAN,100,GORMAN  A.,-0.489,-0.458,-50.72967,201,24,0.777
50,2423,3,0,MASSACH,200,DAWES  H.L.,0.185,-0.564,-50.49432,270,30,0.829
50,4462,3,0,MASSACH,200,HOAR  G.F.,0.118,-0.548,-81.39039,307,37,0.767
50,8957,23,0,MICHIGA,200,STOCKBRIDGE,0.163,-0.205,-28.49998,308,12,0.912
50,7181,23,0,MICHIGA,200,PALMER  T.,0.182,0.114,-44.15444,283,23,0.856
50,2377,33,0,MINNESO,200,DAVIS  C.K.,0.098,-0.139,-47.03033,292,22,0.851
50,8165,33,0,MINNESO,200,SABIN  D.M.,0.082,0.125,-23.0851,115,13,0.818
50,9793,46,0,MISSISS,100,WALTHALL,-0.592,0.067,-64.67744,313,35,0.813
50,3532,46,0,MISSISS,100,GEORGE  J.,-0.602,0.2,-65.24547,261,32,0.779
50,1892,34,0,MISSOUR,100,COCKRELL,-0.783,0.037,-53.83764,305,21,0.838
50,9665,34,0,MISSOUR,100,VEST  G.G.,-0.733,0.431,-56.33659,310,31,0.834
50,7148,35,0,NEBRASK,200,PADDOCK  A.,0.109,0.21,-27.80812,261,11,0.899
50,5951,35,0,NEBRASK,200,MANDERSON,0.066,0.241,-24.71097,249,8,0.906
50,5046,65,0,NEVADA,200,JONES  J.P.,0.076,0.297,-14.5995,114,7,0.88
50,8948,65,0,NEVADA,200,STEWART  W.,0.077,0.35,-50.29465,332,22,0.859
50,765,4,0,NEW HAM,200,BLAIR  H.W.,0.219,-0.196,-59.17843,264,29,0.799
50,1641,4,0,NEW HAM,200,CHANDLER,0.19,-0.154,-67.02617,338,30,0.82
50,6375,12,0,NEW JER,100,MCPHERSON,-0.433,-0.901,-26.5471,147,11,0.835
50,799,12,0,NEW JER,100,BLODGETT,-0.506,-0.47,-42.98759,145,25,0.743
50,3024,13,0,NEW YOR,200,EVARTS  W.,0.154,-0.418,-32.89043,235,15,0.869
50,4452,13,0,NEW YOR,200,HISCOCK  F.,0.179,-0.437,-27.30338,276,13,0.906
50,9601,47,0,NORTH C,100,VANCE  Z.B.,-0.96,0.28,-33.33604,267,17,0.883
50,7737,47,0,NORTH C,100,RANSOM  M.,-0.654,-0.208,-40.21223,211,19,0.826
50,7272,24,0,OHIO,100,PAYNE  H.B.,-0.345,-0.288,-58.86148,264,21,0.8
50,8454,24,0,OHIO,200,SHERMAN  J.,0.323,-0.94,-41.13431,281,22,0.864
50,2649,72,0,OREGON,200,DOLPH  J.N.,0.194,-0.085,-46.59911,304,17,0.858
50,6565,72,0,OREGON,200,MITCHELL,0.132,0.364,-44.04316,323,21,0.873
50,7668,14,0,PENNSYL,200,QUAY  M.S.,-0.104,-0.582,-42.94579,127,19,0.713
50,1435,14,0,PENNSYL,200,CAMERON  J.,-0.045,-0.069,-28.83119,158,11,0.833
50,71,5,0,RHODE I,200,ALDRICH  N.,0.093,-0.485,-17.47763,228,6,0.926
50,1613,5,0,RHODE I,200,CHACE  J.,0.173,-0.285,-30.98529,216,11,0.866
50,4020,48,0,SOUTH C,100,HAMPTON  W.,-0.67,-0.556,-56.16905,256,24,0.803
50,1344,48,0,SOUTH C,100,BUTLER  M.,-0.604,-0.46,-45.72621,190,21,0.786
50,508,54,0,TENNESS,100,BATE  W.B.,-0.698,0.1,-50.03662,371,21,0.874
50,4104,54,0,TENNESS,100,HARRIS  I.,-0.803,-0.004,-59.03696,267,28,0.802
50,7769,49,0,TEXAS,100,REAGAN  J.,-0.995,0.1,-85.51566,352,28,0.784
50,1915,49,0,TEXAS,100,COKE  R.,-0.857,0.515,-42.6777,375,19,0.892
50,2855,6,0,VERMONT,200,EDMUNDS  G.,0.236,-0.972,-87.1105,245,40,0.701
50,6696,6,0,VERMONT,200,MORRILL  J.,0.147,-0.945,-33.53243,213,9,0.854
50,2325,40,0,VIRGINI,100,DANIEL  J.,-0.583,0.279,-38.54899,171,16,0.798
50,7894,40,0,VIRGINI,200,RIDDLEBERGE,-0.019,0.501,-26.13614,121,12,0.806
50,5173,56,0,WEST VI,100,KENNA  J.E.,-0.501,0.08,-22.91577,87,11,0.768
50,3081,56,0,WEST VI,100,FAULKNER,-0.501,0.11,-39.37027,204,19,0.824
50,8800,25,0,WISCONS,200,SPOONER  J.,0.048,-0.184,-52.80345,299,23,0.838
50,8239,25,0,WISCONS,200,SAWYER  P.,0.17,-0.433,-44.02397,318,22,0.871
51,7644,41,0,ALABAMA,100,PUGH  J.L.,-0.597,0.011,-91.2578,390,40,0.791
51,6682,41,0,ALABAMA,100,MORGAN  J.T,-0.578,-0.399,-80.674,313,43,0.773
51,674,42,0,ARKANSA,100,BERRY  J.H.,-0.87,0.492,-52.21229,437,23,0.887
51,5042,42,0,ARKANSA,100,JONES  J.K.,-0.834,0.207,-46.80226,352,19,0.875
51,4266,71,0,CALIFOR,100,HEARST  G.,-0.38,-0.134,-50.05749,118,19,0.654
51,8836,71,0,CALIFOR,200,STANFORD  L,0.064,0.179,-26.07485,89,11,0.746
51,9246,62,0,COLORAD,200,TELLER  H.M,0.029,0.189,-128.13533,426,54,0.74
51,10302,62,0,COLORAD,200,WOLCOTT  E.,-0.019,0.068,-92.45901,224,51,0.662
51,7482,1,0,CONNECT,200,PLATT  O.H.,0.32,-0.947,-67.87426,426,33,0.853
51,4220,1,0,CONNECT,200,HAWLEY  J.R,0.164,-0.638,-75.76419,453,29,0.846
51,4397,11,0,DELAWAR,200,HIGGINS  A.,0.218,-0.212,-57.82546,337,26,0.842
51,3765,11,0,DELAWAR,100,GRAY  G.,-0.538,-0.586,-76.13351,322,25,0.789
51,1425,43,0,FLORIDA,100,CALL  W.,-0.499,0.09,-84.93831,302,37,0.755
51,7227,43,0,FLORIDA,100,PASCO  S.,-0.662,-0.181,-48.40693,332,18,0.864
51,1953,44,0,GEORGIA,100,COLQUITT  A,-0.603,-0.009,-52.89696,262,21,0.817
51,1126,44,0,GEORGIA,100,BROWN  J.E.,-0.368,-0.378,-11.82474,39,6,0.738
51,6170,63,0,IDAHO,200,MCCONNELL,0.209,0.285,-31.83982,102,15,0.732
51,8489,63,0,IDAHO,200,SHOUP  G.L.,0.23,0.128,-25.74446,111,12,0.793
51,2239,21,0,ILLINOI,200,CULLOM  S.M,0.128,-0.108,-75.41599,437,32,0.841
51,3075,21,0,ILLINOI,200,FARWELL  C.,0.087,-0.333,-44.69339,185,19,0.785
51,9526,22,0,INDIANA,100,TURPIE  D.,-0.53,0.097,-77.2104,323,41,0.787
51,9685,22,0,INDIANA,100,VOORHEES  D,-0.534,-0.009,-42.4823,209,18,0.816
51,10234,31,0,IOWA,200,WILSON  J.F,0.242,-0.017,-73.62412,346,38,0.808
51,141,31,0,IOWA,200,ALLISON  W.,0.157,-0.1,-119.1319,420,65,0.753
51,7489,32,0,KANSAS,200,PLUMB  P.B.,0.059,0.998,-94.75702,346,48,0.76
51,4801,32,0,KANSAS,200,INGALLS  J.,0.074,0.378,-97.21439,327,52,0.743
51,751,51,0,KENTUCK,100,BLACKBURN,-0.722,-0.062,-67.16596,294,29,0.796
51,1509,51,0,KENTUCK,100,CARLISLE  J,-0.828,-0.302,-40.51944,227,19,0.837
51,3565,45,0,LOUISIA,100,GIBSON  R.L,-0.541,-0.421,-49.94381,227,25,0.803
51,3000,45,0,LOUISIA,100,EUSTIS  J.B,-0.601,-0.292,-44.15592,197,24,0.799
51,3917,2,0,MAINE,200,HALE  E.,0.156,-0.173,-104.61919,352,53,0.743
51,3385,2,0,MAINE,200,FRYE  W.P.,0.244,-0.323,-90.15265,449,43,0.818
