year,round_number,round,region,winner_name,winner_seed,winner_points,not_winner_name,not_winner_seed,not_winner_points
2005,0,First round,region_1,West Virginia,7,63,Creighton,10,61
2005,0,First round,region_1,Wake Forest,2,70,Chattanooga,15,54
2005,0,First round,region_2,Duke,1,57,Delaware State,16,46
2005,0,First round,region_2,Mississippi State,9,93,Stanford,8,70
2005,0,First round,region_2,Michigan State,5,89,Old Dominion,12,81
2005,0,First round,region_2,Vermont,13,60,Syracuse,4,57
2005,0,First round,region_2,Utah,6,60,UTEP,11,54
2005,0,First round,region_2,Oklahoma,3,84,Niagara,14,67
2005,0,First round,region_2,Cincinnati,7,76,Iowa,10,64
2005,0,First round,region_2,Kentucky,2,72,Eastern Kentucky,15,64
2005,0,First round,region_3,Illinois,1,67,Fairleigh Dickinson,16,55
2005,0,First round,region_3,Nevada,9,61,Texas,8,57
2005,0,First round,region_3,Milwaukee,12,83,Alabama,5,73
2005,0,First round,region_3,Boston College,4,85,Penn,13,65
2005,0,First round,region_3,Alabama-Birmingham,11,82,LSU,6,68
2005,0,First round,region_3,Arizona,3,66,Utah State,14,53
2005,0,First round,region_3,Southern Illinois,7,65,Saint Mary's (CA),10,56
2005,0,First round,region_3,Oklahoma State,2,63,Southeastern Louisiana,15,50
2005,1,Second round,region_0,UNC,1,92,Iowa State,9,65
2005,1,Second round,region_0,Villanova,5,76,Florida,4,65
2005,1,Second round,region_0,Wisconsin,6,71,Bucknell,14,62
2005,1,Second round,region_0,North Carolina State,10,65,UConn,2,62
2005,1,Second round,region_1,Washington,1,97,Pacific,8,79
2005,1,Second round,region_1,Louisville,4,76,Georgia Tech,5,54
2005,1,Second round,region_1,Texas Tech,6,71,Gonzaga,3,69
2005,1,Second round,region_1,West Virginia,7,111,Wake Forest,2,105
2005,1,Second round,region_2,Duke,1,63,Mississippi State,9,55
2005,1,Second round,region_2,Michigan State,5,72,Vermont,13,61
2005,1,Second round,region_2,Utah,6,67,Oklahoma,3,58
2005,1,Second round,region_2,Kentucky,2,69,Cincinnati,7,60
2005,1,Second round,region_3,Illinois,1,71,Nevada,9,59
2005,1,Second round,region_3,Milwaukee,12,83,Boston College,4,75
2005,1,Second round,region_3,Arizona,3,85,Alabama-Birmingham,11,63
2005,1,Second round,region_3,Oklahoma State,2,85,Southern Illinois,7,77
2005,2,Sweet Sixteen,region_0,UNC,1,67,Villanova,5,66
2005,2,Sweet Sixteen,region_0,Wisconsin,6,65,North Carolina State,10,56
2005,2,Sweet Sixteen,region_1,Louisville,4,93,Washington,1,79
2005,2,Sweet Sixteen,region_1,West Virginia,7,65,Texas Tech,6,60
2005,2,Sweet Sixteen,region_2,Michigan State,5,78,Duke,1,68
2005,2,Sweet Sixteen,region_2,Kentucky,2,62,Utah,6,52
2005,2,Sweet Sixteen,region_3,Illinois,1,77,Milwaukee,12,63
2005,2,Sweet Sixteen,region_3,Arizona,3,79,Oklahoma State,2,78
2005,3,Elite Eight,region_0,UNC,1,88,Wisconsin,6,82
2005,3,Elite Eight,region_1,Louisville,4,93,West Virginia,7,85
2005,3,Elite Eight,region_2,Michigan State,5,94,Kentucky,2,88
2005,3,Elite Eight,region_3,Illinois,1,90,Arizona,3,89
2005,4,Final Four,region_4,UNC,1,87,Michigan State,5,71
2005,4,Final Four,region_4,Illinois,1,72,Louisville,4,57
2005,5,Championship,region_4,UNC,1,75,Illinois,1,70
2006,0,First round,region_0,Villanova,1,58,Monmouth,16,45
2006,0,First round,region_0,Arizona,8,94,Wisconsin,9,75
2006,0,First round,region_0,Montana,12,87,Nevada,5,79
2006,0,First round,region_0,Boston College,4,88,Pacific,13,76
2006,0,First round,region_0,Milwaukee,11,82,Oklahoma,6,74
2006,0,First round,region_0,Florida,3,76,South Alabama,14,50
2006,0,First round,region_0,Georgetown,7,54,Northern Iowa,10,49
2006,0,First round,region_0,Ohio State,2,70,Davidson,15,62
2006,0,First round,region_1,Duke,1,70,Southern,16,54
2006,0,First round,region_1,George Washington,8,88,North Carolina-Wilmington,9,85
2006,0,First round,region_1,Texas A&M,12,66,Syracuse,5,58
2006,0,First round,region_1,LSU,4,80,Iona,13,64
2006,0,First round,region_1,West Virginia,6,64,Southern Illinois,11,46
2006,0,First round,region_1,Northwestern State,14,64,Iowa,3,63
2006,0,First round,region_1,North Carolina State,10,58,University of California,7,52
2006,0,First round,region_1,Texas,2,60,Penn,15,52
2006,0,First round,region_2,Memphis,1,94,Oral Roberts,16,78
2006,0,First round,region_2,Bucknell,9,59,Arkansas,8,55
2006,0,First round,region_2,Pitt,5,79,Kent State,12,64
2006,0,First round,region_2,Bradley,13,77,Kansas,4,73
2006,0,First round,region_2,Indiana,6,87,San Diego State,11,83
2006,0,First round,region_2,Gonzaga,3,79,Xavier,14,75
2006,0,First round,region_2,Alabama,10,90,Marquette,7,85
2006,0,First round,region_2,UCLA,2,78,Belmont,15,44
2006,0,First round,region_3,UConn,1,72,Albany (NY),16,59
2006,0,First round,region_3,Kentucky,8,69,Alabama-Birmingham,9,64
2006,0,First round,region_3,Washington,5,75,Utah State,12,61
2006,0,First round,region_3,Illinois,4,78,Air Force,13,69
2006,0,First round,region_3,George Mason,11,75,Michigan State,6,65
2006,0,First round,region_3,UNC,3,69,Murray State,14,65
2006,0,First round,region_3,Wichita State,7,86,Seton Hall,10,66
2006,0,First round,region_3,Tennessee,2,63,Winthrop,15,61
2006,1,Second round,region_0,Villanova,1,82,Arizona,8,78
2006,1,Second round,region_0,Boston College,4,69,Montana,12,56
2006,1,Second round,region_0,Florida,3,82,Milwaukee,11,60
2006,1,Second round,region_0,Georgetown,7,70,Ohio State,2,52
2006,1,Second round,region_1,Duke,1,74,George Washington,8,61
2006,1,Second round,region_1,LSU,4,58,Texas A&M,12,57
2006,1,Second round,region_1,West Virginia,6,67,Northwestern State,14,54
2006,1,Second round,region_1,Texas,2,75,North Carolina State,10,54
2006,1,Second round,region_2,Memphis,1,72,Bucknell,9,56
2006,1,Second round,region_2,Bradley,13,72,Pitt,5,66
2006,1,Second round,region_2,Gonzaga,3,90,Indiana,6,80
2006,1,Second round,region_2,UCLA,2,62,Alabama,10,59
2006,1,Second round,region_3,UConn,1,87,Kentucky,8,83
2006,1,Second round,region_3,Washington,5,67,Illinois,4,64
2006,1,Second round,region_3,George Mason,11,65,UNC,3,60
2006,1,Second round,region_3,Wichita State,7,80,Tennessee,2,73
2006,2,Sweet Sixteen,region_0,Villanova,1,60,Boston College,4,59
2006,2,Sweet Sixteen,region_0,Florida,3,57,Georgetown,7,53
2006,2,Sweet Sixteen,region_1,LSU,4,62,Duke,1,54
2006,2,Sweet Sixteen,region_1,Texas,2,74,West Virginia,6,71
2006,2,Sweet Sixteen,region_2,Memphis,1,80,Bradley,13,64
2006,2,Sweet Sixteen,region_2,UCLA,2,73,Gonzaga,3,71
2006,2,Sweet Sixteen,region_3,UConn,1,98,Washington,5,92
2006,2,Sweet Sixteen,region_3,George Mason,11,63,Wichita State,7,55
2006,3,Elite Eight,region_0,Florida,3,75,Villanova,1,62
2006,3,Elite Eight,region_1,LSU,4,70,Texas,2,60
2006,3,Elite Eight,region_2,UCLA,2,50,Memphis,1,45
2006,3,Elite Eight,region_3,George Mason,11,86,UConn,1,84
2006,4,Final Four,region_4,Florida,3,73,George Mason,11,58
2006,4,Final Four,region_4,UCLA,2,59,LSU,4,45
2006,5,Championship,region_4,Florida,3,73,UCLA,2,57
2007,0,First round,region_0,Kansas,1,107,Niagara,16,67
2007,0,First round,region_0,Kentucky,8,67,Villanova,9,58
2007,0,First round,region_0,Virginia Tech,5,54,Illinois,12,52
2007,0,First round,region_0,Southern Illinois,4,61,Holy Cross,13,51
2007,0,First round,region_0,VCU,11,79,Duke,6,77
2007,0,First round,region_0,Pitt,3,79,Wright State,14,58
2007,0,First round,region_0,Indiana,7,70,Gonzaga,10,57
2007,0,First round,region_0,UCLA,2,70,Weber State,15,42
2007,0,First round,region_1,UNC,1,86,Eastern Kentucky,16,65
2007,0,First round,region_1,Michigan State,9,61,Marquette,8,49
2007,0,First round,region_1,USC,5,77,Arkansas,12,60
2007,0,First round,region_1,Texas,4,79,New Mexico State,13,67
2007,0,First round,region_1,Vanderbilt,6,77,George Washington,11,44
2007,0,First round,region_1,Washington State,3,70,Oral Roberts,14,54
2007,0,First round,region_1,Boston College,7,84,Texas Tech,10,75
2007,0,First round,region_1,Georgetown,2,80,Belmont,15,55
2007,0,First round,region_2,Florida,1,112,Jackson State,16,69
2007,0,First round,region_2,Purdue,9,72,Arizona,8,63
2007,0,First round,region_2,Butler,5,57,Old Dominion,12,46
2007,0,First round,region_2,Maryland,4,82,Davidson,13,70
2007,0,First round,region_2,Winthrop,11,74,Notre Dame,6,64
2007,0,First round,region_2,Oregon,3,58,Miami (OH),14,56
2007,0,First round,region_2,UNLV,7,67,Georgia Tech,10,63
2007,0,First round,region_2,Wisconsin,2,76,Texas A&M-Corpus Christi,15,63
2007,0,First round,region_3,Ohio State,1,78,Central Connecticut,16,57
2007,0,First round,region_3,Xavier,9,79,BYU,8,77
2007,0,First round,region_3,Tennessee,5,121,Long Beach State,12,86
2007,0,First round,region_3,Virginia,4,84,Albany (NY),13,57
2007,0,First round,region_3,Louisville,6,78,Stanford,11,58
2007,0,First round,region_3,Texas A&M,3,68,Penn,14,52
2007,0,First round,region_3,Nevada,7,77,Creighton,10,71
2007,0,First round,region_3,Memphis,2,73,North Texas,15,58
2007,1,Second round,region_0,Kansas,1,88,Kentucky,8,76
2007,1,Second round,region_0,Southern Illinois,4,63,Virginia Tech,5,48
2007,1,Second round,region_0,Pitt,3,84,VCU,11,79
2007,1,Second round,region_0,UCLA,2,54,Indiana,7,49
2007,1,Second round,region_1,UNC,1,81,Michigan State,9,67
2007,1,Second round,region_1,USC,5,87,Texas,4,68
2007,1,Second round,region_1,Vanderbilt,6,78,Washington State,3,74
2007,1,Second round,region_1,Georgetown,2,62,Boston College,7,55
2007,1,Second round,region_2,Florida,1,74,Purdue,9,67
2007,1,Second round,region_2,Butler,5,62,Maryland,4,59
2007,1,Second round,region_2,Oregon,3,75,Winthrop,11,61
2007,1,Second round,region_2,UNLV,7,74,Wisconsin,2,68
2007,1,Second round,region_3,Ohio State,1,78,Xavier,9,71
2007,1,Second round,region_3,Tennessee,5,77,Virginia,4,74
2007,1,Second round,region_3,Texas A&M,3,72,Louisville,6,69
2007,1,Second round,region_3,Memphis,2,78,Nevada,7,62
2007,2,Sweet Sixteen,region_0,Kansas,1,61,Southern Illinois,4,58
2007,2,Sweet Sixteen,region_0,UCLA,2,64,Pitt,3,55
2007,2,Sweet Sixteen,region_1,UNC,1,74,USC,5,64
2007,2,Sweet Sixteen,region_1,Georgetown,2,66,Vanderbilt,6,65
2007,2,Sweet Sixteen,region_2,Florida,1,65,Butler,5,57
2007,2,Sweet Sixteen,region_2,Oregon,3,76,UNLV,7,72
2007,2,Sweet Sixteen,region_3,Ohio State,1,85,Tennessee,5,84
2007,2,Sweet Sixteen,region_3,Memphis,2,65,Texas A&M,3,64
2007,3,Elite Eight,region_0,UCLA,2,68,Kansas,1,55
2007,3,Elite Eight,region_1,Georgetown,2,96,UNC,1,84
2007,3,Elite Eight,region_2,Florida,1,85,Oregon,3,77
2007,3,Elite Eight,region_3,Ohio State,1,92,Memphis,2,76
2007,4,Final Four,region_4,Florida,1,76,UCLA,2,66
2007,4,Final Four,region_4,Ohio State,1,67,Georgetown,2,60
2007,5,Championship,region_4,Florida,1,84,Ohio State,1,75
2008,0,First round,region_0,UNC,1,113,Mount St. Mary's,16,74
2008,0,First round,region_0,Arkansas,9,86,Indiana,8,72
2008,0,First round,region_0,Notre Dame,5,68,George Mason,12,50
2008,0,First round,region_0,Washington State,4,71,Winthrop,13,40
2008,0,First round,region_0,Oklahoma,6,72,St. Joseph's,11,64
2008,0,First round,region_0,Louisville,3,79,Boise State,14,61
2008,0,First round,region_0,Butler,7,81,South Alabama,10,61
2008,0,First round,region_0,Tennessee,2,72,American,15,57
2008,0,First round,region_1,Kansas,1,85,Portland State,16,61
2008,0,First round,region_1,UNLV,8,71,Kent State,9,58
2008,0,First round,region_1,Villanova,12,75,Clemson,5,69
2008,0,First round,region_1,Siena,13,83,Vanderbilt,4,62
2008,0,First round,region_1,Kansas State,11,80,USC,6,67
2008,0,First round,region_1,Wisconsin,3,71,Cal State Fullerton,14,56
2008,0,First round,region_1,Davidson,10,82,Gonzaga,7,76
2008,0,First round,region_1,Georgetown,2,66,UMBC,15,47
2008,0,First round,region_2,Memphis,1,87,Texas-Arlington,16,63
2008,0,First round,region_2,Mississippi State,8,76,Oregon,9,69
2008,0,First round,region_2,Michigan State,5,72,Temple,12,61
2008,0,First round,region_2,Pitt,4,82,Oral Roberts,13,63
2008,0,First round,region_2,Marquette,6,74,Kentucky,11,66
2008,0,First round,region_2,Stanford,3,77,Cornell,14,53
2008,0,First round,region_2,Miami (FL),7,78,Saint Mary's (CA),10,64
2008,0,First round,region_2,Texas,2,74,Austin Peay,15,54
2008,0,First round,region_3,UCLA,1,70,Mississippi Valley State,16,29
2008,0,First round,region_3,Texas A&M,9,67,BYU,8,62
2008,0,First round,region_3,Western Kentucky,12,101,Drake,5,99
2008,0,First round,region_3,San Diego,13,70,UConn,4,69
2008,0,First round,region_3,Purdue,6,90,Baylor,11,79
2008,0,First round,region_3,Xavier,3,73,Georgia,14,61
2008,0,First round,region_3,West Virginia,7,75,Arizona,10,65
2008,0,First round,region_3,Duke,2,71,Belmont,15,70
2008,1,Second round,region_0,UNC,1,108,Arkansas,9,77
2008,1,Second round,region_0,Washington State,4,61,Notre Dame,5,41
2008,1,Second round,region_0,Louisville,3,78,Oklahoma,6,48
2008,1,Second round,region_0,Tennessee,2,76,Butler,7,71
2008,1,Second round,region_1,Kansas,1,75,UNLV,8,56
2008,1,Second round,region_1,Villanova,12,84,Siena,13,72
2008,1,Second round,region_1,Wisconsin,3,72,Kansas State,11,55
2008,1,Second round,region_1,Davidson,10,74,Georgetown,2,70
2008,1,Second round,region_2,Memphis,1,77,Mississippi State,8,74
2008,1,Second round,region_2,Michigan State,5,65,Pitt,4,54
2008,1,Second round,region_2,Stanford,3,82,Marquette,6,81
2008,1,Second round,region_2,Texas,2,75,Miami (FL),7,72
2008,1,Second round,region_3,UCLA,1,51,Texas A&M,9,49
2008,1,Second round,region_3,Western Kentucky,12,72,San Diego,13,63
2008,1,Second round,region_3,Xavier,3,85,Purdue,6,78
2008,1,Second round,region_3,West Virginia,7,73,Duke,2,67
2008,2,Sweet Sixteen,region_0,UNC,1,68,Washington State,4,47
2008,2,Sweet Sixteen,region_0,Louisville,3,79,Tennessee,2,60
2008,2,Sweet Sixteen,region_1,Kansas,1,72,Villanova,12,57
2008,2,Sweet Sixteen,region_1,Davidson,10,73,Wisconsin,3,56
2008,2,Sweet Sixteen,region_2,Memphis,1,92,Michigan State,5,74
2008,2,Sweet Sixteen,region_2,Texas,2,82,Stanford,3,62
2008,2,Sweet Sixteen,region_3,UCLA,1,88,Western Kentucky,12,78
2008,2,Sweet Sixteen,region_3,Xavier,3,79,West Virginia,7,75
2008,3,Elite Eight,region_0,UNC,1,83,Louisville,3,73
2008,3,Elite Eight,region_1,Kansas,1,59,Davidson,10,57
2008,3,Elite Eight,region_2,Memphis,1,85,Texas,2,67
2008,3,Elite Eight,region_3,UCLA,1,76,Xavier,3,57
2008,4,Final Four,region_4,Kansas,1,84,UNC,1,66
2008,4,Final Four,region_4,Memphis,1,78,UCLA,1,63
2008,5,Championship,region_4,Kansas,1,75,Memphis,1,68
2009,0,First round,region_0,Louisville,1,74,Morehead State,16,54
2009,0,First round,region_0,Siena,9,74,Ohio State,8,72
2009,0,First round,region_0,Arizona,12,84,Utah,5,71
2009,0,First round,region_0,Cleveland State,13,84,Wake Forest,4,69
2009,0,First round,region_0,Dayton,11,68,West Virginia,6,60
2009,0,First round,region_0,Kansas,3,84,North Dakota State,14,74
2009,0,First round,region_0,USC,10,72,Boston College,7,55
2009,0,First round,region_0,Michigan State,2,77,Robert Morris,15,62
2009,0,First round,region_1,Pitt,1,72,ETSU,16,62
2009,0,First round,region_1,Oklahoma State,8,77,Tennessee,9,75
2009,0,First round,region_1,Wisconsin,12,61,Florida State,5,59
2009,0,First round,region_1,Xavier,4,77,Portland State,13,59
2009,0,First round,region_1,UCLA,6,65,VCU,11,64
2009,0,First round,region_1,Villanova,3,80,American,14,67
2009,0,First round,region_1,Texas,7,76,Minnesota,10,62
2009,0,First round,region_1,Duke,2,86,Binghamton,15,62
2009,0,First round,region_2,UNC,1,101,Radford,16,58
2009,0,First round,region_2,LSU,8,75,Butler,9,71
2009,0,First round,region_2,Western Kentucky,12,76,Illinois,5,72
2009,0,First round,region_2,Gonzaga,4,77,Akron,13,64
2009,0,First round,region_2,Arizona State,6,66,Temple,11,57
2009,0,First round,region_2,Syracuse,3,59,Stephen F. Austin,14,44
2009,0,First round,region_2,Michigan,10,62,Clemson,7,59
2009,0,First round,region_2,Oklahoma,2,82,Morgan State,15,54
2009,0,First round,region_3,UConn,1,103,Chattanooga,16,47
2009,0,First round,region_3,Texas A&M,9,79,BYU,8,66
2009,0,First round,region_3,Purdue,5,61,Northern Iowa,12,56
2009,0,First round,region_3,Washington,4,71,Mississippi State,13,58
2009,0,First round,region_3,Marquette,6,58,Utah State,11,57
2009,0,First round,region_3,Missouri,3,78,Cornell,14,59
2009,0,First round,region_3,Maryland,10,84,University of California,7,71
2009,0,First round,region_3,Memphis,2,81,Cal State Northridge,15,70
2009,1,Second round,region_0,Louisville,1,79,Siena,9,72
2009,1,Second round,region_0,Arizona,12,71,Cleveland State,13,57
2009,1,Second round,region_0,Kansas,3,60,Dayton,11,43
2009,1,Second round,region_0,Michigan State,2,74,USC,10,69
2009,1,Second round,region_1,Pitt,1,84,Oklahoma State,8,76
2009,1,Second round,region_1,Xavier,4,60,Wisconsin,12,49
2009,1,Second round,region_1,Villanova,3,89,UCLA,6,69
2009,1,Second round,region_1,Duke,2,74,Texas,7,69
2009,1,Second round,region_2,UNC,1,84,LSU,8,70
2009,1,Second round,region_2,Gonzaga,4,83,Western Kentucky,12,81
2009,1,Second round,region_2,Syracuse,3,78,Arizona State,6,67
2009,1,Second round,region_2,Oklahoma,2,73,Michigan,10,63
2009,1,Second round,region_3,UConn,1,92,Texas A&M,9,66
2009,1,Second round,region_3,Purdue,5,76,Washington,4,74
2009,1,Second round,region_3,Missouri,3,83,Marquette,6,79
2009,1,Second round,region_3,Memphis,2,89,Maryland,10,70
2009,2,Sweet Sixteen,region_0,Louisville,1,103,Arizona,12,64
2009,2,Sweet Sixteen,region_0,Michigan State,2,67,Kansas,3,62
2009,2,Sweet Sixteen,region_1,Pitt,1,60,Xavier,4,55
2009,2,Sweet Sixteen,region_1,Villanova,3,77,Duke,2,54
2009,2,Sweet Sixteen,region_2,UNC,1,98,Gonzaga,4,77
2009,2,Sweet Sixteen,region_2,Oklahoma,2,84,Syracuse,3,71
2009,2,Sweet Sixteen,region_3,UConn,1,72,Purdue,5,60
2009,2,Sweet Sixteen,region_3,Missouri,3,102,Memphis,2,91
2009,3,Elite Eight,region_0,Michigan State,2,64,Louisville,1,52
2009,3,Elite Eight,region_1,Villanova,3,78,Pitt,1,76
2009,3,Elite Eight,region_2,UNC,1,72,Oklahoma,2,60
2009,3,Elite Eight,region_3,UConn,1,82,Missouri,3,75
2009,4,Final Four,region_4,UNC,1,83,Villanova,3,69
2009,4,Final Four,region_4,Michigan State,2,82,UConn,1,73
2009,5,Championship,region_4,UNC,1,89,Michigan State,2,72
2010,0,First round,region_0,Duke,1,73,Arkansas-Pine Bluff,16,44
2010,0,First round,region_0,University of California,8,77,Louisville,9,62
2010,0,First round,region_0,Texas A&M,5,69,Utah State,12,53
2010,0,First round,region_0,Purdue,4,72,Siena,13,64
2010,0,First round,region_0,Old Dominion,11,51,Notre Dame,6,50
2010,0,First round,region_0,Baylor,3,68,Sam Houston State,14,59
2010,0,First round,region_0,Saint Mary's (CA),10,80,Richmond,7,71
2010,0,First round,region_0,Villanova,2,73,Robert Morris,15,70
2010,0,First round,region_1,Kentucky,1,100,ETSU,16,71
2010,0,First round,region_1,Wake Forest,9,81,Texas,8,80
2010,0,First round,region_1,Cornell,12,78,Temple,5,65
2010,0,First round,region_1,Wisconsin,4,53,Wofford,13,49
2010,0,First round,region_1,Washington,11,80,Marquette,6,78
2010,0,First round,region_1,New Mexico,3,62,Montana,14,57
2010,0,First round,region_1,Missouri,10,86,Clemson,7,78
2010,0,First round,region_1,West Virginia,2,77,Morgan State,15,50
2010,0,First round,region_2,Kansas,1,90,Lehigh,16,74
2010,0,First round,region_2,Northern Iowa,9,69,UNLV,8,66
2010,0,First round,region_2,Michigan State,5,70,New Mexico State,12,67
2010,0,First round,region_2,Maryland,4,89,Houston,13,77
2010,0,First round,region_2,Tennessee,6,62,San Diego State,11,59
2010,0,First round,region_2,Ohio,14,97,Georgetown,3,83
2010,0,First round,region_2,Georgia Tech,10,64,Oklahoma State,7,59
2010,0,First round,region_2,Ohio State,2,68,UCSB,15,51
2010,0,First round,region_3,Syracuse,1,79,Vermont,16,56
2010,0,First round,region_3,Gonzaga,8,67,Florida State,9,60
2010,0,First round,region_3,Butler,5,77,UTEP,12,59
2010,0,First round,region_3,Murray State,13,66,Vanderbilt,4,65
2010,0,First round,region_3,Xavier,6,65,Minnesota,11,54
2010,0,First round,region_3,Pitt,3,89,Oakland,14,66
2010,0,First round,region_3,BYU,7,99,Florida,10,92
2010,0,First round,region_3,Kansas State,2,82,North Texas,15,62
2010,1,Second round,region_0,Duke,1,68,University of California,8,53
2010,1,Second round,region_0,Purdue,4,63,Texas A&M,5,61
2010,1,Second round,region_0,Baylor,3,76,Old Dominion,11,68
2010,1,Second round,region_0,Saint Mary's (CA),10,75,Villanova,2,68
2010,1,Second round,region_1,Kentucky,1,90,Wake Forest,9,60
2010,1,Second round,region_1,Cornell,12,87,Wisconsin,4,69
2010,1,Second round,region_1,Washington,11,82,New Mexico,3,64
2010,1,Second round,region_1,West Virginia,2,68,Missouri,10,59
2010,1,Second round,region_2,Northern Iowa,9,69,Kansas,1,67
2010,1,Second round,region_2,Michigan State,5,85,Maryland,4,83
2010,1,Second round,region_2,Tennessee,6,83,Ohio,14,68
2010,1,Second round,region_2,Ohio State,2,75,Georgia Tech,10,66
2010,1,Second round,region_3,Syracuse,1,87,Gonzaga,8,65
2010,1,Second round,region_3,Butler,5,54,Murray State,13,52
2010,1,Second round,region_3,Xavier,6,71,Pitt,3,68
2010,1,Second round,region_3,Kansas State,2,84,BYU,7,72
2010,2,Sweet Sixteen,region_0,Duke,1,70,Purdue,4,57
2010,2,Sweet Sixteen,region_0,Baylor,3,72,Saint Mary's (CA),10,49
2010,2,Sweet Sixteen,region_1,Kentucky,1,62,Cornell,12,45
2010,2,Sweet Sixteen,region_1,West Virginia,2,69,Washington,11,56
2010,2,Sweet Sixteen,region_2,Michigan State,5,59,Northern Iowa,9,52
2010,2,Sweet Sixteen,region_2,Tennessee,6,76,Ohio State,2,73
2010,2,Sweet Sixteen,region_3,Butler,5,63,Syracuse,1,59
2010,2,Sweet Sixteen,region_3,Kansas State,2,101,Xavier,6,96
2010,3,Elite Eight,region_0,Duke,1,78,Baylor,3,71
2010,3,Elite Eight,region_1,West Virginia,2,73,Kentucky,1,66
2010,3,Elite Eight,region_2,Michigan State,5,70,Tennessee,6,69
2010,3,Elite Eight,region_3,Butler,5,63,Kansas State,2,56
2010,4,Final Four,region_4,Duke,1,78,West Virginia,2,57
2010,4,Final Four,region_4,Butler,5,52,Michigan State,5,50
2010,5,Championship,region_4,Duke,1,61,Butler,5,59
2011,0,First round,region_0,Ohio State,1,75,UTSA,16,46
2011,0,First round,region_0,George Mason,8,61,Villanova,9,57
2011,0,First round,region_0,West Virginia,5,84,Clemson,12,76
2011,0,First round,region_0,Kentucky,4,59,Princeton,13,57
2011,0,First round,region_0,Marquette,11,66,Xavier,6,55
2011,0,First round,region_0,Syracuse,3,77,Indiana State,14,60
2011,0,First round,region_0,Washington,7,68,Georgia,10,65
2011,0,First round,region_0,UNC,2,102,LIU-Brooklyn,15,87
2011,0,First round,region_1,Pitt,1,74,North Carolina-Asheville,16,51
2011,0,First round,region_1,Butler,8,60,Old Dominion,9,58
2011,0,First round,region_1,Kansas State,5,73,Utah State,12,68
2011,0,First round,region_1,Wisconsin,4,72,Belmont,13,58
2011,0,First round,region_1,Gonzaga,11,86,St. John's (NY),6,71
2011,0,First round,region_1,BYU,3,74,Wofford,14,66
2011,0,First round,region_1,UCLA,7,78,Michigan State,10,76
2011,0,First round,region_1,Florida,2,79,UCSB,15,51
2011,0,First round,region_2,Kansas,1,72,Boston University,16,53
2011,0,First round,region_2,Illinois,9,73,UNLV,8,62
2011,0,First round,region_2,Richmond,12,69,Vanderbilt,5,66
2011,0,First round,region_2,Morehead State,13,62,Louisville,4,61
2011,0,First round,region_2,VCU,11,74,Georgetown,6,56
2011,0,First round,region_2,Purdue,3,65,St. Peter's,14,43
2011,0,First round,region_2,Florida State,10,57,Texas A&M,7,50
2011,0,First round,region_2,Notre Dame,2,69,Akron,15,56
2011,0,First round,region_3,Duke,1,87,Hampton,16,45
2011,0,First round,region_3,Michigan,8,75,Tennessee,9,45
2011,0,First round,region_3,Arizona,5,77,Memphis,12,75
2011,0,First round,region_3,Texas,4,85,Oakland,13,81
2011,0,First round,region_3,Cincinnati,6,78,Missouri,11,63
2011,0,First round,region_3,UConn,3,81,Bucknell,14,52
2011,0,First round,region_3,Temple,7,66,Penn State,10,64
2011,0,First round,region_3,San Diego State,2,68,Northern Colorado,15,50
2011,1,Second round,region_0,Ohio State,1,98,George Mason,8,66
2011,1,Second round,region_0,Kentucky,4,71,West Virginia,5,63
2011,1,Second round,region_0,Marquette,11,66,Syracuse,3,62
2011,1,Second round,region_0,UNC,2,86,Washington,7,83
2011,1,Second round,region_1,Butler,8,71,Pitt,1,70
2011,1,Second round,region_1,Wisconsin,4,70,Kansas State,5,65
2011,1,Second round,region_1,BYU,3,89,Gonzaga,11,67
2011,1,Second round,region_1,Florida,2,73,UCLA,7,65
2011,1,Second round,region_2,Kansas,1,73,Illinois,9,59
2011,1,Second round,region_2,Richmond,12,65,Morehead State,13,48
2011,1,Second round,region_2,VCU,11,94,Purdue,3,76
2011,1,Second round,region_2,Florida State,10,71,Notre Dame,2,57
2011,1,Second round,region_3,Duke,1,73,Michigan,8,71
2011,1,Second round,region_3,Arizona,5,70,Texas,4,69
2011,1,Second round,region_3,UConn,3,69,Cincinnati,6,58
2011,1,Second round,region_3,San Diego State,2,71,Temple,7,64
2011,2,Sweet Sixteen,region_0,Kentucky,4,62,Ohio State,1,60
2011,2,Sweet Sixteen,region_0,UNC,2,81,Marquette,11,63
2011,2,Sweet Sixteen,region_1,Butler,8,61,Wisconsin,4,54
2011,2,Sweet Sixteen,region_1,Florida,2,83,BYU,3,74
2011,2,Sweet Sixteen,region_2,Kansas,1,77,Richmond,12,57
2011,2,Sweet Sixteen,region_2,VCU,11,72,Florida State,10,71
2011,2,Sweet Sixteen,region_3,Arizona,5,93,Duke,1,77
2011,2,Sweet Sixteen,region_3,UConn,3,74,San Diego State,2,67
2011,3,Elite Eight,region_0,Kentucky,4,76,UNC,2,69
2011,3,Elite Eight,region_1,Butler,8,74,Florida,2,71
2011,3,Elite Eight,region_2,VCU,11,71,Kansas,1,61
2011,3,Elite Eight,region_3,UConn,3,65,Arizona,5,63
2011,4,Final Four,region_4,UConn,3,56,Kentucky,4,55
2011,4,Final Four,region_4,Butler,8,70,VCU,11,62
2011,5,Championship,region_4,UConn,3,53,Butler,8,41
2012,0,First round,region_0,UNC,1,77,Vermont,16,58
