year,round_number,round,region,winner_name,winner_seed,winner_points,not_winner_name,not_winner_seed,not_winner_points
1998,0,First round,region_3,Cincinnati,2,65,Northern Arizona,15,62
1998,1,Second round,region_0,UNC,1,93,Charlotte,8,83
1998,1,Second round,region_0,Michigan State,4,63,Princeton,5,56
1998,1,Second round,region_0,Washington,11,81,Richmond,14,66
1998,1,Second round,region_0,UConn,2,78,Indiana,7,68
1998,1,Second round,region_1,Rhode Island,8,80,Kansas,1,75
1998,1,Second round,region_1,Valparaiso,13,83,Florida State,12,77
1998,1,Second round,region_1,Stanford,3,83,Western Michigan,11,65
1998,1,Second round,region_1,Purdue,2,80,Detroit,10,65
1998,1,Second round,region_2,Duke,1,79,Oklahoma State,8,73
1998,1,Second round,region_2,Syracuse,5,56,New Mexico,4,46
1998,1,Second round,region_2,UCLA,6,85,Michigan,3,82
1998,1,Second round,region_2,Kentucky,2,88,Saint Louis,10,61
1998,1,Second round,region_3,Arizona,1,82,Illinois State,9,49
1998,1,Second round,region_3,Maryland,4,67,Illinois,5,61
1998,1,Second round,region_3,Utah,3,75,Arkansas,6,69
1998,1,Second round,region_3,West Virginia,10,75,Cincinnati,2,74
1998,2,Sweet Sixteen,region_0,UNC,1,73,Michigan State,4,58
1998,2,Sweet Sixteen,region_0,UConn,2,75,Washington,11,74
1998,2,Sweet Sixteen,region_1,Rhode Island,8,74,Valparaiso,13,68
1998,2,Sweet Sixteen,region_1,Stanford,3,67,Purdue,2,59
1998,2,Sweet Sixteen,region_2,Duke,1,80,Syracuse,5,67
1998,2,Sweet Sixteen,region_2,Kentucky,2,94,UCLA,6,68
1998,2,Sweet Sixteen,region_3,Arizona,1,87,Maryland,4,79
1998,2,Sweet Sixteen,region_3,Utah,3,65,West Virginia,10,62
1998,3,Elite Eight,region_0,UNC,1,75,UConn,2,64
1998,3,Elite Eight,region_1,Stanford,3,79,Rhode Island,8,77
1998,3,Elite Eight,region_2,Kentucky,2,86,Duke,1,84
1998,3,Elite Eight,region_3,Utah,3,76,Arizona,1,51
1998,4,Final Four,region_4,Kentucky,2,86,Stanford,3,85
1998,4,Final Four,region_4,Utah,3,65,UNC,1,59
1998,5,Championship,region_4,Kentucky,2,78,Utah,3,69
1999,0,First round,region_0,Duke,1,99,Florida A&M,16,58
1999,0,First round,region_0,Tulsa,9,62,College of Charleston,8,53
1999,0,First round,region_0,Missouri State,12,43,Wisconsin,5,32
1999,0,First round,region_0,Tennessee,4,62,Delaware,13,52
1999,0,First round,region_0,Temple,6,61,Kent State,11,54
1999,0,First round,region_0,Cincinnati,3,72,George Mason,14,48
1999,0,First round,region_0,Purdue,10,58,Texas,7,54
1999,0,First round,region_0,Miami (FL),2,75,Lafayette,15,54
1999,0,First round,region_1,Michigan State,1,76,Mount St. Mary's,16,53
1999,0,First round,region_1,Ole Miss,9,72,Villanova,8,70
1999,0,First round,region_1,Charlotte,5,81,Rhode Island,12,70
1999,0,First round,region_1,Oklahoma,13,61,Arizona,4,60
1999,0,First round,region_1,Kansas,6,95,Evansville,11,74
1999,0,First round,region_1,Kentucky,3,82,New Mexico State,14,60
1999,0,First round,region_1,Miami (OH),10,59,Washington,7,58
1999,0,First round,region_1,Utah,2,80,Arkansas State,15,58
1999,0,First round,region_2,Auburn,1,80,Winthrop,16,41
1999,0,First round,region_2,Oklahoma State,9,69,Syracuse,8,61
1999,0,First round,region_2,Detroit,12,56,UCLA,5,53
1999,0,First round,region_2,Ohio State,4,72,Murray State,13,58
1999,0,First round,region_2,Indiana,6,108,George Washington,11,88
1999,0,First round,region_2,St. John's (NY),3,69,Samford,14,43
1999,0,First round,region_2,Creighton,10,62,Louisville,7,58
1999,0,First round,region_2,Maryland,2,82,Valparaiso,15,60
1999,0,First round,region_3,UConn,1,91,UTSA,16,66
1999,0,First round,region_3,New Mexico,9,61,Missouri,8,59
1999,0,First round,region_3,Iowa,5,77,Alabama-Birmingham,12,64
1999,0,First round,region_3,Arkansas,4,94,Siena,13,80
1999,0,First round,region_3,Florida,6,75,Penn,11,61
1999,0,First round,region_3,Weber State,14,76,UNC,3,74
1999,0,First round,region_3,Gonzaga,10,75,Minnesota,7,63
1999,0,First round,region_3,Stanford,2,69,Alcorn State,15,57
1999,1,Second round,region_0,Duke,1,97,Tulsa,9,56
1999,1,Second round,region_0,Missouri State,12,81,Tennessee,4,51
1999,1,Second round,region_0,Temple,6,64,Cincinnati,3,54
1999,1,Second round,region_0,Purdue,10,73,Miami (FL),2,63
1999,1,Second round,region_1,Michigan State,1,74,Ole Miss,9,66
1999,1,Second round,region_1,Oklahoma,13,85,Charlotte,5,72
1999,1,Second round,region_1,Kentucky,3,92,Kansas,6,88
1999,1,Second round,region_1,Miami (OH),10,66,Utah,2,58
1999,1,Second round,region_2,Auburn,1,81,Oklahoma State,9,74
1999,1,Second round,region_2,Ohio State,4,75,Detroit,12,44
1999,1,Second round,region_2,St. John's (NY),3,86,Indiana,6,61
1999,1,Second round,region_2,Maryland,2,75,Creighton,10,63
1999,1,Second round,region_3,UConn,1,78,New Mexico,9,56
1999,1,Second round,region_3,Iowa,5,82,Arkansas,4,72
1999,1,Second round,region_3,Florida,6,82,Weber State,14,74
1999,1,Second round,region_3,Gonzaga,10,82,Stanford,2,74
1999,2,Sweet Sixteen,region_0,Duke,1,78,Missouri State,12,61
1999,2,Sweet Sixteen,region_0,Temple,6,77,Purdue,10,55
1999,2,Sweet Sixteen,region_1,Michigan State,1,54,Oklahoma,13,46
1999,2,Sweet Sixteen,region_1,Kentucky,3,58,Miami (OH),10,43
1999,2,Sweet Sixteen,region_2,Ohio State,4,72,Auburn,1,64
1999,2,Sweet Sixteen,region_2,St. John's (NY),3,76,Maryland,2,62
1999,2,Sweet Sixteen,region_3,UConn,1,78,Iowa,5,68
1999,2,Sweet Sixteen,region_3,Gonzaga,10,73,Florida,6,72
1999,3,Elite Eight,region_0,Duke,1,85,Temple,6,64
1999,3,Elite Eight,region_1,Michigan State,1,73,Kentucky,3,66
1999,3,Elite Eight,region_2,Ohio State,4,77,St. John's (NY),3,74
1999,3,Elite Eight,region_3,UConn,1,67,Gonzaga,10,62
1999,4,Final Four,region_4,UConn,1,64,Ohio State,4,58
1999,4,Final Four,region_4,Duke,1,68,Michigan State,1,62
1999,5,Championship,region_4,UConn,1,77,Duke,1,74
2000,0,First round,region_0,Duke,1,82,Lamar,16,55
2000,0,First round,region_0,Kansas,8,81,DePaul,9,77
2000,0,First round,region_0,Florida,5,69,Butler,12,68
2000,0,First round,region_0,Illinois,4,68,Penn,13,58
2000,0,First round,region_0,Pepperdine,11,77,Indiana,6,57
2000,0,First round,region_0,Oklahoma State,3,86,Hofstra,14,66
2000,0,First round,region_0,Seton Hall,10,72,Oregon,7,71
2000,0,First round,region_0,Temple,2,73,Lafayette,15,47
2000,0,First round,region_1,Michigan State,1,65,Valparaiso,16,38
2000,0,First round,region_1,Utah,8,48,Saint Louis,9,45
2000,0,First round,region_1,Kentucky,5,85,St. Bonaventure,12,80
2000,0,First round,region_1,Syracuse,4,79,Samford,13,65
2000,0,First round,region_1,UCLA,6,65,Ball State,11,57
2000,0,First round,region_1,Maryland,3,74,Iona,14,59
2000,0,First round,region_1,Auburn,7,72,Creighton,10,69
2000,0,First round,region_1,Iowa State,2,88,Central Connecticut,15,78
2000,0,First round,region_2,Stanford,1,84,South Carolina State,16,65
2000,0,First round,region_2,UNC,8,84,Missouri,9,70
2000,0,First round,region_2,UConn,5,75,Utah State,12,67
2000,0,First round,region_2,Tennessee,4,63,Louisiana-Lafayette,13,58
2000,0,First round,region_2,Miami (FL),6,75,Arkansas,11,71
2000,0,First round,region_2,Ohio State,3,87,Appalachian State,14,61
2000,0,First round,region_2,Tulsa,7,89,UNLV,10,62
2000,0,First round,region_2,Cincinnati,2,64,North Carolina-Wilmington,15,47
2000,0,First round,region_3,Arizona,1,71,Jackson State,16,47
2000,0,First round,region_3,Wisconsin,8,66,Fresno State,9,56
2000,0,First round,region_3,Texas,5,77,Indiana State,12,61
2000,0,First round,region_3,LSU,4,64,Southeast Missouri State,13,61
2000,0,First round,region_3,Purdue,6,62,Dayton,11,61
2000,0,First round,region_3,Oklahoma,3,74,Winthrop,14,50
2000,0,First round,region_3,Gonzaga,10,77,Louisville,7,66
2000,0,First round,region_3,St. John's (NY),2,61,Northern Arizona,15,56
2000,1,Second round,region_0,Duke,1,69,Kansas,8,64
2000,1,Second round,region_0,Florida,5,93,Illinois,4,76
2000,1,Second round,region_0,Oklahoma State,3,75,Pepperdine,11,67
2000,1,Second round,region_0,Seton Hall,10,67,Temple,2,65
2000,1,Second round,region_1,Michigan State,1,73,Utah,8,61
2000,1,Second round,region_1,Syracuse,4,52,Kentucky,5,50
2000,1,Second round,region_1,UCLA,6,105,Maryland,3,70
2000,1,Second round,region_1,Iowa State,2,79,Auburn,7,60
2000,1,Second round,region_2,UNC,8,60,Stanford,1,53
2000,1,Second round,region_2,Tennessee,4,65,UConn,5,51
2000,1,Second round,region_2,Miami (FL),6,75,Ohio State,3,62
2000,1,Second round,region_2,Tulsa,7,69,Cincinnati,2,61
2000,1,Second round,region_3,Wisconsin,8,66,Arizona,1,59
2000,1,Second round,region_3,LSU,4,72,Texas,5,67
2000,1,Second round,region_3,Purdue,6,66,Oklahoma,3,62
2000,1,Second round,region_3,Gonzaga,10,82,St. John's (NY),2,76
2000,2,Sweet Sixteen,region_0,Florida,5,87,Duke,1,78
2000,2,Sweet Sixteen,region_0,Oklahoma State,3,68,Seton Hall,10,66
2000,2,Sweet Sixteen,region_1,Michigan State,1,75,Syracuse,4,58
2000,2,Sweet Sixteen,region_1,Iowa State,2,80,UCLA,6,56
2000,2,Sweet Sixteen,region_2,UNC,8,74,Tennessee,4,69
2000,2,Sweet Sixteen,region_2,Tulsa,7,80,Miami (FL),6,71
2000,2,Sweet Sixteen,region_3,Wisconsin,8,61,LSU,4,48
2000,2,Sweet Sixteen,region_3,Purdue,6,75,Gonzaga,10,66
2000,3,Elite Eight,region_0,Florida,5,77,Oklahoma State,3,65
2000,3,Elite Eight,region_1,Michigan State,1,75,Iowa State,2,64
2000,3,Elite Eight,region_2,UNC,8,59,Tulsa,7,55
2000,3,Elite Eight,region_3,Wisconsin,8,64,Purdue,6,60
2000,4,Final Four,region_4,Michigan State,1,53,Wisconsin,8,41
2000,4,Final Four,region_4,Florida,5,71,UNC,8,59
2000,5,Championship,region_4,Michigan State,1,89,Florida,5,76
2001,0,First round,region_0,Illinois,1,96,Northwestern State,16,54
2001,0,First round,region_0,Charlotte,9,70,Tennessee,8,63
2001,0,First round,region_0,Syracuse,5,79,Hawaii,12,69
2001,0,First round,region_0,Kansas,4,99,Cal State Northridge,13,75
2001,0,First round,region_0,Notre Dame,6,83,Xavier,11,71
2001,0,First round,region_0,Ole Miss,3,72,Iona,14,70
2001,0,First round,region_0,Butler,10,79,Wake Forest,7,63
2001,0,First round,region_0,Arizona,2,101,Eastern Illinois,15,76
2001,0,First round,region_1,Duke,1,95,Monmouth,16,52
2001,0,First round,region_1,Missouri,9,70,Georgia,8,68
2001,0,First round,region_1,Utah State,12,77,Ohio State,5,68
2001,0,First round,region_1,UCLA,4,61,Hofstra,13,48
2001,0,First round,region_1,USC,6,69,Oklahoma State,11,54
2001,0,First round,region_1,Boston College,3,68,Southern Utah,14,65
2001,0,First round,region_1,Iowa,7,69,Creighton,10,56
2001,0,First round,region_1,Kentucky,2,72,Holy Cross,15,68
2001,0,First round,region_2,Michigan State,1,69,Alabama State,16,35
2001,0,First round,region_2,Fresno State,9,82,University of California,8,70
2001,0,First round,region_2,Gonzaga,12,86,Virginia,5,85
2001,0,First round,region_2,Indiana State,13,70,Oklahoma,4,68
2001,0,First round,region_2,Temple,11,79,Texas,6,65
2001,0,First round,region_2,Florida,3,69,Western Kentucky,14,56
2001,0,First round,region_2,Penn State,7,69,Providence,10,59
2001,0,First round,region_2,UNC,2,70,Princeton,15,48
2001,0,First round,region_3,Stanford,1,89,North Carolina-Greensboro,16,60
2001,0,First round,region_3,St. Joseph's,9,66,Georgia Tech,8,62
2001,0,First round,region_3,Cincinnati,5,84,BYU,12,59
2001,0,First round,region_3,Kent State,13,77,Indiana,4,73
2001,0,First round,region_3,Georgia State,11,50,Wisconsin,6,49
2001,0,First round,region_3,Maryland,3,83,George Mason,14,80
2001,0,First round,region_3,Georgetown,10,63,Arkansas,7,61
2001,0,First round,region_3,Hampton,15,58,Iowa State,2,57
2001,1,Second round,region_0,Illinois,1,79,Charlotte,9,61
2001,1,Second round,region_0,Kansas,4,87,Syracuse,5,58
2001,1,Second round,region_0,Ole Miss,3,59,Notre Dame,6,56
2001,1,Second round,region_0,Arizona,2,73,Butler,10,52
2001,1,Second round,region_1,Duke,1,94,Missouri,9,81
2001,1,Second round,region_1,UCLA,4,75,Utah State,12,50
2001,1,Second round,region_1,USC,6,74,Boston College,3,71
2001,1,Second round,region_1,Kentucky,2,92,Iowa,7,79
2001,1,Second round,region_2,Michigan State,1,81,Fresno State,9,65
2001,1,Second round,region_2,Gonzaga,12,85,Indiana State,13,68
2001,1,Second round,region_2,Temple,11,75,Florida,3,54
2001,1,Second round,region_2,Penn State,7,82,UNC,2,74
2001,1,Second round,region_3,Stanford,1,90,St. Joseph's,9,83
2001,1,Second round,region_3,Cincinnati,5,66,Kent State,13,43
2001,1,Second round,region_3,Maryland,3,79,Georgia State,11,60
2001,1,Second round,region_3,Georgetown,10,76,Hampton,15,57
2001,2,Sweet Sixteen,region_0,Illinois,1,80,Kansas,4,64
2001,2,Sweet Sixteen,region_0,Arizona,2,66,Ole Miss,3,56
2001,2,Sweet Sixteen,region_1,Duke,1,76,UCLA,4,63
2001,2,Sweet Sixteen,region_1,USC,6,80,Kentucky,2,76
2001,2,Sweet Sixteen,region_2,Michigan State,1,77,Gonzaga,12,62
2001,2,Sweet Sixteen,region_2,Temple,11,84,Penn State,7,72
2001,2,Sweet Sixteen,region_3,Stanford,1,78,Cincinnati,5,65
2001,2,Sweet Sixteen,region_3,Maryland,3,76,Georgetown,10,66
2001,3,Elite Eight,region_0,Arizona,2,87,Illinois,1,81
2001,3,Elite Eight,region_1,Duke,1,79,USC,6,69
2001,3,Elite Eight,region_2,Michigan State,1,69,Temple,11,62
2001,3,Elite Eight,region_3,Maryland,3,87,Stanford,1,73
2001,4,Final Four,region_4,Duke,1,95,Maryland,3,84
2001,4,Final Four,region_4,Arizona,2,80,Michigan State,1,61
2001,5,Championship,region_4,Duke,1,82,Arizona,2,72
2002,0,First round,region_0,Maryland,1,85,Siena,16,70
2002,0,First round,region_0,Wisconsin,8,80,St. John's (NY),9,70
2002,0,First round,region_0,Tulsa,12,71,Marquette,5,69
2002,0,First round,region_0,Kentucky,4,83,Valparaiso,13,68
2002,0,First round,region_0,Southern Illinois,11,76,Texas Tech,6,68
2002,0,First round,region_0,Georgia,3,85,Murray State,14,68
2002,0,First round,region_0,North Carolina State,7,69,Michigan State,10,58
2002,0,First round,region_0,UConn,2,78,Hampton,15,67
2002,0,First round,region_1,Kansas,1,70,Holy Cross,16,59
2002,0,First round,region_1,Stanford,8,84,Western Kentucky,9,68
2002,0,First round,region_1,Creighton,12,83,Florida,5,82
2002,0,First round,region_1,Illinois,4,93,San Diego State,13,64
2002,0,First round,region_1,Texas,6,70,Boston College,11,57
2002,0,First round,region_1,Mississippi State,3,70,McNeese State,14,58
2002,0,First round,region_1,Wake Forest,7,83,Pepperdine,10,74
2002,0,First round,region_1,Oregon,2,81,Montana,15,62
2002,0,First round,region_2,Duke,1,84,Winthrop,16,37
2002,0,First round,region_2,Notre Dame,8,82,Charlotte,9,63
2002,0,First round,region_2,Indiana,5,75,Utah,12,56
2002,0,First round,region_2,North Carolina-Wilmington,13,93,USC,4,89
2002,0,First round,region_2,University of California,6,82,Penn,11,75
2002,0,First round,region_2,Pitt,3,71,Central Connecticut,14,54
2002,0,First round,region_2,Kent State,10,69,Oklahoma State,7,61
2002,0,First round,region_2,Alabama,2,86,Florida Atlantic,15,78
2002,0,First round,region_3,Cincinnati,1,90,Boston University,16,52
2002,0,First round,region_3,UCLA,8,80,Ole Miss,9,58
2002,0,First round,region_3,Missouri,12,93,Miami (FL),5,80
2002,0,First round,region_3,Ohio State,4,69,Davidson,13,64
2002,0,First round,region_3,Wyoming,11,73,Gonzaga,6,66
2002,0,First round,region_3,Arizona,3,86,UCSB,14,81
2002,0,First round,region_3,Xavier,7,70,Hawaii,10,58
2002,0,First round,region_3,Oklahoma,2,71,UIC,15,63
2002,1,Second round,region_0,Maryland,1,87,Wisconsin,8,57
2002,1,Second round,region_0,Kentucky,4,87,Tulsa,12,82
2002,1,Second round,region_0,Southern Illinois,11,77,Georgia,3,75
2002,1,Second round,region_0,UConn,2,77,North Carolina State,7,74
2002,1,Second round,region_1,Kansas,1,86,Stanford,8,63
2002,1,Second round,region_1,Illinois,4,72,Creighton,12,60
2002,1,Second round,region_1,Texas,6,68,Mississippi State,3,64
2002,1,Second round,region_1,Oregon,2,92,Wake Forest,7,87
2002,1,Second round,region_2,Duke,1,84,Notre Dame,8,77
2002,1,Second round,region_2,Indiana,5,76,North Carolina-Wilmington,13,67
2002,1,Second round,region_2,Pitt,3,63,University of California,6,50
2002,1,Second round,region_2,Kent State,10,71,Alabama,2,58
2002,1,Second round,region_3,UCLA,8,105,Cincinnati,1,101
2002,1,Second round,region_3,Missouri,12,83,Ohio State,4,67
2002,1,Second round,region_3,Arizona,3,68,Wyoming,11,60
2002,1,Second round,region_3,Oklahoma,2,78,Xavier,7,65
2002,2,Sweet Sixteen,region_0,Maryland,1,78,Kentucky,4,68
2002,2,Sweet Sixteen,region_0,UConn,2,71,Southern Illinois,11,59
2002,2,Sweet Sixteen,region_1,Kansas,1,73,Illinois,4,69
2002,2,Sweet Sixteen,region_1,Oregon,2,72,Texas,6,70
2002,2,Sweet Sixteen,region_2,Indiana,5,74,Duke,1,73
2002,2,Sweet Sixteen,region_2,Kent State,10,78,Pitt,3,73
2002,2,Sweet Sixteen,region_3,Missouri,12,82,UCLA,8,73
2002,2,Sweet Sixteen,region_3,Oklahoma,2,88,Arizona,3,67
2002,3,Elite Eight,region_0,Maryland,1,90,UConn,2,82
2002,3,Elite Eight,region_1,Kansas,1,104,Oregon,2,86
2002,3,Elite Eight,region_2,Indiana,5,81,Kent State,10,69
2002,3,Elite Eight,region_3,Oklahoma,2,81,Missouri,12,75
2002,4,Final Four,region_4,Maryland,1,97,Kansas,1,88
2002,4,Final Four,region_4,Indiana,5,73,Oklahoma,2,64
2002,5,Championship,region_4,Maryland,1,64,Indiana,5,52
2003,0,First round,region_0,Texas,1,82,North Carolina-Asheville,16,61
2003,0,First round,region_0,Purdue,9,80,LSU,8,56
2003,0,First round,region_0,UConn,5,58,BYU,12,53
2003,0,First round,region_0,Stanford,4,77,San Diego,13,69
2003,0,First round,region_0,Maryland,6,75,North Carolina-Wilmington,11,73
2003,0,First round,region_0,Xavier,3,71,Troy,14,59
2003,0,First round,region_0,Michigan State,7,79,Colorado,10,64
2003,0,First round,region_0,Florida,2,85,Sam Houston State,15,55
2003,0,First round,region_1,Oklahoma,1,71,South Carolina State,16,54
2003,0,First round,region_1,University of California,8,76,North Carolina State,9,74
2003,0,First round,region_1,Butler,12,47,Mississippi State,5,46
2003,0,First round,region_1,Louisville,4,86,Austin Peay,13,64
2003,0,First round,region_1,Oklahoma State,6,77,Penn,11,63
2003,0,First round,region_1,Syracuse,3,76,Manhattan,14,65
2003,0,First round,region_1,Auburn,10,65,St. Joseph's,7,63
2003,0,First round,region_1,Wake Forest,2,76,ETSU,15,73
2003,0,First round,region_2,Kentucky,1,95,IUPUI,16,64
2003,0,First round,region_2,Utah,9,60,Oregon,8,58
2003,0,First round,region_2,Wisconsin,5,81,Weber State,12,74
2003,0,First round,region_2,Tulsa,13,84,Dayton,4,71
2003,0,First round,region_2,Missouri,6,72,Southern Illinois,11,71
2003,0,First round,region_2,Marquette,3,72,Holy Cross,14,68
2003,0,First round,region_2,Indiana,7,67,Alabama,10,62
2003,0,First round,region_2,Pitt,2,87,Wagner,15,61
2003,0,First round,region_3,Arizona,1,80,Vermont,16,51
2003,0,First round,region_3,Gonzaga,9,74,Cincinnati,8,69
2003,0,First round,region_3,Notre Dame,5,70,Milwaukee,12,69
2003,0,First round,region_3,Illinois,4,65,Western Kentucky,13,60
2003,0,First round,region_3,Central Michigan,11,79,Creighton,6,73
2003,0,First round,region_3,Duke,3,67,Colorado State,14,57
2003,0,First round,region_3,Arizona State,10,84,Memphis,7,71
2003,0,First round,region_3,Kansas,2,64,Utah State,15,61
2003,1,Second round,region_0,Texas,1,77,Purdue,9,67
2003,1,Second round,region_0,UConn,5,85,Stanford,4,74
2003,1,Second round,region_0,Maryland,6,77,Xavier,3,64
2003,1,Second round,region_0,Michigan State,7,68,Florida,2,46
2003,1,Second round,region_1,Oklahoma,1,74,University of California,8,65
2003,1,Second round,region_1,Butler,12,79,Louisville,4,71
2003,1,Second round,region_1,Syracuse,3,68,Oklahoma State,6,56
2003,1,Second round,region_1,Auburn,10,68,Wake Forest,2,62
2003,1,Second round,region_2,Kentucky,1,74,Utah,9,54
2003,1,Second round,region_2,Wisconsin,5,61,Tulsa,13,60
2003,1,Second round,region_2,Marquette,3,101,Missouri,6,92
2003,1,Second round,region_2,Pitt,2,74,Indiana,7,52
2003,1,Second round,region_3,Arizona,1,96,Gonzaga,9,95
2003,1,Second round,region_3,Notre Dame,5,68,Illinois,4,60
2003,1,Second round,region_3,Duke,3,86,Central Michigan,11,60
2003,1,Second round,region_3,Kansas,2,108,Arizona State,10,76
2003,2,Sweet Sixteen,region_0,Texas,1,82,UConn,5,78
2003,2,Sweet Sixteen,region_0,Michigan State,7,60,Maryland,6,58
2003,2,Sweet Sixteen,region_1,Oklahoma,1,65,Butler,12,54
2003,2,Sweet Sixteen,region_1,Syracuse,3,79,Auburn,10,78
2003,2,Sweet Sixteen,region_2,Kentucky,1,63,Wisconsin,5,57
2003,2,Sweet Sixteen,region_2,Marquette,3,77,Pitt,2,74
2003,2,Sweet Sixteen,region_3,Arizona,1,88,Notre Dame,5,71
2003,2,Sweet Sixteen,region_3,Kansas,2,69,Duke,3,65
2003,3,Elite Eight,region_0,Texas,1,85,Michigan State,7,76
2003,3,Elite Eight,region_1,Syracuse,3,63,Oklahoma,1,47
2003,3,Elite Eight,region_2,Marquette,3,83,Kentucky,1,69
2003,3,Elite Eight,region_3,Kansas,2,78,Arizona,1,75
2003,4,Final Four,region_4,Syracuse,3,95,Texas,1,84
2003,4,Final Four,region_4,Kansas,2,94,Marquette,3,61
2003,5,Championship,region_4,Syracuse,3,81,Kansas,2,78
2004,0,First round,region_0,Kentucky,1,96,Florida A&M,16,76
2004,0,First round,region_0,Alabama-Birmingham,9,102,Washington,8,100
2004,0,First round,region_0,Pacific,12,66,Providence,5,58
2004,0,First round,region_0,Kansas,4,78,UIC,13,53
2004,0,First round,region_0,Boston College,6,58,Utah,11,51
2004,0,First round,region_0,Georgia Tech,3,65,Northern Iowa,14,60
2004,0,First round,region_0,Nevada,10,72,Michigan State,7,66
2004,0,First round,region_0,Gonzaga,2,76,Valparaiso,15,49
2004,0,First round,region_1,Duke,1,96,Alabama State,16,61
2004,0,First round,region_1,Seton Hall,8,80,Arizona,9,76
2004,0,First round,region_1,Illinois,5,72,Murray State,12,53
2004,0,First round,region_1,Cincinnati,4,80,ETSU,13,77
2004,0,First round,region_1,UNC,6,63,Air Force,11,52
2004,0,First round,region_1,Texas,3,66,Princeton,14,49
2004,0,First round,region_1,Xavier,7,80,Louisville,10,70
2004,0,First round,region_1,Mississippi State,2,85,Monmouth,15,52
2004,0,First round,region_2,St. Joseph's,1,82,Liberty,16,63
2004,0,First round,region_2,Texas Tech,8,76,Charlotte,9,73
2004,0,First round,region_2,Manhattan,12,75,Florida,5,60
2004,0,First round,region_2,Wake Forest,4,79,VCU,13,78
2004,0,First round,region_2,Wisconsin,6,76,Richmond,11,64
2004,0,First round,region_2,Pitt,3,53,UCF,14,44
2004,0,First round,region_2,Memphis,7,59,South Carolina,10,43
2004,0,First round,region_2,Oklahoma State,2,75,Eastern Washington,15,56
2004,0,First round,region_3,Stanford,1,71,UTSA,16,45
2004,0,First round,region_3,Alabama,8,65,Southern Illinois,9,64
2004,0,First round,region_3,Syracuse,5,80,BYU,12,75
2004,0,First round,region_3,Maryland,4,86,UTEP,13,83
2004,0,First round,region_3,Vanderbilt,6,71,Western Michigan,11,58
2004,0,First round,region_3,North Carolina State,3,61,Louisiana-Lafayette,14,52
2004,0,First round,region_3,DePaul,7,76,Dayton,10,69
2004,0,First round,region_3,UConn,2,70,Vermont,15,53
2004,1,Second round,region_0,Alabama-Birmingham,9,76,Kentucky,1,75
2004,1,Second round,region_0,Kansas,4,78,Pacific,12,63
2004,1,Second round,region_0,Georgia Tech,3,57,Boston College,6,54
2004,1,Second round,region_0,Nevada,10,91,Gonzaga,2,72
2004,1,Second round,region_1,Duke,1,90,Seton Hall,8,62
2004,1,Second round,region_1,Illinois,5,92,Cincinnati,4,68
2004,1,Second round,region_1,Texas,3,78,UNC,6,75
2004,1,Second round,region_1,Xavier,7,89,Mississippi State,2,74
2004,1,Second round,region_2,St. Joseph's,1,70,Texas Tech,8,65
2004,1,Second round,region_2,Wake Forest,4,84,Manhattan,12,80
2004,1,Second round,region_2,Pitt,3,59,Wisconsin,6,55
2004,1,Second round,region_2,Oklahoma State,2,70,Memphis,7,53
2004,1,Second round,region_3,Alabama,8,70,Stanford,1,67
2004,1,Second round,region_3,Syracuse,5,72,Maryland,4,70
2004,1,Second round,region_3,Vanderbilt,6,75,North Carolina State,3,73
2004,1,Second round,region_3,UConn,2,72,DePaul,7,55
2004,2,Sweet Sixteen,region_0,Kansas,4,100,Alabama-Birmingham,9,74
2004,2,Sweet Sixteen,region_0,Georgia Tech,3,72,Nevada,10,67
2004,2,Sweet Sixteen,region_1,Duke,1,72,Illinois,5,62
2004,2,Sweet Sixteen,region_1,Xavier,7,79,Texas,3,71
2004,2,Sweet Sixteen,region_2,St. Joseph's,1,84,Wake Forest,4,80
2004,2,Sweet Sixteen,region_2,Oklahoma State,2,63,Pitt,3,51
2004,2,Sweet Sixteen,region_3,Alabama,8,80,Syracuse,5,71
2004,2,Sweet Sixteen,region_3,UConn,2,73,Vanderbilt,6,53
2004,3,Elite Eight,region_0,Georgia Tech,3,79,Kansas,4,71
2004,3,Elite Eight,region_1,Duke,1,66,Xavier,7,63
2004,3,Elite Eight,region_2,Oklahoma State,2,64,St. Joseph's,1,62
2004,3,Elite Eight,region_3,UConn,2,87,Alabama,8,71
2004,4,Final Four,region_4,UConn,2,79,Duke,1,78
2004,4,Final Four,region_4,Georgia Tech,3,67,Oklahoma State,2,65
2004,5,Championship,region_4,UConn,2,82,Georgia Tech,3,73
2005,0,First round,region_0,UNC,1,96,Oakland,16,68
2005,0,First round,region_0,Iowa State,9,64,Minnesota,8,53
2005,0,First round,region_0,Villanova,5,55,New Mexico,12,47
2005,0,First round,region_0,Florida,4,67,Ohio,13,62
2005,0,First round,region_0,Wisconsin,6,57,Northern Iowa,11,52
2005,0,First round,region_0,Bucknell,14,64,Kansas,3,63
2005,0,First round,region_0,North Carolina State,10,75,Charlotte,7,63
2005,0,First round,region_0,UConn,2,77,UCF,15,71
2005,0,First round,region_1,Washington,1,88,Montana,16,77
2005,0,First round,region_1,Pacific,8,79,Pitt,9,71
2005,0,First round,region_1,Georgia Tech,5,80,George Washington,12,68
2005,0,First round,region_1,Louisville,4,68,Louisiana-Lafayette,13,62
2005,0,First round,region_1,Texas Tech,6,78,UCLA,11,66
2005,0,First round,region_1,Gonzaga,3,74,Winthrop,14,64
