name,team,year,season,rank,age,games,starts,reg_minutes,fg,fga,fg_percent,three_made,three_attempts,three_pct,two_made,two_attemtps,two_pct,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,off_rating,def_rating,efficiency_rating,adj_fg_pct,three_rate,ft_rate,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usage,win_share,win_share_per_48,war
Glen Rice,Los Angeles Lakers,2e3,Regular,2,32,80,80,2530,8.6,19.9,0.43,1.7,4.7,0.367,6.8,15.3,0.449,7,8,0.874,1.1,5.5,6.6,3.6,1,0.2,2.3,3.6,25.9,113,102,16.2,0.551,0.234,0.404,2.4,11.3,6.9,11.1,1,0.3,9,22,9,0.17,4.050000000000001
Kobe Bryant,Los Angeles Lakers,2e3,Regular,3,21,66,62,2524,11.3,24.1,0.468,0.9,2.9,0.319,10.3,21.2,0.489,6.7,8.2,0.821,2.2,6.3,8.5,6.6,2.2,1.3,3.7,4.5,30.3,110,98,21.7,0.546,0.122,0.341,4.6,12.9,8.8,22.4,2.2,1.7,11.8,26.8,10.6,0.202,12.690000000000001
Ron Harper,Los Angeles Lakers,2e3,Regular,4,36,80,78,2042,5.3,13.4,0.399,0.8,2.7,0.311,4.5,10.7,0.421,2.5,3.7,0.68,2.4,6.1,8.5,6.8,2.1,1,3.3,4.1,14,98,98,12,0.468,0.2,0.277,5.1,12.5,8.8,19.2,2.1,1.3,18.1,15.6,4,0.093,3.78
A.C. Green,Los Angeles Lakers,2e3,Regular,5,36,82,82,1929,4.6,10.3,0.447,0,0.1,0.25,4.6,10.2,0.449,1.8,2.5,0.695,4.3,8.7,13,2.1,1.4,0.5,1.4,3.4,11,108,99,11.2,0.482,0.01,0.245,9,17.9,13.5,5.9,1.4,0.7,11,11,5,0.124,2.43
Derek Fisher,Los Angeles Lakers,2e3,Regular,6,25,78,22,1803,4.8,13.8,0.346,1.5,4.7,0.313,3.3,9,0.363,3,4.1,0.724,0.6,3.5,4.1,6.2,2.3,0.1,2.1,4.3,14,99,101,9.6,0.449,0.344,0.3,1.3,7.1,4.2,17.1,2.3,0.1,12.1,15.1,3.1,0.083,0.54
Robert Horry,Los Angeles Lakers,2e3,Regular,7,29,76,0,1685,4.9,11.1,0.438,0.9,2.9,0.309,4,8.2,0.483,2.7,3.4,0.788,4.1,7,11,3.6,2.6,2.4,2.2,5.8,13.3,111,95,14.3,0.528,0.259,0.311,8.6,14.3,11.5,10,2.6,3.3,15,12.7,5.7,0.161,7.0200000000000005
Rick Fox,Los Angeles Lakers,2e3,Regular,8,30,82,1,1473,7.2,17.4,0.414,2.1,6.3,0.326,5.1,11.1,0.464,2.2,2.7,0.808,2.2,4.7,6.9,4.8,1.8,0.9,3,7.1,18.6,101,100,11.7,0.502,0.363,0.157,4.6,9.7,7.2,14.4,1.8,1.2,14,18.5,3.2,0.104,1.89
Brian Shaw,Los Angeles Lakers,2e3,Regular,9,33,74,2,1249,5.1,13.3,0.382,0.7,2.4,0.31,4.3,10.9,0.398,1.7,2.2,0.759,1.9,7,8.9,8.3,1.4,0.6,3.1,4.3,12.6,97,100,10.9,0.441,0.18,0.168,3.9,14.5,9.3,23.2,1.4,0.8,17.8,14.8,2.1,0.082,0.27
Travis Knight,Los Angeles Lakers,2e3,Regular,10,25,63,0,410,5.8,14.8,0.39,0,0,NA,5.8,14.8,0.39,2.1,3.5,0.607,5.8,10.4,16.2,2.9,0.8,2.9,3.3,11,13.7,91,96,9.5,0.418,0,0.237,12.2,21.4,16.9,8.3,0.8,3.9,16.6,16.7,0.6,0.074,-0.27
Devean George,Los Angeles Lakers,2e3,Regular,11,22,49,1,345,8.3,21.5,0.389,2.4,7,0.34,6,14.5,0.412,4,6.1,0.659,4.3,6.9,11.2,1.8,1.5,0.6,3.1,8,23.1,98,99,12.1,0.478,0.326,0.285,9.1,14.1,11.6,5.5,1.5,0.8,11.5,23.3,0.7,0.093,-0.54
John Salley,Los Angeles Lakers,2e3,Regular,12,35,45,3,303,4.2,11.7,0.362,0,0,NA,4.2,11.7,0.362,3.6,4.8,0.75,3.4,7.6,11,4.4,1.4,2.4,3.1,11.4,12,94,97,8.3,0.437,0,0.406,7.2,15.7,11.5,12.1,1.4,3.2,18.1,14.4,0.5,0.083,0
John Celestand,Los Angeles Lakers,2e3,Regular,13,22,16,0,185,4.2,12.5,0.333,0.6,2.5,0.222,3.6,10,0.361,1.4,1.7,0.833,0.3,2.8,3.1,5.6,1.9,0,4.4,6.1,10.3,74,102,2.7,0.388,0.2,0.133,0.6,5.7,3.2,15.2,1.9,0,25.1,15.1,-0.1,-0.038,-0.81
Tyronn Lue,Los Angeles Lakers,2e3,Regular,14,22,8,0,146,6.7,13.7,0.487,1.4,2.8,0.5,5.3,10.9,0.484,2.1,2.8,0.75,0.7,3.5,4.2,6,1.1,0,3.2,6,16.9,106,103,10.5,0.564,0.205,0.205,1.5,7.2,4.4,17.6,1.1,0,17.5,15.5,0.3,0.103,0
Sam Jacobson,Los Angeles Lakers,2e3,Regular,15,24,3,0,18,14.3,25.7,0.556,0,0,NA,14.3,25.7,0.556,0,5.7,0,0,2.9,2.9,5.7,2.9,0,5.7,2.9,28.6,86,100,14.1,0.506,0,0.222,0,5.9,3,21.6,2.9,0,16.8,29,0,-0.006,0
Shaquille O'Neal,Los Angeles Lakers,2001,Regular,1,28,74,74,2924,14.5,25.4,0.572,0,0,0,14.5,25.4,0.573,8.9,17.4,0.513,5.2,11.6,16.8,5,0.8,3.7,3.9,4.6,38,114,101,30.2,0.574,0.001,0.684,11.3,24.8,18.1,18.8,0.8,4.9,10.5,31.6,14.9,0.245,18.36
Kobe Bryant,Los Angeles Lakers,2001,Regular,2,22,68,68,2783,13.2,28.4,0.464,1.1,3.8,0.305,12,24.6,0.489,8.9,10.5,0.853,2,5.5,7.5,6.4,2.1,0.8,4.1,4.2,36.4,112,105,24.5,0.552,0.132,0.369,4.3,11.8,8.1,23,2.1,1.1,11.1,31.8,11.3,0.196,11.880000000000003
Horace Grant,Los Angeles Lakers,2001,Regular,3,35,77,77,2390,5.8,12.5,0.462,0,0.1,0,5.8,12.4,0.465,2.9,3.7,0.775,4.8,7.1,11.9,2.6,1.1,1.3,1.1,4,14.4,119,106,14.3,0.511,0.005,0.297,10.5,15.2,12.9,7.5,1.1,1.8,6.9,12.9,6.5,0.13,4.86
Rick Fox,Los Angeles Lakers,2001,Regular,4,31,82,77,2291,6.6,14.8,0.444,2.7,6.9,0.393,3.9,7.9,0.488,2.2,2.8,0.779,1.8,5.6,7.4,6,1.6,0.7,3.1,5.1,18,110,106,13.8,0.562,0.464,0.189,4,11.9,8,17.4,1.6,0.9,16.3,16.3,5.1,0.107,4.86
Brian Shaw,Los Angeles Lakers,2001,Regular,5,34,80,28,1833,4.7,11.7,0.399,1.2,3.9,0.311,3.5,7.9,0.442,1.5,1.8,0.797,1.4,7.3,8.7,7.4,1.4,0.8,2.8,4.5,12,102,105,10.9,0.479,0.328,0.156,3,15.6,9.4,20.4,1.4,1,18.1,13.1,2.5,0.067,0.81
Robert Horry,Los Angeles Lakers,2001,Regular,6,30,79,1,1587,4.8,12.5,0.387,1.8,5.1,0.346,3.1,7.4,0.415,1.9,2.7,0.711,3.1,6.7,9.8,4.2,1.8,1.8,2.6,6.9,13.4,103,104,11,0.489,0.411,0.218,6.7,14.3,10.5,11.7,1.8,2.4,15.9,14,2.6,0.078,2.43
Isaiah Rider,Los Angeles Lakers,2001,Regular,7,29,67,6,1206,8.7,20.5,0.426,1.5,4,0.37,7.2,16.5,0.439,3.1,3.6,0.855,1.9,4.9,6.8,4.8,1.2,0.3,4.3,4.6,22,97,108,11.8,0.499,0.195,0.176,4.2,10.4,7.3,15,1.2,0.4,16.2,22.5,0.8,0.033,-1.89
Ron Harper,Los Angeles Lakers,2001,Regular,8,37,47,46,1139,5.8,12.4,0.469,0.9,3.3,0.264,5,9.1,0.543,1.6,2.2,0.708,2.1,5.5,7.6,5.2,1.8,1.1,2.8,3.2,14.1,104,105,12.5,0.525,0.266,0.177,4.6,11.8,8.2,14.8,1.8,1.5,17.5,13.9,1.8,0.077,1.35
Mike Penberthy,Los Angeles Lakers,2001,Regular,9,26,53,0,851,5.7,13.6,0.414,3.4,8.5,0.396,2.3,5.1,0.446,1.7,1.9,0.903,0.6,3.3,3.9,4.4,1.4,0.1,2.1,3.5,16.4,113,109,11.2,0.567,0.626,0.14,1.3,7,4.2,12.4,1.4,0.2,12.6,14.2,1.6,0.088,0
Derek Fisher,Los Angeles Lakers,2001,Regular,10,26,20,20,709,5.7,13.8,0.412,1.8,4.6,0.397,3.8,9.2,0.419,3.7,4.6,0.806,0.4,4,4.4,6.4,2.9,0.1,2.1,3.7,16.9,113,105,14,0.534,0.337,0.332,0.8,8.5,4.7,18.3,2.9,0.2,11.9,15.4,1.8,0.119,1.35
Mark Madsen,Los Angeles Lakers,2001,Regular,11,25,70,3,641,4.5,9.2,0.487,0.1,0.1,1,4.4,9.1,0.482,2.1,3,0.703,6,6.4,12.4,2,0.7,0.7,2.2,9.1,11.2,112,107,9.2,0.53,0.009,0.327,13.2,13.6,13.4,5.4,0.7,0.9,17.3,10.9,1.1,0.085,-0.27
Devean George,Los Angeles Lakers,2001,Regular,12,23,59,1,593,5.6,18.3,0.309,1.3,6,0.221,4.3,12.3,0.353,3.4,4.9,0.709,3.1,6.6,9.7,1.7,1.3,1.3,3,7.7,16.1,85,105,6.2,0.394,0.329,0.266,6.7,14.1,10.5,4.8,1.3,1.8,12.8,20,-0.3,-0.023,-2.16
Tyronn Lue,Los Angeles Lakers,2001,Regular,13,23,38,1,468,5.6,13.1,0.427,1.2,3.8,0.324,4.4,9.3,0.47,2.1,2.7,0.792,0.6,3,3.6,5,2.1,0,3,6,14.5,99,108,8.7,0.51,0.291,0.205,1.2,6.4,3.9,14.3,2.1,0,17.5,14.8,0.4,0.042,-0.81
Greg Foster,Los Angeles Lakers,2001,Regular,14,32,62,8,451,6.5,15.4,0.421,0.3,1,0.333,6.1,14.4,0.427,1.2,1.6,0.714,3.4,9.6,13,3.7,1,1.4,2.9,8.8,14.5,94,104,9.5,0.449,0.068,0.105,7.3,20.6,14,10.8,1,1.9,15.2,16.3,0.4,0.044,-0.81
Stanislav Medvedenko,Los Angeles Lakers,2001,Regular,15,21,7,0,39,16.1,33.5,0.48,1.3,1.3,1,14.8,32.2,0.458,9.4,16.1,0.583,1.3,10.7,12.1,2.7,1.3,1.3,4,12.1,42.9,102,102,21.8,0.528,0.04,0.48,2.9,22.9,13,10.8,1.3,1.8,9,38.2,0.1,0.126,0
Kobe Bryant,Los Angeles Lakers,2002,Regular,1,23,80,80,3063,12.7,27.2,0.469,0.6,2.2,0.25,12.2,24.9,0.489,8.3,10,0.829,1.9,5.6,7.5,7.5,2,0.6,3.8,3.9,34.4,112,103,23.2,0.544,0.083,0.369,4.1,11.7,7.9,25.9,2,0.8,10.7,30.4,12.7,0.199,13.5
Shaquille O'Neal,Los Angeles Lakers,2002,Regular,2,29,67,66,2422,15.3,26.4,0.579,0,0,0,15.3,26.4,0.58,8.6,15.4,0.555,5.1,10.3,15.4,4.3,0.9,2.9,3.7,4.3,39.2,116,99,29.7,0.59,0.001,0.583,10.8,21.6,16.3,16.4,0.9,4.1,10,31.8,13.2,0.262,14.850000000000001
Rick Fox,Los Angeles Lakers,2002,Regular,3,32,82,82,2289,5.8,13.8,0.421,1.5,4.7,0.313,4.3,9,0.479,1.6,1.9,0.824,2,6.8,8.9,6.4,1.5,0.5,3,5.6,14.7,103,103,11.3,0.502,0.344,0.14,4.4,14.3,9.4,18.1,1.5,0.7,17,15.2,4.3,0.091,4.050000000000001
Robert Horry,Los Angeles Lakers,2002,Regular,4,31,81,23,2140,4.5,11.2,0.398,1.9,4.9,0.374,2.6,6.3,0.416,2.6,3.4,0.783,3.2,8.5,11.7,5.7,1.9,2.2,2.1,5.1,13.4,114,99,14.5,0.528,0.441,0.3,6.8,17.8,12.3,15.3,1.9,3,14.5,12.8,6.9,0.154,8.91
Derek Fisher,Los Angeles Lakers,2002,Regular,5,27,70,35,1974,7.2,17.6,0.411,3.8,9.2,0.413,3.4,8.4,0.41,2.5,2.9,0.847,0.4,3.5,3.9,4.8,1.7,0.2,1.6,3.2,20.8,114,105,14,0.55,0.524,0.167,0.8,7.2,4.1,13.9,1.7,0.3,8,17.6,5.5,0.134,3.78
Devean George,Los Angeles Lakers,2002,Regular,6,24,82,1,1759,6.4,15.5,0.411,2,5.3,0.371,4.4,10.2,0.432,2.5,3.7,0.675,2.3,6.7,9,3.3,2.1,1.2,2,5.6,17.2,105,101,12.6,0.502,0.34,0.241,4.9,14,9.5,9.4,2.1,1.7,10.2,16.4,4.2,0.113,3.24
Samaki Walker,Los Angeles Lakers,2002,Regular,7,25,69,63,1655,5.9,11.5,0.512,0,0,NA,5.9,11.5,0.512,2.7,4.1,0.667,4.1,11.1,15.1,2,0.9,2.8,1.7,5.4,14.5,114,99,14.5,0.545,0,0.353,8.7,23.2,16,5.7,0.9,3.8,11.2,12.9,5.3,0.153,2.9700000000000006
Lindsey Hunter,Los Angeles Lakers,2002,Regular,8,31,82,47,1616,6,15.8,0.382,2.5,6.7,0.38,3.5,9.1,0.383,0.6,1.3,0.5,0.6,3.3,3.9,4.2,2.1,0.6,1.8,3.9,15.3,98,104,9.4,0.466,0.424,0.082,1.2,7,4.1,11.7,2.1,0.8,9.8,15.6,2,0.059,0
Stanislav Medvedenko,Los Angeles Lakers,2002,Regular,9,22,71,6,729,10.4,21.7,0.477,0,0.3,0,10.4,21.4,0.483,2.9,4.4,0.661,6.1,5.2,11.3,3.1,2.1,0.8,3,8.5,23.7,104,103,15.6,0.5,0.013,0.204,13,10.9,12,9.9,2.1,1.1,11.3,23,1.8,0.118,0.54
Mitch Richmond,Los Angeles Lakers,2002,Regular,10,36,64,2,709,7.4,18.2,0.405,1.3,4.6,0.29,6,13.6,0.443,3.1,3.2,0.955,1,5.9,6.9,4.2,1.3,0.4,2.9,4.5,19.1,98,104,10.7,0.488,0.251,0.178,2.2,12.3,7.3,12.3,1.3,0.6,13.1,19.4,0.9,0.062,-1.08
Mark Madsen,Los Angeles Lakers,2002,Regular,11,26,59,5,650,5.3,11.7,0.452,0,0.2,0,5.3,11.5,0.458,2.8,4.3,0.648,7.1,5.9,13,3.5,1.3,1,1.8,8.3,13.4,116,104,12.7,0.492,0.014,0.37,15.3,12.3,13.7,9.7,1.3,1.4,11.5,13.2,1.9,0.142,1.08
Brian Shaw,Los Angeles Lakers,2002,Regular,12,35,58,0,631,5,14.3,0.353,2.4,7.3,0.33,2.6,7,0.376,1.5,2.1,0.692,1.6,7.7,9.3,7.4,2.1,0.2,2.6,3.6,14,101,102,11.8,0.458,0.509,0.15,3.4,16.1,9.8,20.2,2.1,0.3,14.8,15.4,1.2,0.089,0.54
Jelani McCoy,Los Angeles Lakers,2002,Regular,13,24,21,0,104,6,10.5,0.571,0,0,NA,6,10.5,0.571,1,4,0.25,4,8.5,12.5,3.5,0,2.5,4,7,13,94,103,9.5,0.53,0,0.381,8.6,17.8,13.3,9.9,0,3.4,24.6,14,0.1,0.05,0
Joe Crispin,Los Angeles Lakers,2002,Regular,14,22,6,0,27,5.8,23.2,0.25,0,7.7,0,5.8,15.4,0.375,7.7,9.7,0.8,0,1.9,1.9,3.9,1.9,0,1.9,3.9,19.3,81,106,5,0.352,0.333,0.417,0,4,2,10.8,1.9,0,6.6,25.2,0,-0.066,-0.27
Mike Penberthy,Los Angeles Lakers,2002,Regular,15,27,3,0,12,4.3,8.7,0.5,0,0,NA,4.3,8.7,0.5,13,17.4,0.75,0,8.7,8.7,8.7,8.7,0,0,0,21.7,156,87,31.3,0.665,0,2,0,18.2,9.2,23.4,8.7,0,0,14.1,0.1,0.42,0
Pau Gasol,Los Angeles Lakers,2009,Regular,1,28,81,81,2999,10,17.7,0.567,0,0,0.5,10,17.7,0.567,5.8,7.5,0.781,4.4,8.8,13.2,4.8,0.9,1.4,2.7,2.9,25.9,126,105,22.2,0.617,0.002,0.42,10,19.3,14.7,14.8,0.9,2.1,11.3,20.4,13.9,0.223,14.31
Kobe Bryant,Los Angeles Lakers,2009,Regular,2,30,82,82,2960,13.8,29.4,0.467,2,5.8,0.351,11.7,23.7,0.496,8.3,9.7,0.856,1.5,5.8,7.4,6.9,2.1,0.6,3.6,3.3,37.8,115,106,24.4,0.561,0.196,0.329,3.5,12.8,8.2,23.8,2.1,1,9.7,32.2,12.7,0.206,13.230000000000002
Derek Fisher,Los Angeles Lakers,2009,Regular,3,34,82,82,2441,6.1,14.3,0.424,2.5,6.3,0.397,3.6,8,0.446,2.3,2.7,0.846,0.5,3.4,3.9,5.4,2,0.1,1.5,3.9,17,117,108,12.1,0.546,0.439,0.189,1.2,7.4,4.4,14.9,2,0.2,8.8,14.7,6.3,0.123,4.32
Lamar Odom,Los Angeles Lakers,2009,Regular,4,29,78,32,2316,7.6,15.5,0.492,0.7,2.3,0.32,6.9,13.2,0.522,3.5,5.6,0.623,3.9,10.1,14,4.5,1.7,2.2,3,5.2,19.5,110,102,16.6,0.542,0.147,0.366,8.7,22.2,15.5,12.8,1.7,3.3,14.5,18.1,6.9,0.143,7.83
Trevor Ariza,Los Angeles Lakers,2009,Regular,5,23,82,20,1999,7,15.2,0.46,1.6,4.9,0.319,5.4,10.3,0.526,3.1,4.3,0.71,2.8,6.1,9,3.7,3.5,0.6,2.2,4.2,18.6,112,102,15.5,0.544,0.32,0.284,6.4,13.5,10,10.4,3.5,0.9,11.5,16.6,6.1,0.146,7.0200000000000005
Andrew Bynum,Los Angeles Lakers,2009,Regular,6,21,50,50,1446,9.9,17.7,0.56,0,0,NA,9.9,17.7,0.56,5.4,7.6,0.707,4.8,9.2,14,2.5,0.6,3.2,3,5.5,25.1,118,104,20,0.598,0,0.428,10.8,20.1,15.6,7.7,0.6,4.8,12.5,20.7,5.5,0.184,3.78
Sasha Vujacic,Los Angeles Lakers,2009,Regular,7,24,80,0,1293,6.1,15.8,0.387,3.2,8.8,0.363,2.9,7,0.416,2.8,3,0.921,0.7,4.6,5.3,4.4,3,0.3,1.4,6.1,18.1,115,104,12.6,0.531,0.556,0.19,1.7,10,5.9,12.2,3,0.4,7.5,16,3.7,0.138,2.43
Jordan Farmar,Los Angeles Lakers,2009,Regular,8,22,65,0,1192,6.9,17.6,0.391,2.1,6.2,0.336,4.8,11.4,0.421,1.9,3.3,0.584,0.9,4.1,5,6.6,2.4,0.4,3.7,4.5,17.8,95,106,9.9,0.466,0.354,0.187,2.1,8.9,5.5,18.6,2.4,0.6,16.3,19.6,0.8,0.034,-0.81
Luke Walton,Los Angeles Lakers,2009,Regular,9,28,65,34,1166,5.8,13.4,0.436,0.7,2.5,0.298,5.1,10.9,0.468,1.8,2.5,0.719,2.4,5.5,7.9,7.7,1.4,0.4,3,4.6,14.2,106,107,11.3,0.491,0.186,0.186,5.4,12,8.7,21.1,1.4,0.7,17.2,15.1,2,0.083,0.54
Vladimir Radmanovic,Los Angeles Lakers,2009,Regular,10,28,46,28,771,6.3,14.1,0.444,4,9,0.441,2.3,5.1,0.449,1.5,1.8,0.852,1.2,6.5,7.7,2.5,1.8,0.5,3.1,3.4,18,107,106,11.6,0.604,0.636,0.126,2.7,14.3,8.6,6.9,1.8,0.7,17.2,15.6,1.6,0.098,0.81
Josh Powell,Los Angeles Lakers,2009,Regular,11,26,60,1,703,7.7,17.3,0.444,0,0,NA,7.7,17.3,0.444,2.8,3.6,0.76,5.1,7.6,12.7,2,0.7,1.2,3.7,7.1,18.1,97,106,9.9,0.479,0,0.209,11.6,16.7,14.1,5.6,0.7,1.9,16.3,19.5,0.6,0.043,-1.62
Didier Ilunga-Mbenga,Los Angeles Lakers,2009,Regular,12,28,23,0,181,7.6,16,0.474,0,0.3,0,7.6,15.7,0.482,2,2.2,0.875,2.5,6.2,8.7,2.5,2.8,6.7,3.7,9.3,17.2,95,97,13.9,0.504,0.018,0.14,5.7,13.6,9.7,7.2,2.8,10.2,17.7,17.8,0.3,0.091,0.27
Shannon Brown,Los Angeles Lakers,2009,Regular,13,23,18,0,136,8.2,15.7,0.524,2.2,3.4,0.667,6,12.4,0.485,3,3.4,0.889,1.1,6.4,7.5,3.7,1.5,0.7,3.4,3.4,21.7,114,106,15,0.631,0.214,0.214,2.5,13.9,8.3,10.9,1.5,1.1,16.4,17.8,0.4,0.131,0
Chris Mihm,Los Angeles Lakers,2009,Regular,14,29,18,0,105,7.3,19.4,0.375,0,0,NA,7.3,19.4,0.375,2.9,3.4,0.857,7.3,9.2,16.5,4.8,0.5,2.9,4.8,11.1,17.5,92,104,10,0.418,0,0.175,16.4,20.2,18.3,13.7,0.5,4.4,18.8,22.2,0.1,0.026,0
Adam Morrison,Los Angeles Lakers,2009,Regular,15,24,8,0,44,4.6,13.9,0.333,1.2,4.6,0.25,3.5,9.3,0.375,1.2,2.3,0.5,2.3,6.9,9.3,3.5,0,0,3.5,4.6,11.6,81,110,2.9,0.388,0.333,0.167,5.2,15.2,10.3,9.2,0,0,18.9,15.9,0,-0.045,-0.27
Sun Yue,Los Angeles Lakers,2009,Regular,16,23,10,0,28,5.5,20,0.273,0,10.9,0,5.5,9.1,0.6,0,0,NA,0,0,0,3.6,1.8,1.8,5.5,18.2,10.9,53,108,-8.6,0.273,0.545,0,0,0,0,9.8,1.8,2.8,21.4,22,-0.1,-0.226,-0.27
Kobe Bryant,Los Angeles Lakers,2010,Regular,1,31,73,73,2835,13.1,28.6,0.456,1.8,5.5,0.329,11.3,23.1,0.487,8,9.9,0.811,1.4,5.7,7.1,6.7,2.1,0.4,4.3,3.4,35.9,109,104,21.9,0.545,0.192,0.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,9.4,0.16,10.8
Metta World Peace,Los Angeles Lakers,2010,Regular,2,30,77,77,2605,6.1,14.7,0.414,2.1,5.9,0.355,4,8.8,0.453,2.5,3.7,0.688,2,4.6,6.6,4.6,2.1,0.4,2.4,3.3,16.8,106,105,12.1,0.514,0.4,0.251,4.3,9.9,7.1,13.3,2.1,0.6,12.8,16.2,5.3,0.098,6.21
Lamar Odom,Los Angeles Lakers,2010,Regular,3,30,82,38,2585,6.8,14.8,0.463,1.2,3.6,0.319,5.7,11.1,0.51,2.8,4,0.693,3.7,12.4,16,5.3,1.5,1.2,3,4.5,17.6,109,100,15.9,0.533,0.246,0.273,8,26.5,17.3,15.6,1.5,1.7,15.3,17,7.7,0.143,8.91
Pau Gasol,Los Angeles Lakers,2010,Regular,4,29,65,65,2403,9.7,18.2,0.536,0,0.1,0,9.7,18.1,0.539,6.2,7.8,0.79,5.2,10.6,15.8,4.7,0.8,2.4,3.1,3.3,25.6,120,102,22.9,0.593,0.006,0.429,11.4,22.7,17.1,15,0.8,3.5,12.5,21.4,11,0.22,12.15
Derek Fisher,Los Angeles Lakers,2010,Regular,5,35,82,82,2227,4.9,13,0.38,1.8,5.2,0.348,3.1,7.8,0.401,2.6,3.1,0.856,0.6,3.4,3.9,4.7,2.1,0.2,1.8,4.7,14.3,105,106,9.3,0.499,0.401,0.237,1.3,7.2,4.3,12.9,2.1,0.3,11.2,14,3.9,0.085,1.89
Andrew Bynum,Los Angeles Lakers,2010,Regular,6,22,65,65,1977,10.3,18,0.57,0,0,0,10.3,18,0.571,5,6.8,0.739,4.6,9.5,14.2,1.8,0.9,2.5,3,5,25.6,117,102,20.2,0.608,0.001,0.379,10.1,20.4,15.3,5.8,0.9,3.6,12.5,20.8,7.8,0.188,4.59
Shannon Brown,Los Angeles Lakers,2010,Regular,7,24,82,7,1700,7.7,18,0.427,1.9,5.8,0.328,5.8,12.3,0.474,3,3.7,0.818,0.9,4.7,5.6,3.3,1.7,0.9,2,3.9,20.3,105,105,12.4,0.517,0.319,0.204,2,10,6,9.9,1.7,1.4,9.4,18.8,3.4,0.096,0.81
Jordan Farmar,Los Angeles Lakers,2010,Regular,8,23,82,0,1474,7.9,18.1,0.435,3,8,0.376,4.8,10,0.483,2,3,0.671,0.5,4.1,4.6,4.5,1.8,0.4,2.5,3.8,20.7,105,106,12.3,0.535,0.445,0.165,1.1,8.8,5,13.4,1.8,0.6,11.5,19,2.8,0.093,0.54
Josh Powell,Los Angeles Lakers,2010,Regular,9,27,63,0,581,6.3,17.3,0.366,0.6,1.4,0.438,5.7,15.8,0.36,1.8,2.8,0.645,3.9,6.4,10.3,3.1,0.8,0.5,2.9,6.3,15,89,106,6.7,0.407,0.082,0.16,8.5,13.7,11.2,9,0.8,0.8,13.7,18.6,0,0.001,-1.62
Sasha Vujacic,Los Angeles Lakers,2010,Regular,10,25,67,1,575,5.9,14.8,0.402,2.2,7.3,0.309,3.7,7.5,0.494,2.5,3,0.848,2.2,4.9,7.1,3.7,1.8,0.4,1.5,6,16.6,112,105,11.4,0.518,0.494,0.201,4.9,10.4,7.7,10.5,1.8,0.5,8.7,15.2,1.4,0.12,0.54
Didier Ilunga-Mbenga,Los Angeles Lakers,2010,Regular,11,29,49,2,355,7,15,0.466,0,0,NA,7,15,0.466,1.3,2.8,0.474,4.7,8,12.7,1.2,0.7,4.2,2.2,7.9,15.3,99,101,11.6,0.471,0,0.184,10.2,17.2,13.7,3.4,0.7,6.2,11.9,16,0.6,0.084,-0.27
Luke Walton,Los Angeles Lakers,2010,Regular,12,29,29,0,272,5.7,16,0.357,1.3,3.2,0.412,4.4,12.7,0.343,0.4,0.8,0.5,2.3,4.9,7.2,7.6,1.9,0.2,2.3,3.6,13.1,96,105,9.7,0.402,0.202,0.048,5,10.6,7.8,21.5,1.9,0.3,12.3,16.1,0.3,0.047,-0.27
Adam Morrison,Los Angeles Lakers,2010,Regular,13,25,31,0,241,6.9,18.2,0.376,1.1,4.5,0.238,5.8,13.7,0.422,1.1,1.7,0.625,2.1,4.7,6.9,3.9,0.6,0.4,2.1,3.6,15.9,92,108,7.4,0.418,0.247,0.094,4.7,10.1,7.4,11.3,0.6,0.6,10.2,18.3,0,0.009,-0.81
Norm Nixon,Los Angeles Lakers,1980,Regular,1,24,82,NA,3226,8.9,17.3,0.516,0,0.1,0.125,8.9,17.2,0.519,2.8,3.6,0.779,0.7,2.5,3.3,9.2,2.1,0.2,4.1,3.4,20.7,107,107,14.9,0.548,0.007,0.209,1.9,5.5,3.9,25.3,2.1,0.2,17.9,20,6.7,0.1,2.43
Kareem Abdul-Jabbar,Los Angeles Lakers,1980,Regular,2,32,82,NA,3143,12.3,20.3,0.604,0,0,0,12.3,20.3,0.604,5.3,7,0.765,2.8,10.2,13,5.4,1.2,4.1,4.4,3.2,29.8,118,100,25.3,0.639,0.001,0.344,7.2,22.2,15.4,16.5,1.2,4.6,15.7,24.1,14.8,0.227,18.36
Jamaal Wilkes,Los Angeles Lakers,1980,Regular,3,26,82,NA,3111,10.8,20.1,0.535,0,0.3,0.176,10.7,19.9,0.539,2.8,3.5,0.808,2.6,5.2,7.8,3.7,1.9,0.4,2.3,3.3,24.4,115,105,17.6,0.563,0.013,0.172,6.8,11.2,9.2,10.8,1.9,0.5,9.7,20.8,10,0.154,8.370000000000001
Magic Johnson,Los Angeles Lakers,1980,Regular,4,20,77,NA,2795,8.3,15.7,0.53,0.1,0.5,0.226,8.2,15.1,0.54,6.2,7.6,0.81,2.7,7.1,9.8,9.3,3.1,0.7,5,3.6,22.9,113,101,20.6,0.602,0.033,0.487,7.1,15.4,11.6,25.2,3.1,0.8,20.9,20.9,10.5,0.18,14.31
