"","precinct","county","democrat","republican","other","office","active","inactive","total","dem.two.way","turnout","hod_contested"
"3520","106 - ONE HUNDRED SIX","RICHMOND CITY",298,1006,2,"House of Delegates",1999,56,2055,22.8527607361963,65.3326663331666,1
"3521","106 - POCAHONTAS","TAZEWELL COUNTY",23,71,0,"House of Delegates",337,51,388,24.468085106383,27.893175074184,1
"3522","106 - RESERVOIR","NEWPORT NEWS CITY",1272,402,31,"House of Delegates",4699,581,5280,75.9856630824373,36.2843158118749,1
"3523","106 - RUGBY","GRAYSON COUNTY",0,123,1,"House of Delegates",308,13,321,0,40.2597402597403,0
"3524","106 - SECOND PRESBYTERIAN","NORFOLK CITY",1011,0,193,"House of Delegates",2778,567,3345,100,43.3405327573794,0
"3525","106 - TENTH LEGION","ROCKINGHAM COUNTY",0,382,13,"House of Delegates",985,42,1027,0,40.1015228426396,0
"3526","106 - TUNSTALL","PITTSYLVANIA COUNTY",0,501,17,"House of Delegates",1318,72,1390,0,39.3019726858877,0
"3527","106 - WESTGATE","PRINCE WILLIAM COUNTY",580,214,2,"House of Delegates",2412,265,2677,73.0478589420655,33.0016583747927,1
"3528","107 - AMONATE","TAZEWELL COUNTY",12,36,0,"House of Delegates",140,18,158,25,34.2857142857143,1
"3529","107 - BENNETT SPRINGS","ROANOKE COUNTY",129,361,0,"House of Delegates",965,51,1016,26.3265306122449,50.7772020725389,1
"3530","107 - CHICKAHOMINY","HANOVER COUNTY",404,578,3,"House of Delegates",1630,42,1672,41.1405295315682,60.4294478527607,1
"3531","107 - LINDSAY","HAMPTON CITY",1134,0,17,"House of Delegates",2402,194,2596,100,47.9184013322231,0
"3532","107 - LITTLE RIVER","LOUDOUN COUNTY",626,586,3,"House of Delegates",2642,127,2769,51.6501650165017,45.9878879636639,1
"3533","107 - MARSTELLER","PRINCE WILLIAM COUNTY",1073,878,3,"House of Delegates",4220,221,4441,54.9974372116863,46.303317535545,1
"3534","107 - MT VERNON RECREATION CENTER","ALEXANDRIA CITY",2053,0,114,"House of Delegates",4037,426,4463,100,53.6784741144414,0
"3535","107 - PLAINS","ROCKINGHAM COUNTY",0,462,19,"House of Delegates",1084,30,1114,0,44.3726937269373,0
"3536","107 - RICHNECK","NEWPORT NEWS CITY",1087,590,2,"House of Delegates",3601,407,4008,64.8181276088253,46.6259372396556,1
"3537","107 - TROUTDALE","GRAYSON COUNTY",0,80,1,"House of Delegates",196,10,206,0,41.3265306122449,0
"3538","107 - WELLS","CHESTERFIELD COUNTY",707,739,1,"House of Delegates",3086,204,3290,48.8934993084371,46.8891769280622,1
"3539","108 - COMERS ROCK","GRAYSON COUNTY",0,120,4,"House of Delegates",272,12,284,0,45.5882352941176,0
"3540","108 - ECOFF","CHESTERFIELD COUNTY",749,1405,2,"House of Delegates",4504,228,4732,34.7725162488394,47.8685612788632,1
"3541","108 - GEORGE WASHINGTON MIDDLE SCH","ALEXANDRIA CITY",2043,0,81,"House of Delegates",3946,394,4340,100,53.8266599087684,0
"3542","108 - HUNGARY CREEK","HENRICO COUNTY",1084,1111,3,"House of Delegates",3910,150,4060,49.3849658314351,56.2148337595908,1
"3543","108 - KINGS PARK","FAIRFAX COUNTY",946,0,112,"House of Delegates",2341,135,2476,100,45.1943613840239,0
"3544","108 - LEE HALL","NEWPORT NEWS CITY",949,262,9,"House of Delegates",3183,494,3677,78.3649876135425,38.3286207979893,1
"3545","108 - LITTLE NORTH MOUNTAIN","ROCKINGHAM COUNTY",81,280,1,"House of Delegates",778,40,818,22.4376731301939,46.5295629820051,1
"3546","108 - MERCER","LOUDOUN COUNTY",686,434,2,"House of Delegates",2553,154,2707,61.25,43.9482961222092,1
"3547","108 - THOMAS","HAMPTON CITY",1377,0,25,"House of Delegates",3697,459,4156,100,37.9226399783608,0
"3548","108 - VICTORY","PRINCE WILLIAM COUNTY",1047,778,5,"House of Delegates",3992,247,4239,57.3698630136986,45.8416833667335,1
"3549","108 - WEST BLAIRS","PITTSYLVANIA COUNTY",0,265,8,"House of Delegates",783,33,816,0,34.8659003831418,0
"3550","108 - WILDWOOD","ROANOKE COUNTY",228,483,1,"House of Delegates",1480,54,1534,32.0675105485232,48.1081081081081,1
"3551","109 - BISHOP","TAZEWELL COUNTY",16,68,0,"House of Delegates",253,46,299,19.047619047619,33.201581027668,1
"3552","109 - ELIZABETH SCOTT","CHESTERFIELD COUNTY",1149,1112,2,"House of Delegates",4622,330,4952,50.8182220256524,48.9614885331026,1
"3553","109 - FIRE DEPARTMENT HEADQUARTERS","ALEXANDRIA CITY",1100,0,62,"House of Delegates",2461,217,2678,100,47.2165786265746,0
"3554","109 - HUNTON","HENRICO COUNTY",234,358,1,"House of Delegates",984,39,1023,39.527027027027,60.2642276422764,1
"3555","109 - LITTLE RUN","FAIRFAX COUNTY",565,0,62,"House of Delegates",1473,102,1575,100,42.5661914460285,0
"3556","109 - PHENIX","HAMPTON CITY",1391,0,11,"House of Delegates",3243,321,3564,100,43.2315757015109,0
"3557","109 - PINEY BRANCH","PRINCE WILLIAM COUNTY",792,539,3,"House of Delegates",3214,177,3391,59.504132231405,41.5059116365899,1
"3558","109 - WINDSOR","NEWPORT NEWS CITY",549,289,2,"House of Delegates",1919,257,2176,65.5131264916468,43.7727983324648,1
"3559","110 - ADRIA","TAZEWELL COUNTY",32,194,0,"House of Delegates",707,94,801,14.1592920353982,31.966053748232,1
"3560","110 - BUCKLAND MILLS","PRINCE WILLIAM COUNTY",536,568,8,"House of Delegates",2719,194,2913,48.5507246376812,40.8973887458625,1
"3561","110 - CHARLES HOUSTON CENTER","ALEXANDRIA CITY",1269,0,58,"House of Delegates",3002,424,3426,100,44.2038640906063,0
"3562","110 - DUTCH GAP","CHESTERFIELD COUNTY",492,555,2,"House of Delegates",1988,99,2087,46.9914040114613,52.7665995975855,1
"3563","110 - GREENWOOD","NEWPORT NEWS CITY",1015,303,4,"House of Delegates",3338,576,3914,77.01062215478,39.6045536249251,1
"3564","110 - JOHNSON","HENRICO COUNTY",306,200,0,"House of Delegates",1143,87,1230,60.4743083003953,44.2694663167104,1
"3565","110 - NORTH SPRINGFIELD","FAIRFAX COUNTY",1468,0,147,"House of Delegates",4192,317,4509,100,38.5257633587786,0
"3566","110 - PHOEBUS","HAMPTON CITY",221,127,0,"House of Delegates",760,93,853,63.5057471264368,45.7894736842105,1
"3567","111 - BRISTOW RUN","PRINCE WILLIAM COUNTY",1046,985,2,"House of Delegates",4562,221,4783,51.5017232890202,44.563787812363,1
"3568","111 - GAP STORE","TAZEWELL COUNTY",36,186,0,"House of Delegates",593,50,643,16.2162162162162,37.4367622259696,1
"3569","111 - HAMPTON LIBRARY","HAMPTON CITY",371,0,26,"House of Delegates",1088,105,1193,100,36.4889705882353,0
"3570","111 - IRON BRIDGE","CHESTERFIELD COUNTY",1122,1302,8,"House of Delegates",5068,283,5351,46.2871287128713,47.9873717442778,1
"3571","111 - LAKESIDE","HENRICO COUNTY",1171,782,6,"House of Delegates",3661,292,3953,59.9590373783922,53.5099699535646,1
"3572","111 - ONE HUNDRED ELEVEN","RICHMOND CITY",600,451,0,"House of Delegates",1617,83,1700,57.0884871550904,64.9969078540507,1
"3573","111 - POTOMAC YARD","ALEXANDRIA CITY",572,0,28,"House of Delegates",1499,100,1599,100,40.0266844563042,0
"3574","112 - BANDY","TAZEWELL COUNTY",21,82,0,"House of Delegates",259,29,288,20.3883495145631,39.7683397683398,1
"3575","112 - BURKE-NICKENS","PRINCE WILLIAM COUNTY",707,750,5,"House of Delegates",3421,190,3611,48.5243651338367,42.7360420929553,1
"3576","112 - CARVER","CHESTERFIELD COUNTY",661,659,4,"House of Delegates",2699,128,2827,50.0757575757576,49.0552056317155,1
"3577","112 - FREEDOM","LOUDOUN COUNTY",550,305,1,"House of Delegates",1966,85,2051,64.327485380117,43.5401831129196,1
"3578","112 - LONGAN","HENRICO COUNTY",688,669,1,"House of Delegates",2704,160,2864,50.7000736919676,50.2218934911243,1
"3579","112 - ONE HUNDRED TWELVE","RICHMOND CITY",555,359,2,"House of Delegates",1401,94,1495,60.7221006564551,65.3818700927909,1
"3580","112 - SMITH","HAMPTON CITY",1397,0,53,"House of Delegates",3829,331,4160,100,37.8688952729172,0
"3581","113 - CANTERBURY","FAIRFAX COUNTY",1641,0,138,"House of Delegates",4022,234,4256,100,44.2317255096967,0
"3582","113 - MAUDE TREVVETT","HENRICO COUNTY",342,314,1,"House of Delegates",1180,51,1231,52.1341463414634,55.6779661016949,1
"3583","113 - ONE HUNDRED THIRTEEN","RICHMOND CITY",1091,260,1,"House of Delegates",2058,184,2242,80.7549962990378,65.6948493683188,1
"3584","114 - DULLES SOUTH","LOUDOUN COUNTY",585,382,2,"House of Delegates",2498,84,2582,60.4963805584281,38.791032826261,1
"3585","114 - MONUMENT HILLS","HENRICO COUNTY",299,348,0,"House of Delegates",1031,47,1078,46.2132921174652,62.7546071774976,1
"3586","114 - OLDE CREEK","FAIRFAX COUNTY",714,0,73,"House of Delegates",1919,117,2036,100,41.0109431995831,0
"3587","114 - ONE HUNDRED FOURTEEN","RICHMOND CITY",1246,383,2,"House of Delegates",2603,215,2818,76.4886433394721,62.6584709950058,1
"3588","115 - RAVENSWORTH","FAIRFAX COUNTY",647,0,72,"House of Delegates",1710,87,1797,100,42.046783625731,0
"3589","115 - STAPLES MILL","HENRICO COUNTY",977,1181,7,"House of Delegates",3886,126,4012,45.2734012974977,55.712815234174,1
"3590","115 - WYTHE","HAMPTON CITY",565,0,42,"House of Delegates",1550,112,1662,100,39.1612903225806,0
"3591","116 - JONES","HAMPTON CITY",545,0,13,"House of Delegates",1428,130,1558,100,39.0756302521008,0
"3592","116 - WAKEFIELD","FAIRFAX COUNTY",1071,0,93,"House of Delegates",2271,144,2415,100,51.2549537648613,0
"3593","117 - CARTER","LOUDOUN COUNTY",352,150,1,"House of Delegates",1418,171,1589,70.1195219123506,35.4724964739069,1
"3594","117 - KECOUGHTAN","HAMPTON CITY",835,0,20,"House of Delegates",2317,223,2540,100,36.9011652999568,0
"3595","117 - WESTWOOD","HENRICO COUNTY",667,505,2,"House of Delegates",1972,95,2067,56.9112627986348,59.5334685598377,1
"3596","117 - WOODSON","FAIRFAX COUNTY",998,0,113,"House of Delegates",2917,163,3080,100,38.08707576277,0
"3597","118 - LAKE BRADDOCK","FAIRFAX COUNTY",1447,0,121,"House of Delegates",4075,269,4344,100,38.478527607362,0
"3598","118 - MALLORY","HAMPTON CITY",1508,0,17,"House of Delegates",3241,229,3470,100,47.0533785868559,0
"3599","118 - MOOREFIELD","LOUDOUN COUNTY",796,357,2,"House of Delegates",2686,164,2850,69.0372940156115,43.0007446016381,1
"3600","119 - ARCOLA","LOUDOUN COUNTY",1326,667,5,"House of Delegates",4733,214,4947,66.5328650275966,42.2142404394676,1
"3601","119 - LAUREL","FAIRFAX COUNTY",1506,0,177,"House of Delegates",4038,261,4299,100,41.6790490341753,0
"3602","120 - LUNSFORD","LOUDOUN COUNTY",713,493,5,"House of Delegates",2889,134,3023,59.1210613598673,41.9176185531326,1
"3603","120 - SIDEBURN","FAIRFAX COUNTY",1305,0,104,"House of Delegates",3109,167,3276,100,45.3200385976198,0
"3604","121 - TOWN HALL","LOUDOUN COUNTY",541,297,0,"House of Delegates",1728,109,1837,64.5584725536993,48.4953703703704,1
"3605","121 - VILLA","FAIRFAX COUNTY",730,0,81,"House of Delegates",2012,148,2160,100,40.3081510934394,0
"3606","122 - HUTCHISON FARM","LOUDOUN COUNTY",790,544,3,"House of Delegates",3059,196,3255,59.2203898050975,43.7070938215103,1
"3607","123 - CARDINAL RIDGE","LOUDOUN COUNTY",431,386,0,"House of Delegates",1613,63,1676,52.7539779681763,50.6509609423435,1
"3608","123 - ROBINSON","FAIRFAX COUNTY",1454,0,158,"House of Delegates",4250,287,4537,100,37.9294117647059,0
"3609","124 - LIBERTY","LOUDOUN COUNTY",495,318,0,"House of Delegates",2017,117,2134,60.8856088560886,40.3073872087258,1
"3610","125 - ROCK RIDGE","LOUDOUN COUNTY",633,389,2,"House of Delegates",2376,79,2455,61.9373776908024,43.0976430976431,1
"3611","125 - SIGNAL HILL","FAIRFAX COUNTY",1182,0,121,"House of Delegates",3140,177,3317,100,41.4968152866242,0
"3612","126 - BONNIE BRAE","FAIRFAX COUNTY",909,0,80,"House of Delegates",2336,146,2482,100,42.3373287671233,0
"3613","127 - BURKE CENTRE","FAIRFAX COUNTY",1596,0,127,"House of Delegates",4397,408,4805,100,39.1858085057994,0
"3614","128 - CARDINAL","FAIRFAX COUNTY",760,358,1,"House of Delegates",2259,139,2398,67.9785330948122,49.535192563081,1
"3615","129 - KEENE MILL","FAIRFAX COUNTY",622,301,2,"House of Delegates",1674,117,1791,67.3889490790899,55.2568697729988,1
"3616","130 - TERRA CENTRE","FAIRFAX COUNTY",904,0,96,"House of Delegates",2334,169,2503,100,42.8449014567267,0
"3617","131 - EAGLE VIEW","FAIRFAX COUNTY",1138,0,112,"House of Delegates",3622,347,3969,100,34.5113197128658,0
"3618","132 - MONUMENT","FAIRFAX COUNTY",1303,0,76,"House of Delegates",4496,542,5038,100,30.6717081850534,0
"3619","133 - DANBURY","FAIRFAX COUNTY",279,0,24,"House of Delegates",687,44,731,100,44.1048034934498,0
"3620","134 - UNIVERSITY","FAIRFAX COUNTY",1169,0,38,"House of Delegates",3911,442,4353,100,30.8616722065968,0
"3621","201 - 2A","NORTHUMBERLAND COUNTY",286,673,1,"House of Delegates",1841,66,1907,29.822732012513,52.1455730581206,1
"3622","201 - ADAMS","HENRICO COUNTY",971,0,103,"House of Delegates",1978,75,2053,100,54.2972699696663,0
"3623","201 - AMISSVILLE","RAPPAHANNOCK COUNTY",182,382,29,"House of Delegates",1119,48,1167,32.2695035460993,52.9937444146559,1
"3624","201 - AMMENDALE PRECINCT","CRAIG COUNTY",72,320,0,"House of Delegates",743,42,785,18.3673469387755,52.7590847913863,1
"3625","201 - Armstrong","FAIRFAX COUNTY",1411,0,138,"House of Delegates",3618,370,3988,100,42.8137092316197,0
"3626","201 - ATLANTIC","ACCOMACK COUNTY",96,424,0,"House of Delegates",1084,65,1149,18.4615384615385,47.9704797047971,1
"3627","201 - BACONS CASTLE","SURRY COUNTY",380,208,0,"House of Delegates",1040,48,1088,64.6258503401361,56.5384615384615,1
"3628","201 - BARTLETT","ISLE OF WIGHT COUNTY",616,1075,2,"House of Delegates",3000,155,3155,36.428149024246,56.4333333333333,1
"3629","201 - BEAVERDAM","HANOVER COUNTY",337,1064,2,"House of Delegates",2735,89,2824,24.0542469664525,51.2979890310786,1
"3630","201 - BEDFORD CHRISTIAN CHURCH","BEDFORD COUNTY",0,326,4,"House of Delegates",949,46,995,0,34.7734457323498,0
"3631","201 - BERRYVILLE","CLARKE COUNTY",451,462,1,"House of Delegates",1835,126,1961,49.3975903614458,49.8092643051771,1
"3632","201 - BLACKWATER","LEE COUNTY",39,84,0,"House of Delegates",252,32,284,31.7073170731707,48.8095238095238,1
"3633","201 - BLAND","NEWPORT NEWS CITY",187,67,1,"House of Delegates",838,172,1010,73.6220472440945,30.4295942720764,1
"3634","201 - BLAND","NEWPORT NEWS CITY",187,67,1,"House of Delegates",3170,150,3320,73.6220472440945,8.04416403785489,1
"3635","201 - BLAND","PRINCE GEORGE COUNTY",536,965,2,"House of Delegates",838,172,1010,35.709526982012,179.355608591885,1
"3636","201 - BLAND","PRINCE GEORGE COUNTY",536,965,2,"House of Delegates",3170,150,3320,35.709526982012,47.4132492113565,1
"3637","201 - BLUE RIDGE","BOTETOURT COUNTY",0,999,55,"House of Delegates",2385,96,2481,0,44.1928721174004,0
"3638","201 - BOOKER","HAMPTON CITY",720,771,3,"House of Delegates",3010,261,3271,48.2897384305835,49.6345514950166,1
"3639","201 - BOYDTON","MECKLENBURG COUNTY",0,198,0,"House of Delegates",751,38,789,0,26.3648468708389,0
"3640","201 - BOYKINS","SOUTHAMPTON COUNTY",470,0,28,"House of Delegates",1207,69,1276,100,41.2593206296603,0
"3641","201 - BROWNS STORE","LUNENBURG COUNTY",57,250,12,"House of Delegates",818,32,850,18.5667752442997,38.9975550122249,1
"3642","201 - CALLANDS","PITTSYLVANIA COUNTY",0,496,10,"House of Delegates",1136,50,1186,0,44.5422535211268,0
"3643","201 - CARVER","CHARLOTTESVILLE CITY",1455,0,34,"House of Delegates",3321,404,3725,100,44.8358928033725,0
"3644","201 - CHAP","APPOMATTOX COUNTY",71,149,9,"House of Delegates",550,43,593,32.2727272727273,41.6363636363636,1
"3645","201 - CLARKS","KING & QUEEN COUNTY",183,307,2,"House of Delegates",1004,31,1035,37.3469387755102,49.003984063745,1
"3646","201 - CLAYS MILL","HALIFAX COUNTY",89,269,0,"House of Delegates",781,30,811,24.8603351955307,45.8386683738796,1
"3647","201 - CLINCHBURG","WASHINGTON COUNTY",0,404,10,"House of Delegates",1020,44,1064,0,40.5882352941176,0
"3648","201 - COLLIERSTOWN","ROCKBRIDGE COUNTY",0,288,184,"House of Delegates",857,23,880,0,55.0758459743291,0
"3649","201 - COLUMBIA","FLUVANNA COUNTY",576,738,1,"House of Delegates",2703,98,2801,43.8356164383562,48.6496485386607,1
"3650","201 - CONICVILLE","SHENANDOAH COUNTY",0,848,55,"House of Delegates",2137,66,2203,0,42.25549836219,0
"3651","201 - COURT HOUSE","AMHERST COUNTY",0,971,285,"House of Delegates",2783,180,2963,0,45.1311534315487,0
"3652","201 - COURTHOUSE","FAUQUIER COUNTY",611,782,95,"House of Delegates",3316,223,3539,43.862167982771,44.8733413751508,1
"3653","201 - COURTHOUSE","FAUQUIER COUNTY",611,782,95,"House of Delegates",2018,77,2095,43.862167982771,73.7363726461843,1
"3654","201 - COURTHOUSE","GLOUCESTER COUNTY",375,688,1,"House of Delegates",3316,223,3539,35.277516462841,32.086851628468,1
"3655","201 - COURTHOUSE","GLOUCESTER COUNTY",375,688,1,"House of Delegates",2018,77,2095,35.277516462841,52.7254707631318,1
"3656","201 - COVENTRY","YORK COUNTY",870,1157,2,"House of Delegates",4132,453,4585,42.920572274297,49.1045498547919,1
"3657","201 - CRIMORA","AUGUSTA COUNTY",276,823,0,"House of Delegates",2737,141,2878,25.1137397634213,40.153452685422,1
"3658","201 - DAVIS","BLAND COUNTY",19,57,0,"House of Delegates",196,13,209,25,38.7755102040816,1
"3659","201 - DRAPER","PULASKI COUNTY",203,655,0,"House of Delegates",1447,49,1496,23.6596736596737,59.2950932964755,1
"3660","201 - DROMGOOLE","BRUNSWICK COUNTY",109,0,8,"House of Delegates",291,18,309,100,40.2061855670103,0
"3661","201 - DRY POND","PATRICK COUNTY",45,170,0,"House of Delegates",432,29,461,20.9302325581395,49.7685185185185,1
"3662","201 - EAST FAIRFAX","CULPEPER COUNTY",660,550,0,"House of Delegates",3554,271,3825,54.5454545454545,34.04614518852,1
"3663","201 - EAST LURAY","PAGE COUNTY",0,1077,53,"House of Delegates",3079,143,3222,0,36.7002273465411,0
"3664","201 - EBENEZER","SUFFOLK CITY",0,955,21,"House of Delegates",1754,102,1856,0,55.6442417331813,0
"3665","201 - FIELDALE","HENRY COUNTY",0,244,5,"House of Delegates",966,57,1023,0,25.776397515528,0
"3666","201 - GAINESBOROUGH","FREDERICK COUNTY",123,544,3,"House of Delegates",1481,90,1571,18.4407796101949,45.2397029034436,1
"3667","201 - GATES","CHESTERFIELD COUNTY",532,631,2,"House of Delegates",2637,153,2790,45.743766122098,44.1789912779674,1
"3668","201 - GLADE HILL","FRANKLIN COUNTY",230,682,2,"House of Delegates",1981,75,2056,25.219298245614,46.1383139828369,1
"3669","201 - GRASSY","BUCHANAN COUNTY",27,28,0,"House of Delegates",174,1,175,49.0909090909091,31.6091954022989,1
"3670","201 - HAPPY CREEK","WARREN COUNTY",327,700,66,"House of Delegates",2589,154,2743,31.840311587147,42.2170722286597,1
"3671","201 - HILLSVILLE B","CARROLL COUNTY",0,727,165,"House of Delegates",2091,100,2191,0,42.6590148254424,0
"3672","201 - HOT SPRINGS","BATH COUNTY",0,151,56,"House of Delegates",529,34,563,0,39.1304347826087,0
"3673","201 - HUMPBACK BRIDGE","ALLEGHANY COUNTY",0,212,2,"House of Delegates",559,36,595,0,38.2826475849732,0
"3674","201 - JACK JOUETT","ALBEMARLE COUNTY",748,493,1,"House of Delegates",2198,169,2367,60.2739726027397,56.5059144676979,1
"3675","201 - JAMESTOWN A","JAMES CITY COUNTY",368,211,1,"House of Delegates",1053,97,1150,63.5578583765112,55.0807217473884,1
"3676","201 - LARCHMONT SCHOOL","NORFOLK CITY",1107,0,135,"House of Delegates",3787,833,4620,100,32.7964087668339,0
"3677","201 - LITTLE RIVER","FLOYD COUNTY",463,698,1,"House of Delegates",2313,80,2393,39.879414298019,50.2377864245569,1
"3678","201 - LOCKETT","PRINCE EDWARD COUNTY",386,456,1,"House of Delegates",1891,91,1982,45.8432304038005,44.5795875198308,1
"3679","201 - LOUISA #1","LOUISA COUNTY",245,447,4,"House of Delegates",1581,93,1674,35.4046242774566,44.022770398482,1
"3680","201 - LOVINGSTON","NELSON COUNTY",274,314,45,"House of Delegates",1201,45,1246,46.5986394557823,52.7060782681099,1
"3681","201 - MAURY SCHOOL","ALEXANDRIA CITY",1386,0,60,"House of Delegates",2693,212,2905,100,53.6947642034905,0
"3682","201 - MONROE","KING GEORGE COUNTY",560,1163,2,"House of Delegates",3933,207,4140,32.501450957632,43.859649122807,1
"3683","201 - NEW MARKET","MIDDLESEX COUNTY",246,673,1,"House of Delegates",1690,43,1733,26.7682263329706,54.4378698224852,1
"3684","201 - NORA","DICKENSON COUNTY",0,167,12,"House of Delegates",673,47,720,0,26.5973254086181,0
