"","rank","player_name","g_eligible","g_started","minutes","fg","fg_attempts","fg_pct","two_pts","two_attempts","two_point_pct","three","three_attempts","three_pct","free_throws","free_throws_attempts","free_throw_pct","orb","drb","rebounds","assists","steals","blocks","turnovers","fouls","points","part_url","year"
"14883",1,"Ty Greene",35,35,34,6.6,14.9,0.444,3.7,7.7,0.48,2.9,7.2,0.407,4.1,5.4,0.751,0.9,2.2,3.1,2.1,2.1,0.2,1.3,1.6,20.3,"/cbb/schools/south-carolina-upstate/",2015
"14433",9,"E.J. Boyce",21,2,13,1.2,3.1,0.394,0.1,0.3,0.429,1.1,2.8,0.39,0.3,0.4,0.875,0,0.6,0.6,0.6,0.4,0,0.5,0.7,3.9,"/cbb/schools/san-jose-state/",2017
"16861",9,"J.R. Harris",7,3,8.1,1.1,4.4,0.258,0.7,2,0.357,0.4,2.4,0.176,0.4,0.7,0.6,0.6,0.7,1.3,0.3,0.3,0,0.7,0.4,3.1,"/cbb/schools/texas-san-antonio/",2017
"17409",8,"Brandon Chauca",22,0,9.5,0.9,2.1,0.404,0.3,0.7,0.438,0.5,1.4,0.387,0.1,0.3,0.5,0,0.6,0.6,0.7,0.1,0,0.9,1,2.4,"/cbb/schools/california/",2015
"10292",9,"Randy Miller Jr.",12,0,5.3,0.3,0.9,0.364,0.1,0.3,0.25,0.3,0.6,0.429,0.4,0.5,0.833,0,0.2,0.2,0.2,0.1,0,0.6,0.6,1.3,"/cbb/schools/mount-st-marys/",2017
"18974",7,"J.P. Macura",35,3,13.2,1.8,4.3,0.413,0.9,1.6,0.545,0.9,2.7,0.337,0.9,1.2,0.762,0.4,0.8,1.2,0.6,0.7,0.1,0.9,1.4,5.4,"/cbb/schools/xavier/",2015
"13541",12,"Joe Kirby",3,0,2,0,0.7,0,0,0,NA,0,0.7,0,0,0,NA,0,0.3,0.3,0.7,0,0.3,0,0,0,"/cbb/schools/richmond/",2015
"127",3,"Nick Harney",30,11,21,3.3,6.7,0.485,3.1,5.8,0.529,0.2,0.9,0.214,1.7,2.8,0.612,1.3,2.2,3.5,0.7,0.6,0.5,1.6,2.8,8.5,"/cbb/schools/akron/",2014
"1822",2,"Hunter Ware",30,29,32.6,4.7,11.4,0.413,2.7,5.8,0.457,2,5.5,0.367,1.3,2,0.661,0.6,2.6,3.2,1.5,1.3,0.2,2.1,2.6,12.7,"/cbb/schools/bryant/",2016
"2378",1,"Kyle Vinales",20,10,32.4,5.5,14.4,0.383,2.7,7.3,0.37,2.8,7.1,0.397,3.5,4.4,0.784,0.2,1.5,1.7,3.9,1.5,0,3,2.4,17.3,"/cbb/schools/central-connecticut-state/",2014
"10516",11,"KJ Robinson",31,0,8.7,0.9,2.3,0.38,0.5,1.3,0.35,0.4,1,0.419,0.4,0.4,0.917,0.1,0.3,0.4,0.7,0.3,0,0.8,0.6,2.5,"/cbb/schools/nebraska-omaha/",2017
"10962",3,"Ky Howard",34,34,32,4.1,8.4,0.495,3.4,6.4,0.53,0.7,1.9,0.379,3.7,4.8,0.762,0.9,3.7,4.6,4.5,1,0.1,3.2,2.9,12.7,"/cbb/schools/njit/",2016
"9836",5,"Chris Kendrix",30,18,23.6,1.8,4.3,0.414,1.1,2.2,0.5,0.7,2.1,0.323,2.1,2.8,0.759,1.4,2.3,3.7,0.8,0.6,0.4,1.3,1.8,6.3,"/cbb/schools/missouri-state/",2015
"11421",13,"Kevin Hickson",10,1,3.4,0.4,0.8,0.5,0.4,0.8,0.5,0,0,NA,0,0.2,0,0.1,0.3,0.4,0,0.2,0.1,0.2,1.4,0.8,"/cbb/schools/north-carolina-wilmington/",2016
"6658",5,"DJ Clayton",35,6,24.6,2.5,5.9,0.424,2.1,4.5,0.468,0.4,1.4,0.286,1.2,2.1,0.547,1.7,2.6,4.3,1.4,0.9,0.1,1.5,2,6.5,"/cbb/schools/illinois-state/",2017
"14546",11,"Isaiah Felder",28,0,7.1,0.8,2.8,0.286,0.1,0.4,0.25,0.7,2.3,0.292,0.1,0.1,0.667,0.3,0.5,0.7,0.4,0.4,0,0.6,0.5,2.3,"/cbb/schools/savannah-state/",2017
"8372",8,"Jaylen Johnson",31,22,17.5,2.3,4.9,0.464,2.2,4.5,0.482,0.1,0.3,0.2,0.5,0.8,0.538,1.6,1.9,3.5,0.5,0.3,0.3,0.5,2,5,"/cbb/schools/louisville/",2016
"6854",9,"Grant Prusator",29,1,8.4,1,2.2,0.431,0.1,0.2,0.429,0.9,2,0.431,0.2,0.3,0.667,0.1,0.5,0.7,0.2,0.2,0,0.2,0.8,3,"/cbb/schools/indiana-state/",2015
"15279",4,"Thik Bol",33,33,29.3,3.9,7.3,0.533,3.9,7.3,0.533,0,0,NA,1.3,2.1,0.614,2.4,4.4,6.8,0.3,0.3,2.3,1.1,2.3,9.1,"/cbb/schools/southern-illinois/",2017
"5724",13,"Dustin Triano",25,0,3,0.2,0.4,0.5,0,0,NA,0.2,0.4,0.5,0,0,NA,0.1,0.4,0.4,0,0.1,0,0,0.3,0.6,"/cbb/schools/gonzaga/",2017
"4890",2,"KeVaughn Allen",36,34,27.2,3.7,9.3,0.399,2.3,4.8,0.477,1.4,4.5,0.315,2.8,3.3,0.846,0.5,2.2,2.7,1.6,1.1,0.1,1,1.6,11.6,"/cbb/schools/florida/",2016
"12014",10,"Reggie Kissoonlal",20,2,8.7,1,2.7,0.37,0.3,1,0.316,0.7,1.8,0.4,0.6,0.9,0.706,0.3,1.1,1.4,0.3,0.3,0.3,0.7,1.7,3.3,"/cbb/schools/northwestern-state/",2017
"9166",5,"Nick King",28,7,18.9,2.6,6.5,0.404,2.4,5.7,0.428,0.2,0.9,0.25,1.7,2.6,0.635,1.8,3,4.8,1,0.6,0.3,1,1.5,7.2,"/cbb/schools/memphis/",2015
"7919",5,"Khion Sankey",27,25,25.3,2.3,5.9,0.388,1.1,2.5,0.426,1.2,3.4,0.359,1.3,2.2,0.61,1.4,4.1,5.5,2.1,1.1,0.6,1.1,3,7.1,"/cbb/schools/lipscomb/",2014
"15179",13,"Joshua Filmore",1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,"/cbb/schools/southeastern-louisiana/",2017
"16881",3,"J.D. Weatherspoon",33,33,31.5,4.7,8.4,0.563,4.4,7.5,0.586,0.3,0.8,0.357,3.2,4.9,0.644,2,6.3,8.4,1,0.6,0.6,2,1.5,12.9,"/cbb/schools/toledo/",2015
"3939",3,"Tre'Darius McCallum",32,32,31,3.9,8.8,0.443,3.2,6.3,0.505,0.7,2.4,0.282,1.3,1.7,0.745,1.5,5.3,6.8,1.3,1.5,0.8,1.6,2.9,9.7,"/cbb/schools/depaul/",2017
"12440",6,"D.J. Jackson",31,19,26.5,1.5,4.3,0.336,0.8,2.2,0.358,0.7,2.2,0.313,1.6,2,0.806,0.5,1.4,1.9,3.1,0.8,0,1.5,1.4,5.2,"/cbb/schools/oral-roberts/",2014
"1050",2,"Antoine Mason",26,21,28.9,4.2,10.2,0.417,2.5,5.8,0.428,1.7,4.3,0.402,4.2,5.8,0.727,0.3,2,2.4,1,1,0,1.8,2.2,14.4,"/cbb/schools/auburn/",2015
"5057",9,"Phil Cofer",11,4,12,1.2,2.1,0.565,1.2,2,0.591,0,0.1,0,1.5,1.7,0.842,0.5,1.5,2,0.2,0.4,0.3,0.6,0.8,3.8,"/cbb/schools/florida-state/",2016
"16678",8,"Faith Pope",34,1,11.5,1.6,3.5,0.475,1.4,2.4,0.573,0.3,1.1,0.25,0.8,1.1,0.667,0.7,1.9,2.6,0.6,0.4,0.4,0.5,1.2,4.3,"/cbb/schools/texas-arlington/",2016
"10409",14,"James Butler",4,0,6.3,0.5,1,0.5,0.5,1,0.5,0,0,NA,0.3,1,0.25,1,0.3,1.3,0.3,0,0.3,0.3,0.3,1.3,"/cbb/schools/navy/",2017
"10543",1,"Marqueze Coleman",34,25,29.5,4.4,10.9,0.409,3.6,8,0.445,0.9,2.9,0.309,5.3,7.1,0.745,0.7,3.6,4.3,3.3,1.2,0.1,2.6,2.7,15.1,"/cbb/schools/nevada/",2016
"5490",5,"Jordan Harris",30,12,16.5,1.5,3.5,0.434,0.8,1.9,0.421,0.7,1.6,0.449,0.9,1.2,0.73,0.2,1.2,1.4,1.5,0.5,0.2,1.9,1.6,4.7,"/cbb/schools/georgia/",2017
"17732",4,"Kurt Steidl",36,36,29.8,3.5,7.9,0.447,1.6,2.7,0.594,1.9,5.2,0.372,2.2,2.8,0.808,0.5,4.8,5.3,1.1,1,0.3,1.2,2.4,11.2,"/cbb/schools/vermont/",2016
"17368",6,"Jonah Bolden",31,11,21.7,1.6,4,0.415,1.4,2.8,0.483,0.3,1.2,0.25,1.1,1.5,0.733,1.2,3.7,4.8,1.1,0.7,0.9,0.8,2.1,4.6,"/cbb/schools/ucla/",2016
"9183",9,"Jeremiah Martin",29,5,13.8,0.9,2.7,0.333,0.7,2,0.345,0.2,0.7,0.3,0.7,1.1,0.636,0.4,0.7,1.1,1.2,0.8,0.2,0.6,1.3,2.7,"/cbb/schools/memphis/",2016
"18896",5,"Mike La Tulip",32,26,26.1,2,5.2,0.389,0.5,1.2,0.41,1.5,4,0.383,1.4,1.7,0.83,0.2,2.8,2.9,1.5,1,0.1,0.8,1.8,7,"/cbb/schools/wright-state/",2017
"9232",15,"John Mosser",1,0,3,0,1,0,0,0,NA,0,1,0,0,0,NA,1,0,1,1,0,0,0,0,0,"/cbb/schools/mercer/",2015
"509",9,"Yalen Reed",32,9,8.4,0.9,1.6,0.558,0.8,1.3,0.61,0.1,0.3,0.364,0.2,0.8,0.28,0.7,1.2,1.9,0.2,0.2,0.6,0.3,1.5,2.2,"/cbb/schools/alcorn-state/",2017
"13",1,"Harrison Hawkins",31,18,23.9,4.6,10.5,0.438,2.7,5.4,0.506,1.8,5,0.365,1.9,2.5,0.789,0.3,0.8,1.2,1.5,0.8,0.1,2.3,2.6,12.9,"/cbb/schools/abilene-christian/",2015
"13608",12,"Lacey James",12,0,5,0.3,1.2,0.286,0.3,1.2,0.286,0,0,NA,0.3,0.9,0.364,0.7,0.4,1.1,0,0.2,0.3,0.2,0.8,1,"/cbb/schools/rider/",2016
"12512",9,"Michael Chandler",19,0,5.3,0.7,1.5,0.5,0.7,1.5,0.5,0,0,NA,0.7,1.1,0.7,0.8,0.6,1.4,0,0.1,0.1,0.6,1.1,2.2,"/cbb/schools/oregon/",2015
"12868",4,"Sheldon Jeter",32,4,18.6,3.3,6.1,0.533,3.1,5.4,0.576,0.2,0.7,0.217,1.4,1.7,0.833,1.7,3.1,4.8,0.7,0.7,0.8,0.8,2.2,8.1,"/cbb/schools/pittsburgh/",2016
"16082",13,"Samson Oyediran",15,0,5.3,0.3,0.8,0.333,0.2,0.5,0.429,0.1,0.3,0.2,0.3,0.6,0.556,0.3,0.5,0.9,0.1,0,0,0.1,1.3,0.9,"/cbb/schools/tennessee-state/",2017
"11402",5,"Cedrick Williams",32,26,27,3,6.2,0.482,2.9,5.8,0.505,0.1,0.5,0.2,1.4,2.5,0.575,2.7,3.5,6.3,0.7,1,1.3,1.1,3.3,7.5,"/cbb/schools/north-carolina-wilmington/",2015
"7396",7,"Brannen Greene",35,2,15,1.6,3.9,0.422,0.5,1,0.472,1.1,2.8,0.404,1.3,1.4,0.917,0.3,1.9,2.1,0.8,0.3,0.1,0.9,1.3,5.7,"/cbb/schools/kansas/",2015
"10460",6,"Evan Taylor",31,21,24.4,2.1,5,0.413,1.9,4.2,0.446,0.2,0.8,0.24,0.9,1.2,0.73,0.5,2.3,2.9,1.2,0.9,0.1,1.2,1.7,5.2,"/cbb/schools/nebraska/",2017
"6216",2,"Deron Powers",32,31,33.2,4.1,9.7,0.418,2.8,5.9,0.468,1.3,3.8,0.341,3.6,4.6,0.782,0.3,2,2.3,5.2,0.6,0,2.6,2.3,13,"/cbb/schools/hofstra/",2017
"17011",11,"Aaron Ariri",13,0,4.4,0.5,0.8,0.545,0.5,0.8,0.6,0,0.1,0,0.5,1,0.462,0.8,0.5,1.3,0.1,0,0.2,0.3,0.8,1.4,"/cbb/schools/troy/",2017
"3824",2,"DeAndre Haywood",32,30,28.3,3.9,8.7,0.448,3.2,6.3,0.498,0.8,2.4,0.316,2.5,4,0.633,0.8,1.9,2.7,2.3,1.5,0.1,2.2,2.3,11.1,"/cbb/schools/delaware-state/",2017
"2776",4,"Gary Clark",34,34,27.8,3.2,6.2,0.524,3.2,6,0.537,0,0.1,0,1.3,2.1,0.625,2.8,4.5,7.2,1.7,1,1.3,1.1,1.6,7.8,"/cbb/schools/cincinnati/",2015
"16941",2,"Byron Hawkins",31,30,30,4.1,10.4,0.393,2.3,4.6,0.493,1.8,5.8,0.313,3.2,4.2,0.767,0.4,2.1,2.5,2.2,0.8,0.2,1.2,1.9,13.2,"/cbb/schools/towson/",2016
"7282",1,"Darion Rackley",29,26,32.4,4.1,11.7,0.355,2.8,6.7,0.41,1.4,4.9,0.28,5.4,7.3,0.749,1,2.9,3.9,2.1,1.4,0.2,2.7,2.1,15.1,"/cbb/schools/jacksonville-state/",2015
"14877",6,"Michael Buchanan",28,1,10.1,1.7,3.3,0.516,1.7,3.3,0.516,0,0,NA,0.9,1.8,0.5,1.3,1.4,2.8,0.3,0.2,0.5,0.6,1.5,4.3,"/cbb/schools/south-carolina-upstate/",2014
"14156",9,"Albert Almanza",34,1,12.9,1.3,3.1,0.425,0.5,1.2,0.45,0.8,1.9,0.409,0.6,0.7,0.76,0.5,1.4,1.9,0.4,0.4,0.1,0.4,1.8,4,"/cbb/schools/sam-houston-state/",2017
"9703",5,"Colin Borchert",33,25,26.3,3.1,7.8,0.399,1.9,3.8,0.496,1.2,4,0.305,1.2,1.6,0.755,0.7,3.5,4.2,1.3,0.8,1,2,2.8,8.7,"/cbb/schools/mississippi-state/",2014
"9796",11,"Dusan Langura",16,1,5.3,0.6,1.9,0.323,0.1,0.2,0.333,0.6,1.8,0.321,0,0,NA,0.1,0.4,0.5,0,0,0.1,0.1,0.6,1.8,"/cbb/schools/mississippi-valley-state/",2016
"2821",11,"Nate Bowser",12,3,6.8,0.3,1.1,0.231,0.3,1.1,0.231,0,0,NA,0.3,0.4,0.6,0.4,0.8,1.3,0,0.3,0.2,0.4,2.1,0.8,"/cbb/schools/citadel/",2014
"6907",11,"Grant Ellis",7,0,3.7,0.3,0.9,0.333,0,0.1,0,0.3,0.7,0.4,0,0,NA,0,0.4,0.4,0.1,0,0,0.3,0.6,0.9,"/cbb/schools/iona/",2015
"15945",9,"Chinonso Obokoh",13,0,6.8,0.3,0.5,0.667,0.3,0.5,0.667,0,0,NA,0.2,0.3,0.5,0.8,0.8,1.6,0.2,0.2,0.3,0.1,1.5,0.8,"/cbb/schools/syracuse/",2015
"8552",6,"Donald Gipson",1,0,13,3,8,0.375,3,5,0.6,0,3,0,0,0,NA,0,0,0,0,0,0,2,1,6,"/cbb/schools/loyola-marymount/",2017
"13074",12,"Jake Campbell",24,0,5,0.1,0.3,0.375,0.1,0.3,0.375,0,0,NA,0,0.1,0.5,0,0.5,0.5,0.1,0.1,0,0.2,0.8,0.3,"/cbb/schools/presbyterian/",2014
"8641",11,"Carlton Allen",21,1,7,0.4,0.6,0.667,0.4,0.6,0.667,0,0,NA,0.3,0.4,0.667,0.3,0.7,1,0,0,0.1,0.2,1.8,1,"/cbb/schools/manhattan/",2015
"3701",13,"Joey Gruden",4,0,1,0,0.3,0,0,0.3,0,0,0,NA,0,0,NA,0,0.3,0.3,0,0,0,0,0,0,"/cbb/schools/dayton/",2016
"6718",9,"Clint Robinson",35,6,14.9,1.3,2.9,0.461,1.3,2.9,0.461,0,0,NA,2.4,3.4,0.714,2.5,2.7,5.2,0.2,0.3,0.8,1,2.4,5.1,"/cbb/schools/illinois-chicago/",2017
"18566",2,"Ron Baker",36,36,29.9,4.1,8.9,0.456,2.2,3.9,0.553,1.9,5,0.38,3.1,3.7,0.842,0.8,3.1,3.8,3.1,1.4,0.6,1.7,1.8,13.1,"/cbb/schools/wichita-state/",2014
"17122",15,"Alex Foree",1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"/cbb/schools/tulsa/",2017
"11609",3,"Deckie Johnson",31,31,32.5,4.5,11.6,0.388,2.2,4.5,0.475,2.4,7.1,0.332,3.2,4,0.79,1.4,3.1,4.5,2.2,0.9,0.2,1.9,2.5,14.5,"/cbb/schools/north-texas/",2016
"6475",2,"Jeffrey Solarin",30,29,31.9,5.6,10,0.557,5.6,10,0.557,0,0,NA,1.5,2.8,0.524,3.7,5.3,8.9,0.9,0.6,0.9,1.9,2.1,12.6,"/cbb/schools/idaho-state/",2015
"13491",3,"Marquez Letcher-Ellis",32,1,21.6,3.4,6.7,0.514,3.2,5.4,0.59,0.3,1.3,0.195,3.1,4.8,0.645,1.6,3.4,5,0.7,0.8,1.1,1.8,3.2,10.2,"/cbb/schools/rice/",2016
"2162",13,"Jamal Smith",20,1,7.5,0.4,1.1,0.381,0.3,0.6,0.455,0.2,0.5,0.3,0.4,0.9,0.389,0.1,1.2,1.3,0.6,0.3,0,0.8,1.6,1.3,"/cbb/schools/cal-state-fullerton/",2017
"3544",8,"Eli Harrison",23,0,6.7,1.4,3.3,0.416,0.3,0.7,0.375,1.1,2.7,0.426,0.2,0.4,0.556,0.3,0.4,0.8,0,0.2,0,0.3,0.8,4.1,"/cbb/schools/dartmouth/",2014
"8507",14,"Sam Norton",8,0,2.4,0.1,0.4,0.333,0.1,0.4,0.333,0,0,NA,0.3,0.4,0.667,0,0.1,0.1,0.1,0.5,0,0.1,0,0.5,"/cbb/schools/loyola-md/",2017
"5878",1,"Charles Cooper",31,12,26.3,4.5,10.6,0.419,4.2,9.1,0.463,0.2,1.5,0.152,4.6,6.9,0.66,1.2,3.9,5.2,1.7,1.2,0.3,2.3,2,13.7,"/cbb/schools/green-bay/",2017
"8402",10,"Jeremy King",17,1,4.5,0.7,0.8,0.857,0.7,0.8,0.857,0,0,NA,0.2,0.5,0.333,0.4,0.5,0.9,0.1,0.2,0,0.4,0.9,1.6,"/cbb/schools/loyola-il/",2014
"4148",12,"Marques Bolden",24,1,6.5,0.7,1.5,0.457,0.7,1.5,0.457,0,0,NA,0.2,0.3,0.625,0.6,0.5,1.1,0.1,0.1,0.3,0.5,1.3,1.5,"/cbb/schools/duke/",2017
"623",8,"Jake Babic",30,6,17.1,1.6,4.3,0.362,0.9,1.8,0.473,0.7,2.5,0.28,1.1,1.4,0.791,0.5,1.2,1.8,2.1,0.3,0,1.3,1.9,5,"/cbb/schools/appalachian-state/",2017
"17418",4,"Ivan Rabb",34,34,28.7,4.7,7.7,0.615,4.7,7.6,0.615,0,0.1,0.5,3,4.5,0.669,2.8,5.8,8.5,0.9,0.5,1.2,1.5,3.1,12.5,"/cbb/schools/california/",2016
"17463",7,"Sean Harris",31,1,12.4,0.9,1.6,0.551,0.9,1.6,0.551,0,0,NA,0.2,0.4,0.538,1,1.4,2.4,0.5,0.3,0.5,0.5,1.3,2,"/cbb/schools/utah-state/",2015
"9500",5,"Darnell Harris",36,13,17.8,2.4,5.4,0.439,1.5,3.1,0.491,0.9,2.4,0.372,1,1.3,0.766,1.1,2.2,3.3,0.6,0.3,0.3,0.8,1.8,6.7,"/cbb/schools/middle-tennessee/",2015
"719",3,"Allonzo Trier",27,21,28,4.5,9.7,0.466,3,5.6,0.539,1.5,4.1,0.364,4.3,5.4,0.793,0.4,2.9,3.3,1.1,0.5,0.2,1.9,1.9,14.8,"/cbb/schools/arizona/",2016
"3873",11,"Jake Holtzmann",24,0,9.1,0.5,1.7,0.3,0.3,0.7,0.412,0.2,1,0.217,0.6,0.8,0.789,0.3,0.7,1,0.8,0.1,0,0.6,0.8,1.8,"/cbb/schools/denver/",2016
"9264",3,"Manu Lecomte",33,17,28,2.6,6.1,0.425,1.8,4,0.439,0.8,2.1,0.397,1.7,2.2,0.767,0.7,1.4,2.1,2.3,0.6,0,1.8,1.9,7.7,"/cbb/schools/miami-fl/",2014
"14305",5,"Brett Bailey",30,26,24.1,2.7,7.1,0.374,2.2,4.7,0.472,0.4,2.4,0.181,1.2,1.9,0.625,1.6,3.2,4.8,1.3,0.5,0.4,1.2,2.1,6.9,"/cbb/schools/san-diego/",2016
"2639",9,"JC Washington",9,8,17.4,2.2,4.4,0.5,2.2,4.3,0.513,0,0.1,0,0.2,0.6,0.4,1.2,3.1,4.3,1.2,0.3,0.7,1.4,3,4.7,"/cbb/schools/charlotte/",2017
"9029",11,"Zach Turcotte",7,0,1.9,0.3,0.7,0.4,0.3,0.4,0.667,0,0.3,0,0,0,NA,0,0.4,0.4,0.1,0,0.1,0.3,0.3,0.6,"/cbb/schools/massachusetts/",2016
"14750",7,"Herb McGee",31,2,18.7,1.2,3.7,0.322,0.5,1.5,0.362,0.6,2.2,0.294,0.6,1.1,0.545,0.1,1.8,1.9,1,0.8,0,1.2,2,3.6,"/cbb/schools/south-alabama/",2017
"8420",14,"London Dokubo",18,1,1.8,0,0.2,0,0,0.2,0,0,0,NA,0.1,0.1,0.5,0.1,0.2,0.3,0.2,0.1,0,0.2,0.1,0.1,"/cbb/schools/loyola-il/",2015
"2105",6,"Brent Wrapp",34,34,24.2,1.4,3.5,0.403,1,2.2,0.447,0.4,1.3,0.326,1.5,2.2,0.68,0.5,3.2,3.7,3.6,1,0.3,1.6,2.4,4.7,"/cbb/schools/cal-state-bakersfield/",2017
"15971",6,"DaJuan Coleman",17,13,15.6,2.2,4.2,0.535,2.2,4.1,0.543,0,0.1,0,1.2,2.1,0.571,1.8,2.9,4.8,0.2,0.4,0.5,1.4,2.2,5.6,"/cbb/schools/syracuse/",2017
"7124",4,"Marcellus Barksdale",32,31,29,3,6.8,0.445,2.8,5.8,0.476,0.3,1,0.273,2.2,3,0.737,1.3,3.8,5.1,1.6,1.6,0.9,1.8,2.4,8.5,"/cbb/schools/iupui/",2016
"1572",2,"Richaun Holmes",32,31,32,4.7,9.3,0.507,4.3,8,0.539,0.4,1.3,0.3,3.5,5,0.706,2.7,5,7.7,0.9,1.1,2.8,1.8,2.8,13.3,"/cbb/schools/bowling-green-state/",2014
"3134",5,"Nick Harris",34,31,24.5,2.3,3.6,0.637,2.3,3.6,0.637,0,0,NA,1.2,2,0.627,1.7,4.3,6,0.3,0.3,1.1,0.9,2.7,5.9,"/cbb/schools/college-of-charleston/",2017
"16186",11,"Kyle Alexander",32,23,14,1.3,2.8,0.466,1.3,2.6,0.488,0,0.2,0.167,0.7,1.4,0.5,1.8,2.3,4,0.2,0.2,1,0.5,1.7,3.3,"/cbb/schools/tennessee/",2017
"13104",15,"Stephen Osu",5,0,3.6,0.4,1.6,0.25,0.4,1.6,0.25,0,0,NA,0.2,0.8,0.25,0.8,0.8,1.6,0,0,0,0.4,0.4,1,"/cbb/schools/presbyterian/",2016
"1854",7,"Ryan Frazier",30,7,18.4,1.3,3.5,0.371,0.9,2.2,0.4,0.4,1.3,0.325,1.1,1.5,0.739,0.4,1,1.3,0.9,0.5,0.1,0.7,2.1,4.2,"/cbb/schools/bucknell/",2014
"6802",12,"Ryan Burton",14,0,3.5,0.3,0.3,1,0.3,0.3,1,0,0,NA,0,0,NA,0.3,0.4,0.7,0.2,0,0,0,0.5,0.6,"/cbb/schools/indiana/",2015
"4325",5,"Dylan Chatman",30,19,24.1,2.2,5.6,0.395,1,2.1,0.469,1.2,3.4,0.35,1.1,1.6,0.688,0.3,2,2.2,1.9,1.2,0,1.3,2.1,6.7,"/cbb/schools/eastern-illinois/",2014
"2269",10,"Jon Ander Cuadra",5,0,3.8,1.2,1.6,0.75,1.2,1.6,0.75,0,0,NA,0,0,NA,0.8,1.2,2,0.2,0,0.4,0.2,0.4,2.4,"/cbb/schools/campbell/",2017
"18220",12,"Jackie Davis",11,0,5.1,0.2,1.1,0.167,0.2,0.4,0.5,0,0.7,0,0.2,0.6,0.286,0.1,0.4,0.5,0,0.1,0.1,0.5,0.5,0.5,"/cbb/schools/washington-state/",2015
"13359",7,"Brandon Holcomb",35,31,19.4,2.1,4.1,0.51,2.1,4.1,0.51,0,0,NA,1.3,1.9,0.682,1.8,2.8,4.5,0.5,0.4,1,1.1,2.2,5.5,"/cbb/schools/radford/",2014
"8769",11,"Cam Marotta",9,0,2.1,0.1,0.7,0.167,0,0.3,0,0.1,0.3,0.333,0.2,0.2,1,0,0.2,0.2,0.2,0,0,0.3,0.2,0.6,"/cbb/schools/marquette/",2017
"2429",1,"Isaiah Sykes",30,29,31.9,6.6,13.9,0.475,6.2,12.8,0.483,0.4,1.1,0.375,3.6,6.6,0.54,2.9,4.3,7.2,3.5,1.7,0.2,3.7,2.7,17.2,"/cbb/schools/central-florida/",2014
"3724",6,"Marvin King-Davis",27,19,16.3,1.9,3.8,0.49,1.9,3.8,0.49,0,0,NA,1.4,2.1,0.672,1.7,2,3.7,0.1,0.1,0.8,0.5,2.7,5.1,"/cbb/schools/delaware/",2014
"1338",5,"Jeffrey Altidort",31,11,22.3,2,5.2,0.385,1.4,3.5,0.394,0.6,1.7,0.365,1.3,2.2,0.574,0.3,1.6,1.9,3.1,0.9,0.2,2.4,2.1,5.9,"/cbb/schools/bethune-cookman/",2017
"14541",6,"Joshua Floyd",29,25,21.2,2.5,6.6,0.384,1.4,3.1,0.449,1.1,3.5,0.327,1.3,2.1,0.613,1,1.7,2.8,2.6,0.7,0,1.7,1,7.5,"/cbb/schools/savannah-state/",2017
"7668",2,"Jerrell Wright",33,32,27.9,4.7,9,0.524,4.7,9,0.524,0,0,NA,2.7,4.4,0.603,2.9,3.6,6.5,1.5,0.7,0.7,2.2,2.8,12.1,"/cbb/schools/la-salle/",2015
"12511",8,"Casey Benson",36,9,19.6,1.2,3,0.385,0.5,1,0.472,0.7,2,0.342,0.5,0.7,0.68,0.2,1.7,1.9,2,0.6,0,0.6,1.6,3.5,"/cbb/schools/oregon/",2015
"18942",3,"Jason McManamen",38,38,31.8,3.4,9.5,0.356,1.1,2.7,0.422,2.3,6.8,0.331,2.2,3.1,0.712,0.4,2.6,3,2.4,0.6,0,1.2,2.4,11.3,"/cbb/schools/wyoming/",2017
"7095",1,"Ian Chiles",25,22,33.1,6,14.2,0.419,4.6,10,0.462,1.3,4.2,0.314,2.5,3.7,0.677,0.6,2.7,3.2,1.8,1,0.4,1.9,1.8,15.8,"/cbb/schools/iupui/",2014
"5545",2,"Tookie Brown",33,33,34,5.4,13.2,0.406,3.5,7.8,0.448,1.8,5.4,0.345,4.5,5.8,0.767,0.2,3.2,3.4,4,1.4,0.3,2.2,2.1,17.1,"/cbb/schools/georgia-southern/",2017
"1495",14,"Gordon Gehan",7,0,2,0.3,0.4,0.667,0.3,0.4,0.667,0,0,NA,0,0,NA,0.3,0,0.3,0,0,0,0,0,0.6,"/cbb/schools/boston-college/",2016
"11283",12,"Ethan Wilmoth",16,0,4,0.2,0.6,0.333,0.1,0.1,1,0.1,0.4,0.143,0.1,0.2,0.333,0.1,0.2,0.3,0.1,0.2,0,0.2,0.9,0.5,"/cbb/schools/north-carolina-asheville/",2014
"1308",10,"Allan Dempster",30,3,12.6,1.6,3.1,0.511,1.6,3.1,0.511,0,0,NA,0.8,1.2,0.639,1.5,1.4,2.9,0.1,0.5,0.3,0.7,2.5,3.9,"/cbb/schools/bethune-cookman/",2014
"3296",8,"Patrick Tape",17,0,10.4,1.4,2.6,0.533,1.4,2.6,0.533,0,0,NA,0.8,1.2,0.7,1.1,2.6,3.6,0.5,0.3,0.6,0.5,1.9,3.6,"/cbb/schools/columbia/",2017
