"","point.d","fg.d","three.d","ft.d","orb.d","drb.d","ast.d","stl.d","blk.d","tov.d","pf.d","g","team","loc.home","win","year"
"433",0.5700322,1.05636,1.163168,-0.08214244,0.3468025,1.597231,0.2723089,-1.82591,0.5725823,1.629633,-1.669596,23,"wofford",0,1,2017
"434",-0.002453843,-0.08728321,0.2488188,1.166598,-1.155776,0.0880641,0.9132691,-1.31224,-0.631713,0.2275162,-0.5382495,6,"central michigan",1,1,2015
"435",0.1883748,0.5510294,-0.6960083,1.481756,-0.7801316,0.0880641,-1.490332,1.256108,0.2715085,-0.7739957,-1.103923,24,"syracuse",1,1,2017
"436",-0.3841112,0.8347239,0.1451926,-0.9443678,-1.155776,0.6368522,-0.2084113,-1.055405,-0.631713,1.429331,0.7816548,24,"sacred heart",0,0,2016
"437",1.65139473202485,2.01382923716918,2.29696023863679,0.328157878702259,-1.34359863061743,1.18564032638872,2.67590974379892,-0.0280663433444056,1.47580373245296,0.0272138099649122,0.404539257298963,9,"bowling green state",0,1,2015
"438",1.142518,1.127284,0.7364715,0.8633322,-1.531421,0.3624582,1.233749,-0.2849011,0.8736561,-0.373391,-0.3496918,25,"northern iowa",1,1,2015
"439",-0.3205016,-0.5660177,-2.677098,-0.355676,2.225026,0.6368522,0.2723089,-1.055405,2.981173,-0.1730886,-0.161134,13,"middle tennessee",0,0,2013
"440",0.188374838631388,-0.0518213991943226,0.236627498311039,-0.0761960600856079,-0.592309225416642,-1.00951211980405,0.112068791516447,0.742438021962557,1.7768775489901,-0.573693344238629,0.404539257298963,22,"cal poly",1,1,2017
"441",1.015299,0.8701858,1.169263,-0.3497296,0.3468025,-0.18633,0.1120688,0.9992728,1.475804,-0.5736933,0.2159815,28,"texas christian",1,1,2015
"442",-0.3205016,-0.5926141,-1.329957,-0.2070165,1.473737,-0.597921,-0.8493716,0.2287684,-0.631713,-0.9742981,-0.161134,17,"eastern illinois",1,0,2014
"443",1.206128,0.3914513,-1.110513,1.868271,0.7224472,0.7740492,0.4325489,1.512942,1.17473,-0.7739957,-1.292481,13,"east carolina",1,1,2016
"444",-0.1932825,0.2141422,0.102523,0.345997,-1.155776,-0.460724,-0.6891315,-0.5417359,-0.631713,-0.373391,0.4045393,31,"ohio",0,0,2017
"445",-0.9565973,-1.213196,-0.4217037,2.6413,-1.155776,-0.8723151,-0.5288914,-0.5417359,-0.631713,-0.1730886,0.593097,23,"illinois",1,0,2017
"446",-0.3205016,0.2052767,0.9498196,0.3281579,0.5346249,1.18564,0.592789,-2.853249,0.5725823,2.631145,0.4045393,35,"north florida",0,0,2015
"447",0.6336418,0.6308185,-0.6167648,0.1616592,0.5346249,0.4996552,-0.3686514,0.4856032,-1.534934,-0.373391,-0.161134,24,"st bonaventure",0,1,2014
"448",-0.3841112,-0.6724031,0.7425672,-0.8016546,0.9102696,-0.323527,0.4325489,0.2287684,-0.631713,0.4278186,1.535886,30,"middle tennessee",0,0,2015
"449",-0.702159,-0.3000541,-0.01329452,0.7622437,-1.343599,-0.323527,-0.2084113,-1.055405,0.5725823,0.8284233,1.15877,36,"wyoming",0,0,2017
"450",-0.2568921,1.029764,0.5475061,-0.4924428,-0.9679539,0.6368522,-0.3686514,-0.7985707,-1.534934,1.429331,0.9702125,16,"montana state",0,0,2015
"451",1.90583297435415,0.861320298425595,0.315871065246644,0.042731568969647,1.47373663888552,1.18564032638872,2.67590974379892,3.3107859063191,0.271508466304367,-2.57671719158377,0.781654772360913,1,"abilene christian",1,1,2015
"452",0.5064226,1.64148,0.07814036,0.9644207,-1.907066,0.7740492,0.2723089,-0.7985707,-0.02956535,0.8284233,-0.161134,13,"lafayette",0,1,2017
"453",-0.00245384311558543,0.0900258548048876,0.96810657771663,-0.266480266574016,0.534624882384539,1.04844329850167,-0.208411327518862,-0.541735920215714,0.271508466304367,0.828423348902967,0.027423742237012,26,"american",1,0,2016
"454",-0.2568921,0.2762004,0.3829233,0.4887102,-0.4044869,0.0880641,1.073509,-1.055405,-0.02956535,0.2275162,2.85579,26,"illinois chicago",0,0,2014
"455",0.315594,0.01023677,0.1695752,-0.6292095,-0.2166645,-1.146709,-0.2084113,0.742438,1.776878,-0.7739957,-0.7268073,27,"virginia commonwealth",1,1,2015
"456",-0.6385494,-1.20433,-0.01939018,-0.9205822,2.412848,-0.460724,-1.650572,-1.31224,-1.836008,1.229028,0.9702125,27,"texas christian",0,0,2016
"457",-1.338255,-2.028818,0.1695752,-0.9027431,0.9102696,-1.5583,-0.2084113,-0.7985707,-0.3306392,0.2275162,0.593097,20,"miami fl",1,0,2015
"458",0.315594,-0.122745,-0.01939018,-0.2189092,-0.2166645,-0.18633,0.1120688,1.256108,-0.02956535,-0.1730886,-0.915365,19,"robert morris",1,1,2016
"459",-0.5749399,-0.1316105,0.07204471,-0.7421908,-0.9679539,-0.460724,0.1120688,0.742438,-0.3306392,0.4278186,1.913001,21,"san jose state",0,0,2016
"460",0.315594,0.1609495,0.8157151,-0.3437832,-0.02884217,0.2252611,0.1120688,1.256108,-1.233861,0.02721381,-1.669596,6,"hofstra",0,1,2015
"461",-0.3841112,-0.7255959,-0.9154521,1.089295,0.3468025,-0.323527,-0.3686514,0.9992728,-1.836008,-0.5736933,-0.161134,6,"southern methodist",0,0,2016
"462",-0.1932825,-0.2557268,-0.2815035,-0.230802,-0.7801316,-0.8723151,0.592789,-0.2849011,-1.836008,-0.5736933,0.2159815,17,"northern iowa",0,0,2014
"463",2.033052,1.410978,0.7974281,0.673048,-0.02884217,-0.323527,2.83615,1.256108,1.475804,-2.77702,0.4045393,11,"texas el paso",1,1,2014
"464",0.7608609,0.8347239,0.4865495,-1.390346,-0.4044869,0.2252611,1.393989,1.256108,0.5725823,-0.373391,-1.103923,16,"washington",1,1,2015
"465",0.06115572,-0.4596323,-0.9459303,1.237954,-0.02884217,0.0880641,-1.650572,0.9992728,-0.3306392,-1.575205,0.7816548,28,"northern colorado",1,1,2015
"466",-0.002453843,0.5067022,-0.7630606,0.7444046,-0.02884217,0.7740492,0.4325489,-0.7985707,0.5725823,1.229028,0.2159815,23,"california irvine",0,1,2015
"467",-1.529083,-1.018156,-0.5558082,0.5124957,-0.7801316,-1.009512,0.2723089,-0.7985707,-1.233861,0.628121,0.02742374,27,"louisiana state",1,0,2017
"468",-0.765768570103479,0.293931282428753,0.657227968969254,-1.50927399020143,-0.967953928017036,-0.597921036142908,0.272308851034102,-0.28490113178006,0.572582282841514,0.42781857943394,-0.538249530355914,19,"air force",0,0,2014
"469",1.269737,1.703538,3.046726,2.314249,-1.719243,1.048443,1.233749,0.2287684,0.5725823,-0.5736933,0.4045393,5,"central connecticut state",0,1,2016
"470",-1.529083,-1.922432,-2.049245,-1.984985,-0.5923092,-2.793073,-0.8493716,0.742438,-1.534934,-1.1746,-0.3496918,22,"lamar",1,0,2014
"471",-0.6385494,-1.10681,-2.018766,0.2805868,0.1589802,-1.009512,-0.6891315,-1.31224,-1.233861,-1.575205,-0.161134,15,"kent state",1,0,2016
"472",-1.14742593359743,-1.47915939256138,-1.23852197849024,1.43418482891613,0.346802531084342,-1.28390617557815,0.272308851034102,-0.541735920215714,-0.631712983307075,-0.773995728973143,0.970212529891889,3,"binghamton",0,0,2015
"473",1.587785,1.215938,2.827283,0.4887102,0.9102696,1.048443,0.4325489,0.4856032,-0.631713,0.2275162,0.2159815,15,"north dakota state",1,1,2016
"474",0.06115572,-0.7167304,0.4255929,-0.03457139,-0.4044869,-0.8723151,-0.04817127,2.026612,-3.642451,-1.575205,-0.915365,26,"oklahoma",1,1,2015
"475",0.3792035,0.5776258,-0.08034677,0.6849408,-0.2166645,1.048443,0.9132691,0.2287684,1.17473,0.2275162,-0.3496918,25,"coastal carolina",1,1,2016
"476",-0.702159,-1.292985,-0.8788781,1.077402,1.473737,-0.7351181,-1.650572,0.742438,0.5725823,-0.373391,0.2159815,35,"louisiana lafayette",0,0,2014
"477",0.570032202125335,-0.450766801067102,-0.147399018376897,0.720619054584599,2.03720369278611,-0.0491329245947142,0.272308851034102,0.228768445091249,-0.932786799844223,-0.773995728973143,-2.61238486319664,30,"arizona state",1,1,2016
"478",-1.083816,-1.071349,-0.5679995,-0.3021586,0.3468025,-1.009512,0.1120688,-0.5417359,-2.137082,0.4278186,1.15877,20,"richmond",0,0,2016
"479",0.1247653,0.4801058,-2.05534,0.345997,1.285914,1.18564,0.9132691,-0.5417359,-0.3306392,1.028726,-0.3496918,22,"sacramento state",1,1,2017
"480",1.269737,0.5332985,0.1451926,0.2330158,1.473737,1.048443,0.1120688,-0.02806634,0.5725823,-0.7739957,-1.103923,6,"duke",1,1,2016
"481",0.9516896,0.3648549,-1.403105,0.9941526,0.5346249,-0.04913292,-0.04817127,1.512942,-0.3306392,-2.176112,0.4045393,4,"louisiana tech",1,1,2016
"482",-0.6385494,0.01023677,0.4255929,0.05462433,0.3468025,0.3624582,-0.2084113,-0.02806634,-0.631713,1.429331,1.724444,5,"sacred heart",0,0,2015
"483",0.88808,-0.317785,-0.1595903,1.713665,0.1589802,0.4996552,-0.5288914,0.9992728,0.8736561,-1.374903,-1.858154,31,"illinois chicago",1,1,2015
"484",1.078909,0.5510294,0.5292191,-0.5519066,0.5346249,0.2252611,1.233749,0.4856032,0.2715085,-0.7739957,0.4045393,2,"illinois state",1,1,2016
"485",-0.3205016,-0.3532468,-1.713983,-0.8373329,-0.7801316,-0.8723151,-1.169852,1.256108,0.5725823,-1.374903,-0.7268073,12,"northern iowa",1,0,2016
"486",-1.401864,-1.479159,-0.8240172,0.6076378,-0.5923092,-0.323527,-1.009612,-1.82591,-0.02956535,0.628121,-0.915365,18,"presbyterian",1,0,2017
"487",-1.401864,-2.454359,-1.970001,0.1378737,0.3468025,-2.793073,-0.6891315,-0.02806634,-1.534934,-1.775508,0.9702125,12,"illinois chicago",0,0,2014
"488",0.7608609,1.295728,0.870576,-0.3259441,-0.4044869,0.7740492,0.592789,0.742438,1.17473,-0.1730886,-1.292481,31,"nevada las vegas",0,1,2015
"489",-0.7657686,-0.4950941,-0.0315815,0.00705328,-2.28271,-1.5583,-1.169852,-0.2849011,-0.9327868,-0.1730886,0.593097,30,"iowa state",0,0,2017
"490",0.2519844,-0.007494132,-0.06205979,-0.1297135,-0.2166645,0.0880641,-0.5288914,1.512942,0.5725823,-1.374903,-0.915365,23,"western carolina",0,1,2015
"491",0.315594,0.7460694,0.4621669,0.3935681,-0.4044869,0.3624582,-0.04817127,-0.5417359,0.2715085,0.628121,-0.7268073,21,"ohio state",1,1,2017
"492",-2.737665,-1.700796,-0.3851297,-0.9503141,-0.02884217,-0.323527,-0.8493716,-2.853249,-0.3306392,3.03175,0.9702125,12,"north carolina at",0,0,2014
"493",1.015299,0.3737204,0.6328453,0.1081418,0.9102696,-0.04913292,1.233749,-0.02806634,1.475804,-0.9742981,-1.669596,26,"middle tennessee",1,1,2014
"494",-1.465474,-0.690134,-1.397009,-0.5519066,-0.2166645,-0.18633,-0.3686514,-1.31224,-0.02956535,1.629633,-2.235269,5,"weber state",0,0,2016
"495",-1.083816,-1.425967,-0.5984778,-0.7957082,-0.5923092,-1.832694,-0.04817127,0.9992728,0.2715085,-0.9742981,0.2159815,33,"lamar",0,0,2017
"496",1.396956,1.969502,1.663012,0.1497664,-1.155776,0.4996552,2.83615,-0.02806634,-0.02956535,-0.5736933,0.593097,9,"north carolina central",1,1,2016
"497",-2.16517890291462,-2.22385747605723,-0.836208484817161,-1.3546680724296,-0.216664522816248,-1.96989131501339,-1.65057186317775,-1.31224028552268,-2.43815588252996,0.628120964168453,0.970212529891889,20,"binghamton",0,0,2014
"498",0.9516896,1.552826,0.7364715,-0.9859924,-0.02884217,0.9112463,1.554229,-0.5417359,1.17473,0.628121,0.02742374,28,"western kentucky",1,1,2015
"499",-0.765768570103479,-0.716730402315622,-0.263216539282782,-3.07911869373079,0.722447233684736,-0.46072400825586,0.432548910551756,1.25610759883387,0.873656099378662,0.227516194699426,2.47867459013969,10,"binghamton",1,0,2014
"500",-0.2568921,-0.5571522,1.175359,1.136866,-1.155776,-0.460724,-0.04817127,-0.02806634,-1.534934,0.02721381,0.7816548,29,"davidson",0,0,2017
"501",-1.211035,-0.7699231,0.2122449,-3.715382,2.037204,-1.421103,-0.5288914,0.9992728,-1.534934,-0.7739957,0.9702125,10,"hampton",0,0,2014
"502",-2.165179,-1.488025,-0.1534947,-0.9978852,-1.343599,-1.009512,-1.330092,-1.569075,-0.3306392,1.229028,0.2159815,6,"idaho state",0,0,2016
"503",0.3792035,0.1077568,-0.5497125,0.096249,1.473737,0.6368522,0.1120688,0.9992728,-0.3306392,0.628121,-0.3496918,22,"iowa",0,1,2014
"504",2.923586,1.978367,0.5536018,2.367767,-0.02884217,2.969202,0.9132691,0.9992728,2.981173,0.2275162,0.4045393,2,"louisiana tech",1,1,2013
"505",-0.8929877,-0.2645923,-1.372626,-0.9919388,-0.4044869,-0.323527,0.1120688,-0.02806634,-0.02956535,0.02721381,0.2159815,25,"ohio",1,0,2015
"506",0.3792035,0.6130876,0.7486629,0.5243885,-0.5923092,0.6368522,-0.8493716,-0.2849011,-0.9327868,0.4278186,0.2159815,23,"coastal carolina",0,1,2017
"507",0.124765278049064,1.24253479354847,0.139096954390293,-0.991938803811069,-1.71924333321782,0.0880641032923344,-0.0481712680012071,-0.28490113178006,-0.330639166769928,0.0272138099649122,-0.538249530355914,23,"cal state bakersfield",1,1,2015
"508",-0.7657686,-1.390505,-1.110513,-0.9265286,0.7224472,-0.8723151,-0.5288914,-0.7985707,-1.233861,1.028726,-0.3496918,24,"south alabama",1,0,2015
"509",-0.384111206609532,-0.69013404219077,0.0842360234348741,0.464924652115801,1.28591428758533,-0.186329952481763,-0.689131506071825,-0.0280663433444056,0.572582282841514,0.0272138099649122,1.72444356001579,33,"boise state",0,0,2015
"510",1.015299,0.6751458,0.2183405,-0.1713382,0.3468025,1.597231,0.592789,0.742438,-0.02956535,-0.7739957,-0.7268073,24,"southern mississippi",1,1,2014
"511",1.333347,1.490767,1.492333,0.1081418,-0.2166645,0.6368522,0.753029,1.769777,0.8736561,-0.5736933,0.2159815,22,"winthrop",1,1,2015
"512",-0.129672964280234,-0.672403135440869,0.480453858112903,-0.349729606912694,-0.592309225416642,-0.46072400825586,-0.368651387036516,0.742438021962557,-0.0295653502327804,-0.373390959504115,-0.538249530355914,25,"alabama",0,0,2014
"513",-1.465474,-1.39937,-1.744462,-0.9978852,-0.4044869,-1.146709,-1.009612,0.742438,0.2715085,-0.5736933,-0.915365,19,"james madison",0,0,2014
"514",-1.783522,-1.807181,-0.5497125,-0.2189092,0.9102696,-1.421103,-1.330092,-0.5417359,0.2715085,0.4278186,-0.161134,16,"troy",1,0,2016
"515",-0.9565973,-0.02522504,-0.8240172,-0.6708342,-0.4044869,-0.18633,-0.6891315,-0.2849011,-0.3306392,0.8284233,1.15877,18,"marshall",0,0,2015
"516",-1.529083,-1.160003,-1.701792,0.2151766,-1.155776,-0.8723151,-1.330092,-1.569075,2.077951,0.2275162,0.7816548,27,"campbell",1,0,2014
"517",-0.2568921,-1.097945,0.6328453,0.03083881,0.9102696,-0.597921,0.4325489,-0.5417359,-2.438156,0.02721381,0.2159815,8,"elon",0,0,2016
"518",-0.1932825,-0.03409049,1.278985,-1.206009,-0.02884217,-0.04913292,1.554229,-0.2849011,0.2715085,0.628121,0.2159815,21,"charlotte",1,0,2017
"519",-1.401864,-1.213196,-1.970001,0.7325118,-0.9679539,-1.5583,-1.330092,-0.5417359,-3.341377,-0.5736933,1.724444,15,"savannah state",0,0,2015
"520",-1.338255,-1.860374,-1.81761,-0.1832309,0.5346249,-1.283906,-1.490332,0.4856032,-1.836008,-0.1730886,0.4045393,15,"jackson state",0,0,2015
"521",1.078909,0.6751458,-0.2510252,-0.6708342,0.1589802,1.048443,-0.04817127,-0.7985707,0.8736561,-0.1730886,-2.800943,9,"east carolina",1,1,2013
"522",0.4428131,-0.3266505,-1.543305,-0.04051777,1.285914,-0.8723151,-0.3686514,1.256108,0.2715085,-2.176112,-1.669596,24,"stephen f austin",1,1,2017
"523",0.5064226,-0.5482868,-0.7081996,0.4233,-0.02884217,0.2252611,-0.2084113,1.769777,0.5725823,-1.575205,-0.5382495,8,"stanford",1,1,2014
"524",-0.8293781,-1.629872,-2.969689,0.3697825,1.285914,-1.421103,-1.490332,0.4856032,-0.631713,-0.9742981,-0.3496918,25,"new orleans",0,0,2016
"525",0.3792035,0.3914513,-0.1230164,-0.278373,-1.343599,0.6368522,-0.04817127,-0.5417359,1.776878,-0.373391,-1.103923,11,"notre dame",0,1,2013
"526",0.3792035,0.9943021,0.05375773,0.4649247,-0.02884217,1.597231,-0.3686514,-1.569075,0.5725823,2.030238,-1.103923,16,"santa clara",1,1,2016
"527",-0.3205016,0.7992621,1.242411,-1.247633,-0.7801316,-0.04913292,0.592789,-1.055405,-0.631713,1.829935,2.85579,9,"connecticut",0,0,2016
"528",-0.9565973,-1.372774,-0.4460863,-0.8967967,2.600671,-0.04913292,-0.3686514,-0.02806634,0.2715085,1.229028,0.593097,22,"southern illinois edwardsville",1,0,2016
"529",-0.3841112,0.1698149,-1.762749,-0.7481372,-0.9679539,-0.7351181,-0.8493716,0.9992728,0.5725823,-0.9742981,0.02742374,18,"texas el paso",0,0,2015
"530",0.5700322,0.5510294,1.364324,-0.7481372,-0.02884217,0.2252611,-0.3686514,-0.5417359,1.17473,0.2275162,-0.5382495,16,"robert morris",0,1,2016
"531",-0.002453843,-0.7699231,-0.8788781,-0.08214244,0.7224472,-0.460724,-0.04817127,-0.02806634,-0.9327868,-1.374903,-1.292481,6,"seton hall",0,1,2013
"532",0.4428131,-0.1848032,1.083924,0.4887102,0.1589802,-0.460724,0.753029,-1.31224,-0.631713,-0.373391,-1.292481,6,"new hampshire",1,1,2015
"533",0.315594,0.1786804,0.2671058,0.625477,-0.7801316,0.6368522,1.073509,-1.055405,-0.631713,0.8284233,-1.481038,32,"nevada las vegas",1,0,2016
"534",1.651395,1.898578,1.096115,0.01894604,1.473737,2.694808,1.393989,-0.02806634,-0.631713,0.8284233,-0.3496918,17,"murray state",0,1,2015
"535",-1.719912,-1.638738,-2.232114,-0.6589414,-0.02884217,-2.107088,-2.932492,-1.055405,-1.233861,-0.373391,1.535886,16,"northwestern",0,0,2014
"536",-0.5113303,-0.06955231,0.2244362,0.08435624,0.5346249,0.7740492,-0.3686514,-0.2849011,0.8736561,2.030238,0.9702125,16,"campbell",0,0,2017
"537",0.3792035,0.8347239,0.5048365,0.1913911,-0.02884217,-0.460724,-0.5288914,-1.055405,-0.02956535,0.2275162,0.7816548,7,"oregon state",0,0,2014
"538",0.3792035,-0.1848032,0.4926452,-0.3318905,0.5346249,-0.18633,-0.2084113,0.9992728,1.17473,-0.7739957,0.593097,3,"fresno state",1,1,2015
"539",1.651395,0.9499748,2.150664,0.7027799,0.3468025,1.322837,1.714469,0.2287684,-0.631713,-0.9742981,-0.161134,28,"davidson",1,1,2015
"540",0.6336418,0.7815312,-0.8301128,0.08435624,-0.5923092,0.9112463,0.4325489,-0.7985707,1.17473,1.028726,-2.046712,11,"north carolina state",1,1,2014
"541",0.06115572,0.719473,0.7242802,-0.0940352,-1.719243,0.2252611,-0.2084113,-0.7985707,0.5725823,0.628121,0.9702125,28,"san francisco",0,1,2015
"542",-1.020207,-1.656468,0.9985849,-0.05835692,-0.9679539,-2.381482,0.2723089,-0.02806634,0.5725823,-0.7739957,0.2159815,9,"george mason",0,0,2013
"543",-1.847131,-1.417101,0.07204471,-0.8849039,-0.9679539,-0.8723151,-1.490332,-1.569075,0.2715085,1.229028,-1.292481,18,"drexel",0,0,2015
"544",-0.3841112,-0.5837486,-1.281192,-0.1356599,1.098092,-0.7351181,-1.810812,-1.055405,1.17473,0.2275162,0.9702125,16,"virginia military institute",0,0,2015
"545",0.315594,0.542164,0.4926452,0.001106899,0.5346249,0.6368522,0.2723089,-0.7985707,-0.9327868,0.8284233,-1.669596,5,"mercer",0,0,2014
"546",0.5700322,0.2052767,0.1695752,0.4768174,0.1589802,-0.04913292,0.753029,-0.5417359,-0.3306392,-0.7739957,0.2159815,17,"milwaukee",1,1,2017
"547",-0.5113303,-0.2025341,-0.6594344,-0.5459602,-0.5923092,-1.5583,-1.169852,-0.2849011,-0.631713,-0.373391,0.02742374,14,"elon",1,0,2015
"548",1.078909,1.473037,0.2732015,-0.5935312,-1.155776,0.3624582,0.9132691,0.742438,-0.9327868,-1.374903,0.2159815,16,"monmouth",1,1,2017
"549",1.969443,2.013829,0.7791411,-0.3318905,-0.02884217,0.3624582,1.874709,0.2287684,0.2715085,-1.775508,0.4045393,6,"montana",1,1,2015
"550",1.206128,0.8524548,0.3951146,1.582844,-0.5923092,0.2252611,0.9132691,-0.02806634,0.8736561,-0.5736933,-0.3496918,15,"james madison",1,1,2017
"551",0.88808,1.038629,0.2671058,0.4887102,0.5346249,0.3624582,1.554229,0.2287684,-0.02956535,0.4278186,0.2159815,15,"southeast missouri state",0,1,2015
"552",0.2519844,-0.1759377,1.589864,0.3281579,-0.4044869,-0.323527,0.1120688,-0.2849011,-0.02956535,0.628121,-0.7268073,20,"texas tech",1,1,2015
"553",-2.165179,-1.168869,0.1695752,-0.9681533,-0.4044869,-0.597921,-0.8493716,-0.7985707,0.5725823,1.629633,1.347328,16,"drake",0,0,2016
"554",1.651395,0.8613203,2.144569,0.5422276,1.098092,0.6368522,1.554229,-0.02806634,-0.02956535,-0.9742981,-0.161134,3,"houston",0,1,2016
"555",0.951689565619282,1.21593843342362,0.651132309974207,0.0308388060641215,-0.967953928017036,0.49965518695348,1.07350914862237,-0.0280663433444056,-0.0295653502327804,-0.974298113707656,-0.726807287886889,8,"air force",1,1,2014
"556",-1.083816,0.0811604,0.6694193,-1.128706,-1.531421,-0.18633,-0.3686514,-0.2849011,-0.02956535,1.028726,1.347328,9,"maryland eastern shore",0,0,2016
"557",0.124765278049064,0.710607591051434,0.291488429266458,-1.34872169097683,0.534624882384539,0.911246270614626,0.112068791516447,-1.56907507395833,-1.23386061638137,1.82993527257554,-0.161134015293963,21,"baylor",0,1,2017
"558",-0.3205016,0.1875458,-0.720391,0.8098148,0.9102696,0.9112463,1.073509,-1.31224,0.5725823,1.229028,0.9702125,4,"north carolina",0,0,2015
"559",-0.8929877,-0.9649631,0.1330013,0.1081418,-0.2166645,-0.04913292,-0.5288914,-1.31224,0.2715085,1.429331,-0.161134,22,"clemson",0,0,2014
"560",0.315594,1.047495,1.400898,-2.187161,-1.719243,-0.7351181,0.4325489,0.9992728,0.2715085,-1.1746,0.02742374,12,"campbell",1,1,2014
"561",1.396956,2.164542,-0.1595903,-0.004839483,-1.155776,0.6368522,0.9132691,0.742438,1.776878,-0.373391,0.593097,21,"iona",0,1,2015
"562",0.6972513,0.3825858,1.894647,-0.08808882,-0.02884217,0.2252611,0.9132691,-1.31224,-0.631713,0.2275162,-0.7268073,21,"saint francis pa",1,1,2016
"563",-0.256892085444883,-1.18659943118801,-1.93342710392555,0.066517094780698,1.84938134148592,-0.597921036142908,0.592788970069411,0.742438021962557,-1.23386061638137,-0.773995728973143,2.29011683260872,19,"bethune cookman",1,0,2017
"564",0.06115572,0.9943021,0.07814036,-0.3854079,-0.9679539,0.0880641,0.753029,-0.02806634,-0.631713,-0.1730886,-0.161134,18,"kansas state",1,1,2015
"565",-0.7657686,-0.610345,-0.6716257,-0.7362444,0.9102696,-0.18633,-0.8493716,-2.082745,0.2715085,1.429331,1.15877,27,"radford",0,0,2017
"566",-1.401864,-2.011087,-1.854184,1.083348,-0.7801316,-1.421103,-0.3686514,0.742438,-0.9327868,-0.373391,0.02742374,12,"george washington",0,0,2015
"567",1.142518,0.6751458,0.5596974,0.8811714,-0.9679539,0.4996552,1.874709,0.9992728,0.5725823,-0.9742981,0.02742374,27,"princeton",0,1,2016
"568",0.2519844,-0.2113996,-0.03767716,0.2032839,0.9102696,0.4996552,-0.04817127,-0.02806634,0.8736561,0.02721381,-1.103923,12,"tennessee",1,1,2015
"569",-1.78352153942067,-0.894039469814636,0.0842360234348741,1.48175588053823,-1.53142098191763,-0.0491329245947142,-2.13129204173072,-1.82590986239398,0.572582282841514,2.43084242677908,0.593097014829938,21,"boston college",0,0,2016
"570",-2.419617,-1.275254,-0.9093564,-0.5221747,-1.343599,-1.146709,-1.650572,-0.5417359,-2.137082,1.229028,0.9702125,9,"georgia southern",0,0,2016
"571",0.8244704,1.907444,-0.952026,-0.8135474,-0.9679539,0.9112463,1.714469,-1.055405,2.680099,1.028726,-0.7268073,3,"california irvine",0,1,2013
"572",1.015299,0.4535094,-0.3302688,0.6908871,0.7224472,1.048443,0.4325489,-1.31224,1.776878,0.628121,-3.178058,2,"texas southern",1,1,2013
"573",3.81412,3.476629,2.193334,0.673048,0.9102696,2.420414,2.51567,0.9992728,1.475804,-1.775508,0.2159815,25,"njit",1,1,2014
"574",-0.5113303,-0.03409049,-0.3363644,-1.241687,-0.2166645,0.0880641,-0.3686514,-0.2849011,0.2715085,0.628121,1.535886,13,"vermont",0,0,2015
"575",1.015299,1.402113,0.1573839,-0.153499,1.098092,1.322837,0.9132691,0.9992728,0.2715085,-0.373391,0.2159815,13,"george washington",0,1,2015
"576",-2.101569,-1.771719,-1.750557,-0.4686572,-0.02884217,-2.381482,-0.5288914,-0.5417359,0.2715085,0.4278186,1.724444,16,"washington",0,0,2016
"577",2.796367,2.288658,1.346037,-0.4508181,1.285914,1.18564,2.19519,0.9992728,1.17473,-1.575205,-0.5382495,2,"portland state",1,1,2015
"578",1.015299,0.07229495,0.6998976,0.7800829,1.285914,0.9112463,1.073509,0.9992728,1.17473,0.4278186,-1.103923,18,"purdue",1,1,2016
"579",-0.2568921,0.816993,-0.5253299,0.3222115,0.9102696,2.14602,-0.2084113,-1.569075,-0.02956535,2.831447,0.2159815,21,"howard",1,0,2017
"580",-0.9565973,-1.257523,-0.1595903,2.338035,-1.155776,-0.8723151,-2.612012,-0.2849011,-0.631713,0.8284233,-1.669596,10,"coppin state",0,0,2013
"581",-1.147426,-1.266389,-0.5314255,-1.634148,1.285914,-0.7351181,-3.092732,0.2287684,-0.9327868,0.4278186,0.2159815,31,"georgia southern",0,0,2014
"582",-0.256892085444883,0.409182176303112,0.535314789068322,-0.718405256983983,-0.780131576716839,0.0880641032923344,-0.368651387036516,-0.0280663433444056,0.873656099378662,0.42781857943394,1.15877028742286,18,"butler",0,0,2016
"583",0.1883748,0.152084,-0.2022599,0.03083881,-0.4044869,0.7740492,-0.04817127,0.2287684,1.17473,0.628121,0.02742374,14,"louisiana tech",0,0,2013
"584",0.315594,-0.1582068,0.8949587,1.446078,-1.155776,0.3624582,0.592789,0.2287684,-0.631713,-0.373391,-0.915365,20,"colorado state",1,1,2015
"585",2.16027121668345,1.43757476779739,0.608462697008881,2.49858710896066,0.346802531084342,1.87162546582397,0.753029029587065,0.228768445091249,0.873656099378662,-0.173088574769602,-0.349691772824939,16,"brigham young",0,1,2015
"586",1.269737,2.049291,1.882455,-0.0940352,0.5346249,2.557611,1.233749,-1.055405,0.8736561,2.030238,0.593097,12,"tennessee tech",0,1,2014
"587",-0.2568921,0.2141422,0.01718377,0.5362812,-0.02884217,0.3624582,-0.6891315,-0.5417359,-0.3306392,0.4278186,0.7816548,33,"north carolina state",0,0,2016
"588",0.315594,-0.6192104,1.138785,-0.004839483,1.473737,-0.18633,0.4325489,0.4856032,0.8736561,0.2275162,-0.161134,12,"wake forest",0,1,2015
"589",-0.8929877,-0.7433268,0.102523,-0.5756921,0.1589802,-0.597921,-1.330092,-0.7985707,-0.3306392,1.028726,-0.161134,10,"central michigan",0,0,2015
