"","point.d","fg.d","three.d","ft.d","orb.d","drb.d","ast.d","stl.d","blk.d","tov.d","pf.d","g","team","loc.home","win","year"
"590",-0.256892085444883,0.249604015554,-0.781347553861742,-0.367568751270982,-0.0288421715160516,-0.597921036142908,0.753029029587065,-0.0280663433444056,-0.330639166769928,-0.173088574769602,0.781654772360913,24,"boston college",1,0,2015
"591",2.09666165610112,1.5616911150467,1.55938550023615,-1.78875391848128,0.158980179784145,1.87162546582397,0.91326908910472,0.999272810398211,2.98117281513869,0.227516194699426,-0.915365045417865,7,"baylor",1,1,2016
"592",0.2519844,-0.3532468,0.1756709,-0.3794615,-0.5923092,-1.283906,0.2723089,1.512942,0.2715085,-1.775508,-0.915365,24,"south dakota",1,1,2017
"593",1.333347,2.173407,1.138785,0.673048,0.1589802,2.283217,0.753029,-0.7985707,0.5725823,1.229028,-0.915365,20,"george washington",1,1,2014
"594",-1.338255,-0.5571522,-0.9398347,-0.8670648,0.1589802,-0.7351181,-1.169852,-1.055405,-0.02956535,1.229028,-0.7268073,2,"elon",0,0,2015
"595",-0.1932825,-0.7078649,0.3402537,0.7206191,0.1589802,-0.18633,-0.2084113,-0.2849011,-1.534934,-0.1730886,-1.481038,20,"tulane",0,0,2015
"596",0.1883748,0.347124,1.425281,-0.6113704,-0.5923092,-0.04913292,-0.6891315,-0.5417359,0.2715085,0.2275162,-1.103923,30,"wofford",0,1,2015
"597",1.015299,1.490767,-0.2815035,-2.591515,-0.5923092,0.9112463,1.073509,-0.2849011,1.17473,-0.1730886,-1.103923,8,"utah",1,1,2015
"598",1.905833,0.7549349,0.2122449,-0.04646415,1.285914,0.4996552,1.714469,0.742438,1.475804,-1.374903,-1.858154,4,"citadel",1,1,2014
"599",1.269737,0.5953567,1.638629,0.1616592,-0.4044869,-1.009512,0.9132691,2.026612,-0.3306392,-2.77702,-0.7268073,20,"villanova",1,1,2015
"600",-0.4477208,-1.080214,-0.4217037,-0.5935312,1.285914,-0.323527,-0.6891315,-0.02806634,-0.02956535,-0.1730886,0.9702125,28,"syracuse",0,0,2017
"601",-0.3205016,-0.5216904,1.163168,0.9109033,0.5346249,0.7740492,-0.2084113,-0.2849011,-0.9327868,1.028726,-0.3496918,11,"louisiana lafayette",0,0,2014
"602",-0.6385494,-0.1316105,0.2671058,-0.1832309,0.5346249,0.6368522,-1.009612,-0.7985707,-0.9327868,1.629633,-1.103923,15,"northern illinois",1,0,2014
"603",1.778614,0.5510294,1.163168,0.5838523,0.9102696,0.3624582,1.393989,0.9992728,-0.02956535,-1.575205,-0.161134,17,"morgan state",1,1,2017
"604",-0.8293781,-1.417101,0.02937509,0.5065493,0.1589802,-1.009512,-1.810812,0.742438,-0.9327868,-0.7739957,0.02742374,12,"morgan state",0,0,2015
"605",1.651395,1.747866,-0.1413034,0.3935681,0.5346249,2.008822,1.874709,0.2287684,0.2715085,0.02721381,-1.481038,5,"new orleans",1,1,2016
"606",-0.829378130685804,-0.0252250390694706,0.00499245649926835,0.518442085190666,-1.90706568451802,-0.186329952481763,0.592788970069411,0.228768445091249,-0.0295653502327804,0.42781857943394,1.53588580248481,12,"american",0,0,2014
"607",0.1883748,0.2318731,-0.3302688,-2.062287,0.3468025,-0.597921,-1.169852,0.4856032,1.17473,-0.9742981,0.4045393,33,"north carolina greensboro",1,1,2016
"608",-0.8929877,-1.266389,-0.5314255,0.2746404,-0.4044869,-0.8723151,-0.2084113,0.2287684,-0.631713,-0.373391,0.2159815,12,"kennesaw state",0,0,2016
"609",0.9516896,1.2514,0.5718887,-0.2070165,-0.02884217,0.7740492,1.233749,0.4856032,0.5725823,0.02721381,-1.103923,13,"charlotte",1,1,2014
"610",-1.65630241825602,-1.87810479443416,-1.61645283618313,-1.00383156671659,-0.592309225416642,-1.6954972592393,-1.81081192269541,-1.31224028552268,-0.631712983307075,-0.173088574769602,-0.349691772824939,7,"alcorn state",0,0,2015
"611",0.2519844,-0.2291305,-0.3241731,-0.2189092,0.5346249,-0.597921,-1.169852,0.2287684,0.5725823,-0.5736933,-1.292481,26,"holy cross",0,1,2014
"612",0.7608609,1.93404,0.6328453,-1.003832,-1.719243,1.460034,-0.5288914,0.2287684,-1.534934,0.2275162,-0.161134,32,"dayton",0,1,2014
"613",0.760860883872308,-0.105014119444026,-0.958121664718093,-0.432978947251372,3.53978250318769,1.18564032638872,0.432548910551756,0.228768445091249,0.271508466304367,0.227516194699426,-0.161134015293963,8,"baylor",1,1,2015
"614",0.7608609,1.730135,1.809308,0.3400506,-2.470533,0.3624582,1.393989,-0.02806634,0.2715085,-0.373391,0.4045393,18,"youngstown state",0,1,2014
"615",0.88808,1.34892,-0.3729384,-0.7957082,0.1589802,0.9112463,1.393989,-0.2849011,-0.3306392,0.2275162,0.9702125,22,"iowa state",1,1,2014
"616",-1.465474,-1.718527,-2.091914,-0.0940352,2.600671,-1.146709,-2.612012,2.026612,-1.836008,-0.5736933,1.15877,18,"rutgers",0,0,2014
"617",-1.338255,-2.197261,-0.5740951,0.5779059,-0.4044869,-2.107088,-0.8493716,-0.02806634,-2.438156,-0.9742981,-0.161134,23,"grand canyon",0,0,2016
"618",-0.002453843,0.6219531,0.1817666,0.8454931,-1.531421,0.3624582,0.4325489,-0.2849011,-0.02956535,0.4278186,-0.7268073,34,"dayton",0,1,2015
"619",0.5064226,-0.3975741,-1.390913,-0.153499,1.849381,0.3624582,-0.6891315,-0.2849011,0.5725823,-0.373391,-1.669596,17,"south carolina",1,1,2016
"620",-0.1932825,-0.787654,0.2671058,-0.5994776,0.5346249,-0.04913292,0.4325489,-1.569075,-1.534934,0.4278186,-0.915365,6,"hawaii",1,0,2016
"621",0.315594,0.1964113,-0.6777214,0.7384582,-0.2166645,0.7740492,-0.8493716,-0.2849011,-0.631713,-0.1730886,-1.103923,29,"louisiana state",0,1,2014
"622",-0.956597251850453,-1.95789387480871,-1.00688693667847,0.958474312695108,0.158980179784145,-1.6954972592393,-1.16985168462479,0.742438021962557,-0.932786799844223,-1.17460049844217,-1.29248056047982,10,"cal poly",0,0,2016
"623",1.651395,1.730135,-0.7630606,-0.4746036,-0.02884217,2.14602,0.2723089,0.2287684,2.680099,-0.373391,-1.481038,1,"miami oh",1,1,2016
"624",0.8244704,1.029764,1.51062,0.797922,-0.7801316,2.008822,-0.04817127,0.2287684,-0.3306392,0.628121,-0.7268073,2,"east carolina",1,1,2015
"625",0.5700322,1.508498,1.663012,-0.855172,-2.094888,0.6368522,0.753029,0.2287684,0.5725823,1.429331,-0.3496918,11,"east tennessee state",0,1,2016
"626",-0.5113303,-0.5748831,0.1756709,-0.932475,-0.2166645,0.3624582,-0.5288914,-0.5417359,-0.02956535,0.4278186,-0.161134,9,"sacred heart",1,0,2013
"627",0.6336418,0.7903967,-0.04377282,-0.7065125,-1.343599,-0.597921,0.2723089,1.256108,-0.9327868,-1.1746,-1.292481,24,"east carolina",1,1,2015
"628",1.142518,-0.1493414,1.138785,1.160651,0.9102696,0.0880641,0.592789,1.512942,0.2715085,-1.775508,0.2159815,17,"dayton",0,1,2017
"629",0.442813080960686,0.488971256677668,1.40089836636494,-1.06924176269699,0.346802531084342,0.636852214840529,0.432548910551756,0.742438021962557,-0.0295653502327804,1.02872573363748,-0.726807287886889,10,"brigham young",1,1,2016
"630",0.2519844,-0.0518214,-0.9764086,-0.004839483,1.473737,0.9112463,0.4325489,0.9992728,-0.631713,-0.1730886,-1.292481,11,"st francis ny",1,1,2014
"631",-1.847131100003,-2.62280287793001,-2.15896648674227,2.22505356213357,-0.592309225416642,-1.83269428712635,-1.4903318036601,-0.0280663433444056,-1.23386061638137,0.227516194699426,-0.915365045417865,15,"boston college",1,0,2016
"632",1.651395,0.9322439,1.096115,0.7206191,0.9102696,1.734428,0.4325489,-1.569075,0.5725823,1.028726,-0.7268073,11,"houston",1,1,2014
"633",-0.8929877,-0.1316105,0.5353148,-1.229794,-0.2166645,-0.18633,-0.3686514,-1.055405,-0.631713,1.229028,1.913001,27,"kansas state",0,0,2014
"634",0.442813080960686,-0.68126858881582,1.09001975761756,1.49364864344376,-0.592309225416642,-0.597921036142908,-0.0481712680012071,-1.05540549708702,-0.631712983307075,-0.573693344238629,-0.726807287886889,7,"binghamton",0,1,2016
"635",3.114415,2.793989,2.418873,0.2389622,0.9102696,3.792384,3.31687,-0.02806634,1.475804,0.628121,-0.3496918,13,"radford",1,1,2014
"636",-1.465474,-0.5394213,1.839786,-0.230802,-0.9679539,-0.8723151,-1.650572,-1.055405,-0.02956535,1.229028,0.7816548,28,"rutgers",0,0,2016
"637",-0.00245384311558543,-0.317785000442843,0.212244862330852,1.09524108610865,-0.592309225416642,0.0880641032923344,0.432548910551756,-0.0280663433444056,0.873656099378662,0.227516194699426,-0.538249530355914,26,"bryant",0,1,2015
"638",2.28749,0.914513,0.2671058,2.01693,0.7224472,0.9112463,1.714469,-0.02806634,-0.3306392,-0.9742981,-1.481038,10,"creighton",1,1,2013
"639",-1.020207,-0.3443814,-0.7630606,-0.07024968,-0.5923092,-0.04913292,-0.6891315,0.4856032,-0.02956535,1.429331,-0.5382495,19,"longwood",0,0,2017
"640",0.6336418,1.455306,-0.06205979,-2.032556,0.7224472,-0.18633,0.2723089,-0.02806634,-0.02956535,-0.1730886,-0.7268073,11,"missouri kansas city",1,1,2015
"641",-1.847131,-1.115676,-1.726175,-0.4983891,-2.094888,-2.244285,-1.169852,-0.2849011,1.17473,-0.373391,0.7816548,23,"nicholls state",0,0,2017
"642",1.206128,0.6751458,1.071733,-0.01673225,2.412848,1.734428,0.753029,0.2287684,-0.9327868,0.2275162,0.9702125,23,"lamar",1,1,2017
"643",0.3792035,0.1698149,0.6998976,-0.7897618,0.9102696,0.3624582,-0.5288914,-0.02806634,-0.02956535,0.02721381,-0.915365,1,"georgia tech",1,1,2014
"644",-0.3841112,-0.6192104,0.4865495,-1.711451,0.5346249,-1.421103,-0.8493716,0.742438,-0.9327868,-1.1746,0.2159815,23,"ohio state",1,0,2016
"645",-0.129673,-0.08728321,-0.3363644,-0.9978852,-0.02884217,-0.8723151,-1.490332,0.742438,-0.631713,-0.9742981,0.9702125,28,"east tennessee state",0,0,2015
"646",-0.7657686,-1.151138,-0.9946956,0.9525279,0.5346249,-1.009512,-1.169852,1.256108,-0.3306392,-0.7739957,0.9702125,9,"longwood",1,0,2015
"647",1.269737,0.9854366,1.535003,-0.08214244,0.7224472,0.6368522,1.233749,0.9992728,1.17473,0.02721381,-1.669596,3,"new mexico state",1,1,2014
"648",-2.03796,-1.177734,-0.4217037,-1.027617,-0.7801316,-1.421103,-1.650572,0.9992728,-0.9327868,-0.1730886,-0.5382495,1,"mississippi valley state",0,0,2016
"649",0.7608609,0.816993,-0.1778773,-0.7540835,-0.02884217,0.3624582,0.1120688,1.256108,0.5725823,-1.1746,-1.292481,12,"minnesota",1,1,2013
"650",-0.6385494,-0.220265,0.2549145,0.4233,-0.5923092,-1.009512,0.592789,-1.055405,-0.3306392,0.8284233,0.593097,15,"western illinois",1,0,2015
"651",-1.783522,-2.418897,-1.628644,0.2568013,0.1589802,-1.5583,-1.490332,-1.31224,-1.233861,0.4278186,-1.103923,30,"northwestern",1,0,2014
"652",-0.8293781,-1.044752,-2.122393,2.123965,0.5346249,-0.460724,-0.3686514,-0.2849011,-2.73923,0.02721381,0.02742374,20,"miami oh",0,0,2014
"653",-0.193282524862559,0.932243925425201,0.00499245649926835,-0.81949374168095,-0.967953928017036,0.774049242727577,0.91326908910472,-1.05540549708702,0.271508466304367,0.628120964168453,0.781654772360913,30,"air force",0,0,2014
"654",-1.083816,-0.8585777,0.3280624,2.373713,-0.7801316,-0.18633,-1.330092,-1.055405,-0.631713,1.629633,-0.3496918,20,"southern mississippi",0,0,2017
"655",0.1247653,-0.5305559,-0.6533387,-0.9443678,0.3468025,-0.460724,1.073509,0.9992728,-0.9327868,-0.7739957,0.593097,11,"michigan",0,1,2013
"656",-0.8293781,-0.2823232,-0.09253809,-0.9443678,-1.343599,-1.5583,0.2723089,0.2287684,-0.631713,0.2275162,2.101559,2,"san diego",0,0,2015
"657",-0.2568921,-0.2025341,0.3036797,0.8990105,-1.531421,-0.323527,-1.330092,-0.7985707,-0.02956535,1.028726,1.15877,3,"youngstown state",0,0,2015
"658",-1.910741,-2.410032,-0.9946956,-0.004839483,-0.02884217,-1.969891,-2.451772,-0.2849011,-0.631713,-0.5736933,1.724444,35,"robert morris",0,0,2015
"659",-0.3205016,0.2673349,0.4316886,-0.9978852,0.3468025,0.4996552,-0.3686514,0.4856032,0.2715085,0.8284233,0.9702125,25,"saint josephs",0,0,2015
"660",-0.3205016,-0.2557268,-0.6960083,-0.1178207,1.285914,-0.323527,1.233749,0.2287684,-0.02956535,-0.1730886,0.593097,16,"south carolina state",1,0,2017
"661",0.7608609,0.2673349,0.4621669,2.225054,-0.4044869,0.2252611,-0.04817127,0.742438,0.2715085,0.02721381,-0.7268073,19,"san francisco",0,1,2016
"662",0.6336418,0.5244331,-1.226331,-0.4983891,-0.02884217,0.3624582,-0.6891315,1.256108,-0.3306392,-1.775508,-0.915365,1,"wake forest",1,1,2013
"663",-0.3205016,0.2850658,-0.6289561,-0.3497296,-0.5923092,-0.323527,-0.8493716,-0.02806634,-1.233861,-0.373391,0.7816548,6,"california",0,0,2015
"664",0.061155717466739,0.426913083053013,1.77882922405783,-0.682726968267407,-0.404486874116445,0.225261131179383,0.91326908910472,-1.82590986239398,-0.0295653502327804,1.22902811837199,-2.04671159060372,33,"austin peay",0,1,2016
"665",-1.401864,-0.4862286,-1.390913,-0.5756921,-0.02884217,-0.597921,-0.5288914,-1.055405,0.2715085,1.028726,1.535886,19,"south florida",1,0,2017
"666",0.2519844,0.8879167,0.1451926,0.4114072,-1.155776,0.0880641,-1.330092,-0.2849011,-1.233861,0.4278186,0.7816548,31,"north carolina at",1,1,2017
"667",-0.5113303,-0.2379959,1.528907,-0.2367484,-0.2166645,-0.7351181,0.592789,-0.2849011,1.17473,0.628121,0.7816548,10,"tennessee",0,0,2015
"668",-0.956597251850453,0.0191022278052827,0.474358199117856,-2.20500062017467,-0.592309225416642,-1.00951211980405,-1.33009174414244,0.742438021962557,-0.932786799844223,-0.173088574769602,0.215981499767987,8,"boston university",0,0,2014
"669",0.315594,1.224804,2.168951,-1.824432,-0.5923092,1.18564,1.393989,-0.5417359,0.8736561,1.028726,1.535886,13,"northern colorado",1,1,2015
"670",0.6972513,0.2762004,0.334158,1.689879,-0.7801316,0.6368522,0.753029,-0.7985707,-0.02956535,0.02721381,0.2159815,5,"gonzaga",0,1,2014
"671",-1.338255,-1.168869,-0.2754079,-0.0643033,-0.02884217,-2.244285,-0.3686514,1.769777,-0.9327868,-0.373391,1.15877,2,"northern arizona",0,0,2015
"672",-0.3205016,-0.220265,-0.2997905,-0.4389253,-0.5923092,-0.7351181,-0.6891315,-0.2849011,-0.631713,-0.7739957,-0.5382495,29,"delaware",1,0,2014
"673",-0.002453843,-0.1670723,0.888863,-0.1951237,0.9102696,0.3624582,0.592789,-0.02806634,-2.438156,0.02721381,0.4045393,28,"north carolina",0,0,2014
"674",-2.419617,-2.941959,-0.5679995,0.3043724,0.5346249,-2.930271,-1.810812,-0.02806634,-2.137082,0.628121,0.7816548,12,"mississippi valley state",0,0,2013
"675",0.6972513,0.5687603,-0.08644243,0.5006029,0.5346249,0.7740492,0.592789,-0.02806634,0.2715085,-0.5736933,-0.915365,29,"norfolk state",1,1,2014
"676",0.315594,-0.5837486,-0.433895,0.345997,1.473737,-0.323527,-1.490332,-0.5417359,0.2715085,0.4278186,-0.7268073,6,"maryland",0,0,2016
"677",-1.529083,-1.089079,-1.281192,0.00705328,-0.7801316,-0.8723151,-1.330092,-0.02806634,-1.534934,0.628121,1.15877,30,"stanford",0,0,2016
"678",1.142518,0.7460694,1.943412,0.01894604,0.5346249,0.6368522,0.753029,-0.2849011,1.475804,-0.1730886,0.4045393,9,"washington",1,1,2013
"679",0.3792035,-0.01635959,0.4377842,1.071456,-1.719243,-0.460724,0.1120688,-0.2849011,-0.3306392,-1.374903,-1.858154,26,"south dakota state",0,1,2015
"680",0.8244704,0.444644,-0.4948516,0.3519434,1.285914,0.9112463,-0.2084113,-0.5417359,2.077951,1.429331,-2.046712,7,"california",1,1,2015
"681",1.651395,1.871982,1.236316,-0.3973007,-0.5923092,1.048443,1.393989,1.256108,2.379025,-0.7739957,0.9702125,9,"southern",1,1,2015
"682",-0.3205016,-1.071349,-1.037365,-0.4627109,-0.2166645,-3.204665,-0.2084113,0.9992728,-0.3306392,-3.177624,1.15877,7,"eastern illinois",1,0,2016
"683",-0.2568921,0.1077568,-0.6167648,-0.7957082,0.3468025,0.3624582,0.753029,-0.02806634,0.5725823,1.028726,-0.161134,34,"california irvine",0,0,2014
"684",-1.847131,-1.355043,-1.122704,-1.72929,-0.02884217,-0.8723151,-0.6891315,-0.2849011,-1.233861,0.8284233,2.101559,9,"southern",0,0,2014
"685",0.1883748,1.003168,0.4804539,-1.17033,-1.907066,-0.323527,0.4325489,0.742438,1.17473,-0.5736933,-1.481038,30,"florida",1,1,2015
"686",0.8244704,0.7460694,-0.1108251,-0.004839483,0.3468025,-0.323527,0.592789,-0.5417359,0.8736561,-1.97581,-1.858154,31,"mercer",1,1,2014
"687",1.142518,1.100688,1.150976,-0.2010701,0.5346249,0.9112463,1.393989,0.742438,-0.02956535,-0.5736933,-1.669596,32,"ucla",0,1,2014
"688",0.88808,0.5332985,1.041254,0.1497664,0.9102696,1.460034,0.4325489,-1.055405,0.2715085,0.8284233,0.4045393,28,"loyola md",1,1,2016
"689",0.7608609,0.1166222,0.12081,1.892056,0.3468025,0.4996552,0.2723089,-0.7985707,-1.233861,-0.5736933,-0.161134,7,"drexel",0,1,2015
"690",0.7608609,0.7106076,0.9193413,1.101187,-0.2166645,0.7740492,0.2723089,-0.2849011,1.17473,0.2275162,-1.292481,26,"south alabama",1,1,2017
"691",-0.1932825,-0.6989995,-0.01939018,0.09030262,0.5346249,-0.8723151,-1.650572,0.742438,-0.9327868,-0.9742981,-1.669596,6,"coppin state",0,0,2016
"692",-0.8293781,-0.4862286,0.1330013,-0.1237671,-0.2166645,-0.7351181,1.233749,-0.7985707,-0.3306392,1.028726,1.347328,2,"oakland",0,0,2014
"693",1.460566,1.854251,0.620654,0.875225,-0.7801316,1.322837,1.233749,-0.02806634,1.776878,-0.5736933,0.02742374,2,"longwood",1,1,2015
"694",0.5700322,0.3825858,0.02937509,-0.932475,1.098092,1.18564,0.9132691,0.2287684,0.5725823,1.229028,-0.7268073,20,"north carolina asheville",0,1,2015
"695",0.4428131,1.269131,0.2427232,-0.1772845,-1.343599,0.0880641,-0.04817127,-0.02806634,-0.631713,-0.7739957,-1.481038,3,"mercer",1,1,2014
"696",-0.320501646027208,-0.707864948940672,0.425592927157483,-0.658941442456356,-0.592309225416642,-0.597921036142908,-0.208411327518862,0.228768445091249,0.271508466304367,-0.573693344238629,0.404539257298963,27,"alcorn state",1,0,2015
"697",0.315594,0.8613203,-1.329957,-1.390346,-0.4044869,-0.597921,-0.04817127,-0.7985707,-1.534934,-1.575205,-0.7268073,30,"north carolina central",0,1,2014
"698",0.6336418,1.118418,-0.1108251,-0.04646415,0.3468025,0.4996552,0.1120688,1.256108,-0.631713,0.02721381,-0.161134,13,"southeastern louisiana",0,1,2016
"699",1.269737,1.455306,0.4926452,-0.6411023,-1.155776,-0.597921,0.9132691,1.256108,-0.02956535,-1.775508,0.4045393,24,"maryland eastern shore",1,1,2017
"700",-0.7657686,-1.133407,-0.7325823,1.232008,-0.5923092,-0.8723151,-0.8493716,-0.02806634,0.5725823,0.2275162,-0.161134,5,"holy cross",0,0,2013
"701",-0.8293781,-1.00929,-1.238522,-0.004839483,1.285914,-0.04913292,0.4325489,-0.7985707,-0.9327868,1.028726,1.347328,29,"west virginia",0,0,2015
"702",0.4428131,0.7460694,1.199742,-0.2724266,0.1589802,0.7740492,0.4325489,0.2287684,1.776878,0.02721381,0.02742374,1,"hampton",1,1,2013
"703",1.460566,1.242535,1.120498,1.124973,0.9102696,2.969202,2.67591,-1.31224,1.776878,1.829935,0.2159815,4,"michigan state",1,1,2015
"704",-1.910741,-2.019952,-0.6045734,-3.203993,0.3468025,-1.832694,-2.451772,0.9992728,-0.9327868,-0.1730886,-0.5382495,8,"la salle",0,0,2015
"705",-0.3841112,-0.8408467,-0.6533387,-0.6529951,0.9102696,-0.8723151,-0.04817127,-0.02806634,-0.9327868,-0.373391,0.593097,10,"drexel",0,0,2014
"706",-1.401864,-2.046548,-1.616453,-1.973092,1.849381,-1.283906,-1.971052,0.9992728,-0.631713,0.2275162,2.101559,13,"north carolina greensboro",0,0,2014
"707",-1.401864,-0.220265,-1.720079,0.1021954,-0.4044869,-0.18633,-1.330092,-0.7985707,-0.02956535,1.028726,0.02742374,13,"texas am corpus christi",0,0,2013
"708",-0.8929877,-0.3887086,0.102523,-0.1772845,-1.343599,-0.8723151,1.073509,-0.2849011,-1.233861,0.2275162,0.593097,17,"western illinois",0,0,2015
"709",-0.574939888356506,-0.00749413231956926,-0.019390179480918,-0.355675988365457,-0.404486874116445,0.49965518695348,0.272308851034102,-1.31224028552268,1.17472991591581,1.42933050310651,0.970212529891889,9,"ball state",0,0,2013
"710",0.6336418,-0.5394213,-0.7935389,1.565005,0.5346249,0.2252611,-0.8493716,1.256108,-0.3306392,-1.374903,-0.5382495,23,"oakland",0,1,2016
"711",0.6972513,0.7017421,1.071733,-0.2962122,-0.02884217,0.0880641,2.03495,0.4856032,-0.3306392,-0.7739957,0.9702125,25,"sam houston state",1,1,2016
"712",1.905833,0.7017421,0.2488188,0.2746404,2.225026,1.18564,2.67591,0.9992728,0.2715085,-1.374903,-0.915365,12,"texas tech",1,1,2016
"713",-0.1932825,0.2230077,1.821499,-1.188169,0.7224472,1.322837,0.2723089,-2.082745,-0.3306392,2.430842,1.15877,15,"san diego state",0,0,2015
"714",-0.3841112,-0.1493414,0.8827674,-0.004839483,-0.9679539,-0.323527,0.9132691,-0.5417359,-0.9327868,0.8284233,1.724444,22,"washington state",0,0,2014
"715",1.396956,1.05636,1.022968,-1.390346,-0.5923092,0.3624582,1.714469,1.512942,0.2715085,-1.575205,-1.103923,13,"kentucky",0,1,2016
"716",-0.3205016,-0.6989995,-0.7935389,0.6314233,0.1589802,0.0880641,-0.6891315,-1.31224,-0.02956535,1.229028,0.2159815,33,"cal state northridge",0,0,2015
"717",0.1883748,0.1432186,-0.7447736,1.481756,-1.343599,0.0880641,0.753029,0.4856032,0.8736561,-0.1730886,-0.7268073,18,"southern methodist",1,1,2016
"718",-1.338255,-0.8319813,-1.037365,-1.10492,0.1589802,-0.04913292,-0.2084113,-1.055405,0.8736561,0.8284233,-0.161134,3,"st francis ny",0,0,2013
"719",-2.03796,-1.895836,-1.244618,0.1319273,-0.2166645,-1.009512,-2.451772,-1.055405,-0.02956535,1.629633,0.593097,9,"north florida",1,0,2016
"720",0.6336418,-0.1848032,1.096115,0.3162651,1.098092,-0.597921,-0.2084113,3.053951,-0.9327868,-1.575205,0.2159815,18,"mississippi",0,1,2014
"721",-0.129673,-0.5216904,0.6450367,-0.9146358,0.3468025,0.0880641,-0.6891315,0.2287684,0.2715085,0.2275162,-0.5382495,19,"loyola marymount",0,0,2017
"722",0.570032202125335,1.5262293015469,0.10861865941506,0.393568074682648,-1.53142098191763,0.0880641032923344,0.753029029587065,0.742438021962557,1.47580373245296,-1.37490288317668,-0.538249530355914,7,"arkansas little rock",0,1,2015
"723",-0.3841112,-0.007494132,-0.3607471,-0.605424,-1.343599,-0.323527,-0.04817127,-1.569075,-0.3306392,0.628121,1.913001,23,"pacific",1,0,2015
"724",-0.6385494,-0.7787886,0.12081,-0.6946197,-0.2166645,-0.7351181,-0.8493716,-0.02806634,0.2715085,0.628121,1.535886,26,"lamar",0,0,2017
"725",-0.3205016,0.639684,-0.4765646,-0.7540835,0.1589802,-0.7351181,0.753029,-1.055405,0.5725823,-0.5736933,0.7816548,5,"north dakota",0,0,2016
"726",-0.129673,-0.787654,-1.134896,0.2746404,0.9102696,-0.04913292,0.4325489,0.2287684,-0.631713,-0.9742981,-1.292481,34,"louisiana lafayette",1,0,2016
"727",0.06115572,-0.2911886,-0.01939018,1.243901,-1.155776,-1.009512,0.4325489,0.4856032,-0.631713,-1.1746,0.593097,18,"florida atlantic",1,1,2016
"728",0.315593959796037,1.13614935304907,1.65082038516185,-0.0643032971800824,-3.2218221436194,-0.323526980368811,0.753029029587065,0.485603233526903,0.271508466304367,-0.373390959504115,0.781654772360913,24,"alabama",0,1,2016
"729",0.1247653,0.5953567,0.2366275,0.6433161,-0.7801316,1.048443,1.714469,-0.5417359,-1.233861,0.2275162,-0.161134,22,"hampton",0,1,2017
"730",-0.4477208,0.1432186,0.5109322,-0.403247,-0.02884217,0.4996552,-0.8493716,-1.31224,-0.631713,2.23054,0.2159815,13,"pacific",1,0,2014
"731",-0.7657686,-0.317785,0.3768277,-0.7719227,0.1589802,-1.421103,-0.2084113,0.4856032,-0.02956535,0.02721381,1.535886,8,"montana",1,0,2014
"732",1.396956,0.3737204,1.955603,1.386614,1.473737,0.9112463,0.592789,-0.02806634,-0.631713,0.4278186,0.2159815,19,"wichita state",0,1,2015
"733",0.6972513,0.6751458,0.4804539,0.07246348,-0.7801316,0.3624582,1.233749,-0.5417359,1.475804,0.628121,-0.5382495,14,"wyoming",1,1,2016
"734",2.0330520955188,1.12728389967412,1.44356797933026,-0.849225648944764,1.47373663888552,0.774049242727577,1.07350914862237,0.742438021962557,-0.932786799844223,-0.773995728973143,-1.29248056047982,29,"butler",0,1,2014
"735",-0.2568921,-0.8497122,0.3280624,-0.5637993,0.5346249,-0.7351181,0.4325489,-0.5417359,-1.233861,0.2275162,0.593097,28,"loyola md",0,0,2015
"736",1.58778517144253,0.92337847205025,-0.0437728154611044,-0.290265792385067,1.09809193628513,0.49965518695348,1.07350914862237,1.25610759883387,-0.932786799844223,-0.573693344238629,-0.161134015293963,6,"bucknell",0,1,2016
"737",0.633641762707659,0.595356697177075,-1.3116698864308,-0.95031413364173,0.346802531084342,-0.323526980368811,-0.0481712680012071,2.02661196414083,0.572582282841514,-1.17460049844217,0.027423742237012,10,"bucknell",0,1,2016
"738",-0.3841112,0.7017421,0.4621669,-0.8313865,-2.094888,-1.146709,0.4325489,1.512942,-2.137082,-0.7739957,2.290117,4,"nebraska omaha",0,0,2015
"739",1.269737,0.7460694,-0.5253299,-2.484481,1.661559,0.2252611,-0.3686514,1.256108,0.5725823,-1.575205,-0.915365,2,"miami oh",1,1,2015
"740",0.124765278049064,-0.424170440942251,-0.171781654357083,0.643316095698683,0.158980179784145,-0.46072400825586,0.112068791516447,0.228768445091249,-0.631712983307075,-0.173088574769602,1.15877028742286,2,"butler",1,1,2013
"741",0.8244704,0.8967821,1.687394,0.673048,-0.7801316,1.322837,-0.3686514,-0.5417359,0.5725823,1.028726,-1.481038,2,"vanderbilt",1,1,2016
"742",-0.702159,0.1077568,-0.2632165,-1.015724,-0.4044869,-0.323527,0.2723089,-0.2849011,-0.3306392,1.028726,1.15877,7,"la salle",0,0,2016
"743",2.096662,1.703538,0.7547585,1.119027,-0.5923092,2.008822,1.393989,-0.02806634,0.2715085,-1.374903,-0.7268073,1,"long beach state",1,1,2015
"744",-1.147426,-1.452563,-1.195852,-1.176277,0.7224472,-0.460724,-0.04817127,-0.5417359,-1.534934,0.2275162,0.593097,21,"radford",1,0,2017
"745",-0.956597251850453,-1.0447521771888,-0.878878097782487,-1.41413188695722,1.28591428758533,-0.597921036142908,0.592788970069411,-0.0280663433444056,-0.631712983307075,0.0272138099649122,1.53588580248481,28,"abilene christian",1,0,2017
